"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2012,26,NA,"W.4","W.4.1"
2,2016,18,21,"W.4","W.4.1"
3,2020,14,0,"W.4","W.4.1"
4,2008,24,0,"W.4","W.4.1"
5,2014,20,1,"W.4","W.4.1"
6,2005,28,1,"W.4","W.4.1"
7,2021,12,7,"W.4","W.4.1"
8,2004,17,0,"W.4","W.4.1"
9,2009,6,30,"W.4","W.4.1"
10,2020,26,1,"W.4","W.4.1"
11,2009,8,18,"W.4","W.4.1"
12,2013,0,0,"W.4","W.4.1"
13,2005,0,0,"W.4","W.4.1"
14,2004,NA,NA,"W.4","W.4.1"
15,2005,NA,NA,"W.4","W.4.1"
16,2014,NA,NA,"W.4","W.4.1"
17,2010,NA,NA,"W.4","W.4.1"
18,2005,NA,NA,"W.4","W.4.1"
19,2015,NA,NA,"W.4","W.4.1"
20,2012,NA,NA,"W.4","W.4.1"
21,2011,NA,NA,"W.4","W.4.1"
22,2014,NA,NA,"W.4","W.4.1"
23,2014,NA,NA,"W.4","W.4.1"
24,2021,NA,NA,"W.4","W.4.1"
25,2013,NA,NA,"W.4","W.4.1"
26,2007,NA,NA,"W.4","W.4.1"
27,2010,NA,NA,"W.4","W.4.1"
28,2021,NA,NA,"W.4","W.4.1"
29,2007,NA,NA,"W.4","W.4.1"
30,2019,NA,NA,"W.4","W.4.1"
31,2015,NA,NA,"W.4","W.4.1"
32,2002,NA,NA,"W.4","W.4.1"
33,2012,NA,NA,"W.4","W.4.1"
34,2003,NA,NA,"W.4","W.4.1"
35,2009,NA,NA,"W.4","W.4.1"
36,2013,NA,NA,"W.4","W.4.1"
37,2011,NA,NA,"W.4","W.4.1"
38,2011,NA,NA,"W.4","W.4.1"
39,2013,NA,NA,"W.4","W.4.1"
40,2010,NA,NA,"W.4","W.4.1"
1,2012,14,NA,"E.3","E.3.2"
2,2016,13,2,"E.3","E.3.2"
3,2020,18,5,"E.3","E.3.2"
4,2008,30,7,"E.3","E.3.2"
5,2014,18,0,"E.3","E.3.2"
6,2005,12,4,"E.3","E.3.2"
7,2021,25,0,"E.3","E.3.2"
8,2004,0,0,"E.3","E.3.2"
9,2009,0,0,"E.3","E.3.2"
10,2020,NA,NA,"E.3","E.3.2"
11,2009,NA,NA,"E.3","E.3.2"
12,2013,NA,NA,"E.3","E.3.2"
13,2005,NA,NA,"E.3","E.3.2"
14,2004,NA,NA,"E.3","E.3.2"
15,2005,NA,NA,"E.3","E.3.2"
16,2014,NA,NA,"E.3","E.3.2"
17,2010,NA,NA,"E.3","E.3.2"
18,2005,NA,NA,"E.3","E.3.2"
19,2015,NA,NA,"E.3","E.3.2"
20,2012,NA,NA,"E.3","E.3.2"
21,2011,NA,NA,"E.3","E.3.2"
22,2014,NA,NA,"E.3","E.3.2"
23,2014,NA,NA,"E.3","E.3.2"
24,2021,NA,NA,"E.3","E.3.2"
25,2013,NA,NA,"E.3","E.3.2"
26,2007,NA,NA,"E.3","E.3.2"
27,2010,NA,NA,"E.3","E.3.2"
28,2021,NA,NA,"E.3","E.3.2"
29,2007,NA,NA,"E.3","E.3.2"
30,2019,NA,NA,"E.3","E.3.2"
31,2015,NA,NA,"E.3","E.3.2"
32,2002,NA,NA,"E.3","E.3.2"
33,2012,NA,NA,"E.3","E.3.2"
34,2003,NA,NA,"E.3","E.3.2"
35,2009,NA,NA,"E.3","E.3.2"
36,2013,NA,NA,"E.3","E.3.2"
37,2011,NA,NA,"E.3","E.3.2"
38,2011,NA,NA,"E.3","E.3.2"
39,2013,NA,NA,"E.3","E.3.2"
40,2010,NA,NA,"E.3","E.3.2"
1,2012,11,NA,"E.7","E.7.3"
2,2016,4,0,"E.7","E.7.3"
3,2020,11,6,"E.7","E.7.3"
4,2008,25,3,"E.7","E.7.3"
5,2014,26,0,"E.7","E.7.3"
6,2005,25,0,"E.7","E.7.3"
7,2021,6,3,"E.7","E.7.3"
8,2004,7,2,"E.7","E.7.3"
9,2009,15,11,"E.7","E.7.3"
10,2020,9,3,"E.7","E.7.3"
11,2009,6,4,"E.7","E.7.3"
12,2013,0,0,"E.7","E.7.3"
13,2005,0,0,"E.7","E.7.3"
14,2004,NA,NA,"E.7","E.7.3"
15,2005,NA,NA,"E.7","E.7.3"
16,2014,NA,NA,"E.7","E.7.3"
17,2010,NA,NA,"E.7","E.7.3"
18,2005,NA,NA,"E.7","E.7.3"
19,2015,NA,NA,"E.7","E.7.3"
20,2012,NA,NA,"E.7","E.7.3"
21,2011,NA,NA,"E.7","E.7.3"
22,2014,NA,NA,"E.7","E.7.3"
23,2014,NA,NA,"E.7","E.7.3"
24,2021,NA,NA,"E.7","E.7.3"
25,2013,NA,NA,"E.7","E.7.3"
26,2007,NA,NA,"E.7","E.7.3"
27,2010,NA,NA,"E.7","E.7.3"
28,2021,NA,NA,"E.7","E.7.3"
29,2007,NA,NA,"E.7","E.7.3"
30,2019,NA,NA,"E.7","E.7.3"
31,2015,NA,NA,"E.7","E.7.3"
32,2002,NA,NA,"E.7","E.7.3"
33,2012,NA,NA,"E.7","E.7.3"
34,2003,NA,NA,"E.7","E.7.3"
35,2009,NA,NA,"E.7","E.7.3"
36,2013,NA,NA,"E.7","E.7.3"
37,2011,NA,NA,"E.7","E.7.3"
38,2011,NA,NA,"E.7","E.7.3"
39,2013,NA,NA,"E.7","E.7.3"
40,2010,NA,NA,"E.7","E.7.3"
1,2012,3,NA,"W.3","W.3.4"
2,2016,1,0,"W.3","W.3.4"
