"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2015,1,NA,"E.7","E.7.1"
2,2002,0,0,"E.7","E.7.1"
3,2020,0,0,"E.7","E.7.1"
4,2006,NA,NA,"E.7","E.7.1"
5,2007,NA,NA,"E.7","E.7.1"
6,2010,NA,NA,"E.7","E.7.1"
7,2019,NA,NA,"E.7","E.7.1"
8,2007,NA,NA,"E.7","E.7.1"
9,2011,NA,NA,"E.7","E.7.1"
10,2006,NA,NA,"E.7","E.7.1"
11,2008,NA,NA,"E.7","E.7.1"
12,2010,NA,NA,"E.7","E.7.1"
13,2003,NA,NA,"E.7","E.7.1"
14,2014,NA,NA,"E.7","E.7.1"
15,2002,NA,NA,"E.7","E.7.1"
16,2005,NA,NA,"E.7","E.7.1"
17,2009,NA,NA,"E.7","E.7.1"
18,2002,NA,NA,"E.7","E.7.1"
19,2014,NA,NA,"E.7","E.7.1"
20,2019,NA,NA,"E.7","E.7.1"
21,2006,NA,NA,"E.7","E.7.1"
22,2003,NA,NA,"E.7","E.7.1"
23,2018,NA,NA,"E.7","E.7.1"
24,2010,NA,NA,"E.7","E.7.1"
25,2007,NA,NA,"E.7","E.7.1"
26,2005,NA,NA,"E.7","E.7.1"
27,2018,NA,NA,"E.7","E.7.1"
28,2008,NA,NA,"E.7","E.7.1"
29,2019,NA,NA,"E.7","E.7.1"
30,2005,NA,NA,"E.7","E.7.1"
31,2009,NA,NA,"E.7","E.7.1"
32,2019,NA,NA,"E.7","E.7.1"
33,2017,NA,NA,"E.7","E.7.1"
34,2014,NA,NA,"E.7","E.7.1"
35,2011,NA,NA,"E.7","E.7.1"
36,2002,NA,NA,"E.7","E.7.1"
37,2012,NA,NA,"E.7","E.7.1"
38,2006,NA,NA,"E.7","E.7.1"
39,2011,NA,NA,"E.7","E.7.1"
40,2004,NA,NA,"E.7","E.7.1"
1,2015,1,NA,"W.2","W.2.2"
2,2002,0,0,"W.2","W.2.2"
3,2020,0,0,"W.2","W.2.2"
4,2006,NA,NA,"W.2","W.2.2"
5,2007,NA,NA,"W.2","W.2.2"
6,2010,NA,NA,"W.2","W.2.2"
7,2019,NA,NA,"W.2","W.2.2"
8,2007,NA,NA,"W.2","W.2.2"
9,2011,NA,NA,"W.2","W.2.2"
10,2006,NA,NA,"W.2","W.2.2"
11,2008,NA,NA,"W.2","W.2.2"
12,2010,NA,NA,"W.2","W.2.2"
13,2003,NA,NA,"W.2","W.2.2"
14,2014,NA,NA,"W.2","W.2.2"
15,2002,NA,NA,"W.2","W.2.2"
16,2005,NA,NA,"W.2","W.2.2"
17,2009,NA,NA,"W.2","W.2.2"
18,2002,NA,NA,"W.2","W.2.2"
19,2014,NA,NA,"W.2","W.2.2"
