"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","InflYesNo","Tot_fall_ppt","Tot_winter_ppt","Tot_summer_ppt","Mean_fall_temp","Mean_winter_temp","Mean_summer_temp"
1,2020,1,NA,"W.5","W.5.1",1,1,0,0,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
2,2021,2,1,"W.5","W.5.1",1,1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453
3,2014,NA,NA,"W.5","W.5.1",1,0,0,1,NA,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
1,2020,10,NA,"E.7","E.7.2",1,1,0,0,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
2,2021,19,3,"E.7","E.7.2",1,1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453
3,2014,NA,NA,"E.7","E.7.2",1,0,0,1,NA,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
1,2020,4,NA,"E.2","E.2.3",1,1,0,0,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
2,2021,12,3,"E.2","E.2.3",1,1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453
3,2014,NA,NA,"E.2","E.2.3",1,0,0,1,NA,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
1,2020,10,NA,"E.4","E.4.4",1,1,0,0,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
2,2021,18,11,"E.4","E.4.4",1,1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453
3,2014,13,4,"E.4","E.4.4",1,1,1,1,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
4,2015,27,3,"E.4","E.4.4",1,1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
5,2008,NA,NA,"E.4","E.4.4",1,0,0,1,NA,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
1,2020,58,NA,"W.2","W.2.5",1,1,0,0,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
2,2021,88,20,"W.2","W.2.5",1,1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453
3,2014,66,0,"W.2","W.2.5",1,1,1,1,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
4,2015,110,38,"W.2","W.2.5",1,1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
5,2008,NA,NA,"W.2","W.2.5",1,0,0,1,NA,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
1,2020,1,NA,"W.5","W.5.6",1,1,0,0,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
2,2021,3,0,"W.5","W.5.6",1,1,1,1,0,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453
3,2014,2,1,"W.5","W.5.6",1,1,1,1,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
4,2015,3,0,"W.5","W.5.6",1,1,1,1,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
5,2008,5,2,"W.5","W.5.6",1,1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
6,2019,5,0,"W.5","W.5.6",1,1,1,1,0,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
7,2008,1,1,"W.5","W.5.6",1,1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
8,2013,NA,NA,"W.5","W.5.6",1,0,0,1,NA,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105
1,2020,10,NA,"E.3","E.3.7",1,1,0,0,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
2,2021,18,2,"E.3","E.3.7",1,1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453
3,2014,15,0,"E.3","E.3.7",1,1,1,1,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
4,2015,28,0,"E.3","E.3.7",1,1,1,1,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
5,2008,19,12,"E.3","E.3.7",1,1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
6,2019,21,0,"E.3","E.3.7",1,1,1,1,0,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
7,2008,16,14,"E.3","E.3.7",1,1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
8,2013,NA,NA,"E.3","E.3.7",1,0,0,1,NA,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105
1,2020,189,NA,"W.1","W.1.8",1,1,0,0,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
2,2021,225,122,"W.1","W.1.8",1,1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453
3,2014,170,162,"W.1","W.1.8",1,1,1,1,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
4,2015,290,67,"W.1","W.1.8",1,1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
5,2008,210,272,"W.1","W.1.8",1,1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
6,2019,225,42,"W.1","W.1.8",1,1,1,1,1,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
7,2008,210,79,"W.1","W.1.8",1,1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
8,2013,174,54,"W.1","W.1.8",1,1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105
9,2003,268,70,"W.1","W.1.8",1,1,1,1,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117
10,2009,183,93,"W.1","W.1.8",1,1,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044
11,2018,NA,NA,"W.1","W.1.8",1,NA,0,0,NA,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029
12,2015,291,159,"W.1","W.1.8",1,1,2,2,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
13,2008,NA,NA,"W.1","W.1.8",1,NA,0,0,NA,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
14,2014,175,35,"W.1","W.1.8",1,1,2,2,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
15,2018,NA,NA,"W.1","W.1.8",1,NA,0,0,NA,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029
16,2006,176,163,"W.1","W.1.8",1,1,2,2,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068
17,2015,NA,NA,"W.1","W.1.8",1,NA,0,0,NA,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
18,2007,257,173,"W.1","W.1.8",1,1,2,2,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072
19,2008,NA,NA,"W.1","W.1.8",1,NA,0,0,NA,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
20,2016,160,10,"W.1","W.1.8",1,1,2,2,1,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063
21,2008,NA,NA,"W.1","W.1.8",1,NA,0,0,NA,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
22,2012,NA,NA,"W.1","W.1.8",1,0,0,2,NA,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082
1,2020,4,NA,"E.5","E.5.9",1,1,0,0,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
2,2021,8,3,"E.5","E.5.9",1,1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453
3,2014,8,0,"E.5","E.5.9",1,1,1,1,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
4,2015,NA,NA,"E.5","E.5.9",1,0,0,1,NA,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
1,2020,201,NA,"W.5","W.5.10",1,1,0,0,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
2,2021,241,81,"W.5","W.5.10",1,1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453
3,2014,186,163,"W.5","W.5.10",1,1,1,1,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
4,2015,300,80,"W.5","W.5.10",1,1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
