"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2015,8,NA,"E.4","E.4.1"
2,2014,8,0,"E.4","E.4.1"
3,2014,11,1,"E.4","E.4.1"
4,2011,9,1,"E.4","E.4.1"
5,2002,8,0,"E.4","E.4.1"
6,2009,11,1,"E.4","E.4.1"
7,2020,13,2,"E.4","E.4.1"
8,2011,9,0,"E.4","E.4.1"
9,2014,11,0,"E.4","E.4.1"
10,2012,9,1,"E.4","E.4.1"
11,2003,14,6,"E.4","E.4.1"
12,2006,9,0,"E.4","E.4.1"
13,2012,11,0,"E.4","E.4.1"
14,2012,8,0,"E.4","E.4.1"
15,2018,6,3,"E.4","E.4.1"
16,2012,8,1,"E.4","E.4.1"
17,2007,18,0,"E.4","E.4.1"
18,2008,13,9,"E.4","E.4.1"
19,2018,7,0,"E.4","E.4.1"
20,2005,11,1,"E.4","E.4.1"
1,2015,26,NA,"W.5","W.5.2"
2,2014,22,3,"W.5","W.5.2"
3,2014,21,4,"W.5","W.5.2"
4,2011,20,10,"W.5","W.5.2"
5,2002,20,0,"W.5","W.5.2"
6,2009,22,0,"W.5","W.5.2"
7,2020,22,9,"W.5","W.5.2"
8,2011,20,16,"W.5","W.5.2"
9,2014,0,0,"W.5","W.5.2"
10,2012,0,0,"W.5","W.5.2"
11,2003,NA,NA,"W.5","W.5.2"
12,2006,NA,NA,"W.5","W.5.2"
13,2012,NA,NA,"W.5","W.5.2"
14,2012,NA,NA,"W.5","W.5.2"
15,2018,NA,NA,"W.5","W.5.2"
16,2012,NA,NA,"W.5","W.5.2"
17,2007,NA,NA,"W.5","W.5.2"
18,2008,NA,NA,"W.5","W.5.2"
19,2018,NA,NA,"W.5","W.5.2"
20,2005,NA,NA,"W.5","W.5.2"
1,2015,11,NA,"W.4","W.4.3"
2,2014,13,20,"W.4","W.4.3"
3,2014,11,0,"W.4","W.4.3"
4,2011,8,3,"W.4","W.4.3"
5,2002,9,0,"W.4","W.4.3"
6,2009,13,0,"W.4","W.4.3"
7,2020,13,0,"W.4","W.4.3"
8,2011,0,0,"W.4","W.4.3"
9,2014,0,0,"W.4","W.4.3"
10,2012,NA,NA,"W.4","W.4.3"
11,2003,NA,NA,"W.4","W.4.3"
12,2006,NA,NA,"W.4","W.4.3"
13,2012,NA,NA,"W.4","W.4.3"
14,2012,NA,NA,"W.4","W.4.3"
15,2018,NA,NA,"W.4","W.4.3"
16,2012,NA,NA,"W.4","W.4.3"
17,2007,NA,NA,"W.4","W.4.3"
18,2008,NA,NA,"W.4","W.4.3"
19,2018,NA,NA,"W.4","W.4.3"
20,2005,NA,NA,"W.4","W.4.3"
1,2015,23,NA,"E.7","E.7.4"
2,2014,18,0,"E.7","E.7.4"
3,2014,16,4,"E.7","E.7.4"
4,2011,16,0,"E.7","E.7.4"
5,2002,18,8,"E.7","E.7.4"
6,2009,22,0,"E.7","E.7.4"
7,2020,22,10,"E.7","E.7.4"
8,2011,22,9,"E.7","E.7.4"
9,2014,20,0,"E.7","E.7.4"
10,2012,18,8,"E.7","E.7.4"
11,2003,30,4,"E.7","E.7.4"
12,2006,19,16,"E.7","E.7.4"
13,2012,18,0,"E.7","E.7.4"
14,2012,0,0,"E.7","E.7.4"
15,2018,0,0,"E.7","E.7.4"
16,2012,NA,NA,"E.7","E.7.4"
17,2007,NA,NA,"E.7","E.7.4"
18,2008,NA,NA,"E.7","E.7.4"
19,2018,NA,NA,"E.7","E.7.4"
20,2005,NA,NA,"E.7","E.7.4"
1,2015,11,NA,"E.1","E.1.5"
2,2014,9,0,"E.1","E.1.5"
3,2014,10,1,"E.1","E.1.5"
4,2011,12,1,"E.1","E.1.5"
5,2002,0,0,"E.1","E.1.5"
6,2009,0,0,"E.1","E.1.5"
7,2020,NA,NA,"E.1","E.1.5"
8,2011,NA,NA,"E.1","E.1.5"
9,2014,NA,NA,"E.1","E.1.5"
10,2012,NA,NA,"E.1","E.1.5"
11,2003,NA,NA,"E.1","E.1.5"
12,2006,NA,NA,"E.1","E.1.5"
13,2012,NA,NA,"E.1","E.1.5"
14,2012,NA,NA,"E.1","E.1.5"
15,2018,NA,NA,"E.1","E.1.5"
16,2012,NA,NA,"E.1","E.1.5"
17,2007,NA,NA,"E.1","E.1.5"
18,2008,NA,NA,"E.1","E.1.5"
19,2018,NA,NA,"E.1","E.1.5"
20,2005,NA,NA,"E.1","E.1.5"
1,2015,8,NA,"W.2","W.2.6"
2,2014,0,0,"W.2","W.2.6"
3,2014,0,0,"W.2","W.2.6"
4,2011,NA,NA,"W.2","W.2.6"
5,2002,NA,NA,"W.2","W.2.6"
6,2009,NA,NA,"W.2","W.2.6"
7,2020,NA,NA,"W.2","W.2.6"
8,2011,NA,NA,"W.2","W.2.6"
9,2014,NA,NA,"W.2","W.2.6"
10,2012,NA,NA,"W.2","W.2.6"
11,2003,NA,NA,"W.2","W.2.6"
12,2006,NA,NA,"W.2","W.2.6"
13,2012,NA,NA,"W.2","W.2.6"
14,2012,NA,NA,"W.2","W.2.6"
15,2018,NA,NA,"W.2","W.2.6"
16,2012,NA,NA,"W.2","W.2.6"
17,2007,NA,NA,"W.2","W.2.6"
18,2008,NA,NA,"W.2","W.2.6"
19,2018,NA,NA,"W.2","W.2.6"
20,2005,NA,NA,"W.2","W.2.6"
1,2015,20,NA,"E.3","E.3.7"
2,2014,15,14,"E.3","E.3.7"
3,2014,19,2,"E.3","E.3.7"
4,2011,14,0,"E.3","E.3.7"
5,2002,21,0,"E.3","E.3.7"
6,2009,17,3,"E.3","E.3.7"
7,2020,22,1,"E.3","E.3.7"
8,2011,18,5,"E.3","E.3.7"
9,2014,20,0,"E.3","E.3.7"
10,2012,16,8,"E.3","E.3.7"
11,2003,27,9,"E.3","E.3.7"
12,2006,19,0,"E.3","E.3.7"
13,2012,15,0,"E.3","E.3.7"
14,2012,14,0,"E.3","E.3.7"
15,2018,14,9,"E.3","E.3.7"
16,2012,19,3,"E.3","E.3.7"
17,2007,0,0,"E.3","E.3.7"
18,2008,0,0,"E.3","E.3.7"
19,2018,NA,NA,"E.3","E.3.7"
20,2005,NA,NA,"E.3","E.3.7"
1,2015,26,NA,"W.5","W.5.8"
2,2014,25,34,"W.5","W.5.8"
3,2014,24,3,"W.5","W.5.8"
4,2011,21,0,"W.5","W.5.8"
5,2002,21,0,"W.5","W.5.8"
6,2009,26,1,"W.5","W.5.8"
7,2020,22,0,"W.5","W.5.8"
8,2011,21,1,"W.5","W.5.8"
9,2014,19,6,"W.5","W.5.8"
10,2012,22,0,"W.5","W.5.8"
11,2003,31,0,"W.5","W.5.8"
12,2006,24,10,"W.5","W.5.8"
13,2012,22,7,"W.5","W.5.8"
14,2012,19,0,"W.5","W.5.8"
15,2018,18,3,"W.5","W.5.8"
16,2012,16,6,"W.5","W.5.8"
17,2007,33,1,"W.5","W.5.8"
18,2008,30,0,"W.5","W.5.8"
19,2018,16,0,"W.5","W.5.8"
20,2005,28,15,"W.5","W.5.8"
1,2015,17,NA,"E.2","E.2.9"
2,2014,18,2,"E.2","E.2.9"
3,2014,11,2,"E.2","E.2.9"
4,2011,12,0,"E.2","E.2.9"
5,2002,15,0,"E.2","E.2.9"
6,2009,13,0,"E.2","E.2.9"
7,2020,18,15,"E.2","E.2.9"
8,2011,15,4,"E.2","E.2.9"
9,2014,15,0,"E.2","E.2.9"
10,2012,16,11,"E.2","E.2.9"
11,2003,23,0,"E.2","E.2.9"
12,2006,15,26,"E.2","E.2.9"
13,2012,14,0,"E.2","E.2.9"
14,2012,15,4,"E.2","E.2.9"
15,2018,13,4,"E.2","E.2.9"
16,2012,14,5,"E.2","E.2.9"
17,2007,23,15,"E.2","E.2.9"
18,2008,19,0,"E.2","E.2.9"
19,2018,10,0,"E.2","E.2.9"
20,2005,20,5,"E.2","E.2.9"
1,2015,14,NA,"W.4","W.4.10"
2,2014,10,45,"W.4","W.4.10"
3,2014,15,4,"W.4","W.4.10"
4,2011,15,5,"W.4","W.4.10"
5,2002,15,4,"W.4","W.4.10"
6,2009,14,0,"W.4","W.4.10"
7,2020,14,0,"W.4","W.4.10"
8,2011,16,3,"W.4","W.4.10"
9,2014,13,0,"W.4","W.4.10"
10,2012,12,0,"W.4","W.4.10"
11,2003,23,3,"W.4","W.4.10"
12,2006,15,0,"W.4","W.4.10"
13,2012,14,0,"W.4","W.4.10"
14,2012,14,0,"W.4","W.4.10"
15,2018,12,9,"W.4","W.4.10"
16,2012,12,0,"W.4","W.4.10"
17,2007,22,0,"W.4","W.4.10"
18,2008,18,6,"W.4","W.4.10"
19,2018,13,0,"W.4","W.4.10"
20,2005,20,10,"W.4","W.4.10"
1,2015,17,NA,"E.7","E.7.11"
2,2014,12,7,"E.7","E.7.11"
3,2014,0,0,"E.7","E.7.11"
4,2011,0,0,"E.7","E.7.11"
5,2002,NA,NA,"E.7","E.7.11"
6,2009,NA,NA,"E.7","E.7.11"
7,2020,NA,NA,"E.7","E.7.11"
8,2011,NA,NA,"E.7","E.7.11"
9,2014,NA,NA,"E.7","E.7.11"
10,2012,NA,NA,"E.7","E.7.11"
11,2003,NA,NA,"E.7","E.7.11"
12,2006,NA,NA,"E.7","E.7.11"
13,2012,NA,NA,"E.7","E.7.11"
14,2012,NA,NA,"E.7","E.7.11"
15,2018,NA,NA,"E.7","E.7.11"
16,2012,NA,NA,"E.7","E.7.11"
17,2007,NA,NA,"E.7","E.7.11"
18,2008,NA,NA,"E.7","E.7.11"
19,2018,NA,NA,"E.7","E.7.11"
20,2005,NA,NA,"E.7","E.7.11"
1,2015,8,NA,"E.5","E.5.12"
2,2014,10,2,"E.5","E.5.12"
3,2014,8,1,"E.5","E.5.12"
4,2011,0,0,"E.5","E.5.12"
5,2002,0,0,"E.5","E.5.12"
6,2009,NA,NA,"E.5","E.5.12"
7,2020,NA,NA,"E.5","E.5.12"
8,2011,NA,NA,"E.5","E.5.12"
9,2014,NA,NA,"E.5","E.5.12"
10,2012,NA,NA,"E.5","E.5.12"
11,2003,NA,NA,"E.5","E.5.12"
12,2006,NA,NA,"E.5","E.5.12"
13,2012,NA,NA,"E.5","E.5.12"
14,2012,NA,NA,"E.5","E.5.12"
15,2018,NA,NA,"E.5","E.5.12"
16,2012,NA,NA,"E.5","E.5.12"
17,2007,NA,NA,"E.5","E.5.12"
18,2008,NA,NA,"E.5","E.5.12"
19,2018,NA,NA,"E.5","E.5.12"
20,2005,NA,NA,"E.5","E.5.12"
1,2015,3,NA,"E.6","E.6.13"
2,2014,0,0,"E.6","E.6.13"
3,2014,0,0,"E.6","E.6.13"
4,2011,NA,NA,"E.6","E.6.13"
5,2002,NA,NA,"E.6","E.6.13"
6,2009,NA,NA,"E.6","E.6.13"
7,2020,NA,NA,"E.6","E.6.13"
8,2011,NA,NA,"E.6","E.6.13"
9,2014,NA,NA,"E.6","E.6.13"
10,2012,NA,NA,"E.6","E.6.13"
11,2003,NA,NA,"E.6","E.6.13"
12,2006,NA,NA,"E.6","E.6.13"
13,2012,NA,NA,"E.6","E.6.13"
14,2012,NA,NA,"E.6","E.6.13"
15,2018,NA,NA,"E.6","E.6.13"
16,2012,NA,NA,"E.6","E.6.13"
17,2007,NA,NA,"E.6","E.6.13"
18,2008,NA,NA,"E.6","E.6.13"
19,2018,NA,NA,"E.6","E.6.13"
20,2005,NA,NA,"E.6","E.6.13"
1,2015,23,NA,"E.7","E.7.14"
2,2014,19,44,"E.7","E.7.14"
3,2014,0,0,"E.7","E.7.14"
4,2011,0,0,"E.7","E.7.14"
5,2002,NA,NA,"E.7","E.7.14"
6,2009,NA,NA,"E.7","E.7.14"
7,2020,NA,NA,"E.7","E.7.14"
8,2011,NA,NA,"E.7","E.7.14"
9,2014,NA,NA,"E.7","E.7.14"
10,2012,NA,NA,"E.7","E.7.14"
11,2003,NA,NA,"E.7","E.7.14"
12,2006,NA,NA,"E.7","E.7.14"
13,2012,NA,NA,"E.7","E.7.14"
14,2012,NA,NA,"E.7","E.7.14"
15,2018,NA,NA,"E.7","E.7.14"
16,2012,NA,NA,"E.7","E.7.14"
17,2007,NA,NA,"E.7","E.7.14"
18,2008,NA,NA,"E.7","E.7.14"
19,2018,NA,NA,"E.7","E.7.14"
20,2005,NA,NA,"E.7","E.7.14"
1,2015,17,NA,"W.3","W.3.15"
2,2014,0,0,"W.3","W.3.15"
3,2014,0,0,"W.3","W.3.15"
4,2011,NA,NA,"W.3","W.3.15"
5,2002,NA,NA,"W.3","W.3.15"
6,2009,NA,NA,"W.3","W.3.15"
7,2020,NA,NA,"W.3","W.3.15"
8,2011,NA,NA,"W.3","W.3.15"
9,2014,NA,NA,"W.3","W.3.15"
10,2012,NA,NA,"W.3","W.3.15"
11,2003,NA,NA,"W.3","W.3.15"
12,2006,NA,NA,"W.3","W.3.15"
13,2012,NA,NA,"W.3","W.3.15"
14,2012,NA,NA,"W.3","W.3.15"
15,2018,NA,NA,"W.3","W.3.15"
16,2012,NA,NA,"W.3","W.3.15"
17,2007,NA,NA,"W.3","W.3.15"
18,2008,NA,NA,"W.3","W.3.15"
19,2018,NA,NA,"W.3","W.3.15"
20,2005,NA,NA,"W.3","W.3.15"
1,2015,11,NA,"W.2","W.2.16"
2,2014,9,7,"W.2","W.2.16"
3,2014,0,0,"W.2","W.2.16"
4,2011,0,0,"W.2","W.2.16"
5,2002,NA,NA,"W.2","W.2.16"
6,2009,NA,NA,"W.2","W.2.16"
7,2020,NA,NA,"W.2","W.2.16"
8,2011,NA,NA,"W.2","W.2.16"
9,2014,NA,NA,"W.2","W.2.16"
10,2012,NA,NA,"W.2","W.2.16"
11,2003,NA,NA,"W.2","W.2.16"
12,2006,NA,NA,"W.2","W.2.16"
13,2012,NA,NA,"W.2","W.2.16"
14,2012,NA,NA,"W.2","W.2.16"
15,2018,NA,NA,"W.2","W.2.16"
16,2012,NA,NA,"W.2","W.2.16"
17,2007,NA,NA,"W.2","W.2.16"
18,2008,NA,NA,"W.2","W.2.16"
19,2018,NA,NA,"W.2","W.2.16"
20,2005,NA,NA,"W.2","W.2.16"
1,2015,5,NA,"W.1","W.1.17"
2,2014,4,0,"W.1","W.1.17"
3,2014,0,0,"W.1","W.1.17"
4,2011,0,0,"W.1","W.1.17"
5,2002,NA,NA,"W.1","W.1.17"
6,2009,NA,NA,"W.1","W.1.17"
7,2020,NA,NA,"W.1","W.1.17"
8,2011,NA,NA,"W.1","W.1.17"
9,2014,NA,NA,"W.1","W.1.17"
10,2012,NA,NA,"W.1","W.1.17"
11,2003,NA,NA,"W.1","W.1.17"
12,2006,NA,NA,"W.1","W.1.17"
13,2012,NA,NA,"W.1","W.1.17"
14,2012,NA,NA,"W.1","W.1.17"
15,2018,NA,NA,"W.1","W.1.17"
16,2012,NA,NA,"W.1","W.1.17"
17,2007,NA,NA,"W.1","W.1.17"
18,2008,NA,NA,"W.1","W.1.17"
19,2018,NA,NA,"W.1","W.1.17"
20,2005,NA,NA,"W.1","W.1.17"
1,2015,5,NA,"W.3","W.3.18"
2,2014,6,2,"W.3","W.3.18"
3,2014,4,1,"W.3","W.3.18"
4,2011,0,0,"W.3","W.3.18"
5,2002,0,0,"W.3","W.3.18"
6,2009,NA,NA,"W.3","W.3.18"
7,2020,NA,NA,"W.3","W.3.18"
8,2011,NA,NA,"W.3","W.3.18"
9,2014,NA,NA,"W.3","W.3.18"
10,2012,NA,NA,"W.3","W.3.18"
11,2003,NA,NA,"W.3","W.3.18"
12,2006,NA,NA,"W.3","W.3.18"
13,2012,NA,NA,"W.3","W.3.18"
14,2012,NA,NA,"W.3","W.3.18"
15,2018,NA,NA,"W.3","W.3.18"
16,2012,NA,NA,"W.3","W.3.18"
17,2007,NA,NA,"W.3","W.3.18"
18,2008,NA,NA,"W.3","W.3.18"
19,2018,NA,NA,"W.3","W.3.18"
20,2005,NA,NA,"W.3","W.3.18"
1,2015,26,NA,"W.1","W.1.19"
2,2014,21,21,"W.1","W.1.19"
3,2014,22,2,"W.1","W.1.19"
4,2011,19,5,"W.1","W.1.19"
5,2002,24,9,"W.1","W.1.19"
6,2009,24,0,"W.1","W.1.19"
7,2020,23,21,"W.1","W.1.19"
8,2011,23,12,"W.1","W.1.19"
9,2014,20,0,"W.1","W.1.19"
10,2012,19,1,"W.1","W.1.19"
11,2003,33,0,"W.1","W.1.19"
12,2006,21,8,"W.1","W.1.19"
13,2012,23,12,"W.1","W.1.19"
14,2012,20,7,"W.1","W.1.19"
15,2018,19,12,"W.1","W.1.19"
16,2012,0,0,"W.1","W.1.19"
17,2007,0,0,"W.1","W.1.19"
18,2008,NA,NA,"W.1","W.1.19"
19,2018,NA,NA,"W.1","W.1.19"
20,2005,NA,NA,"W.1","W.1.19"
1,2015,38,NA,"W.4","W.4.20"
2,2014,28,26,"W.4","W.4.20"
3,2014,26,10,"W.4","W.4.20"
4,2011,30,6,"W.4","W.4.20"
5,2002,28,8,"W.4","W.4.20"
6,2009,30,9,"W.4","W.4.20"
7,2020,31,4,"W.4","W.4.20"
8,2011,20,0,"W.4","W.4.20"
9,2014,32,5,"W.4","W.4.20"
10,2012,26,8,"W.4","W.4.20"
11,2003,43,8,"W.4","W.4.20"
12,2006,32,24,"W.4","W.4.20"
13,2012,22,17,"W.4","W.4.20"
14,2012,31,20,"W.4","W.4.20"
15,2018,24,34,"W.4","W.4.20"
16,2012,29,30,"W.4","W.4.20"
17,2007,45,6,"W.4","W.4.20"
18,2008,35,0,"W.4","W.4.20"
19,2018,0,0,"W.4","W.4.20"
20,2005,0,0,"W.4","W.4.20"
1,2015,17,NA,"E.6","E.6.21"
2,2014,15,25,"E.6","E.6.21"
3,2014,16,4,"E.6","E.6.21"
4,2011,13,0,"E.6","E.6.21"
5,2002,17,0,"E.6","E.6.21"
6,2009,15,0,"E.6","E.6.21"
7,2020,18,0,"E.6","E.6.21"
8,2011,14,3,"E.6","E.6.21"
9,2014,0,0,"E.6","E.6.21"
10,2012,0,0,"E.6","E.6.21"
11,2003,NA,NA,"E.6","E.6.21"
12,2006,NA,NA,"E.6","E.6.21"
13,2012,NA,NA,"E.6","E.6.21"
14,2012,NA,NA,"E.6","E.6.21"
15,2018,NA,NA,"E.6","E.6.21"
16,2012,NA,NA,"E.6","E.6.21"
17,2007,NA,NA,"E.6","E.6.21"
18,2008,NA,NA,"E.6","E.6.21"
19,2018,NA,NA,"E.6","E.6.21"
20,2005,NA,NA,"E.6","E.6.21"
1,2015,26,NA,"E.3","E.3.22"
2,2014,24,0,"E.3","E.3.22"
3,2014,23,9,"E.3","E.3.22"
4,2011,21,6,"E.3","E.3.22"
5,2002,18,0,"E.3","E.3.22"
6,2009,20,0,"E.3","E.3.22"
7,2020,28,9,"E.3","E.3.22"
8,2011,22,0,"E.3","E.3.22"
9,2014,19,1,"E.3","E.3.22"
10,2012,23,9,"E.3","E.3.22"
11,2003,33,11,"E.3","E.3.22"
12,2006,19,7,"E.3","E.3.22"
13,2012,16,10,"E.3","E.3.22"
14,2012,18,6,"E.3","E.3.22"
15,2018,18,6,"E.3","E.3.22"
16,2012,21,9,"E.3","E.3.22"
17,2007,32,0,"E.3","E.3.22"
18,2008,25,11,"E.3","E.3.22"
19,2018,17,0,"E.3","E.3.22"
20,2005,31,0,"E.3","E.3.22"
1,2015,14,NA,"E.1","E.1.23"
2,2014,11,17,"E.1","E.1.23"
3,2014,13,0,"E.1","E.1.23"
4,2011,0,0,"E.1","E.1.23"
5,2002,0,0,"E.1","E.1.23"
6,2009,NA,NA,"E.1","E.1.23"
7,2020,NA,NA,"E.1","E.1.23"
8,2011,NA,NA,"E.1","E.1.23"
