"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2004,32,NA,"E.6","E.6.1"
2,2021,33,29,"E.6","E.6.1"
3,2015,38,0,"E.6","E.6.1"
4,2021,31,11,"E.6","E.6.1"
5,2019,31,0,"E.6","E.6.1"
6,2009,0,0,"E.6","E.6.1"
7,2020,0,0,"E.6","E.6.1"
8,2021,NA,NA,"E.6","E.6.1"
9,2015,NA,NA,"E.6","E.6.1"
10,2017,NA,NA,"E.6","E.6.1"
11,2021,NA,NA,"E.6","E.6.1"
12,2005,NA,NA,"E.6","E.6.1"
13,2012,NA,NA,"E.6","E.6.1"
14,2017,NA,NA,"E.6","E.6.1"
15,2020,NA,NA,"E.6","E.6.1"
16,2018,NA,NA,"E.6","E.6.1"
17,2009,NA,NA,"E.6","E.6.1"
18,2007,NA,NA,"E.6","E.6.1"
19,2021,NA,NA,"E.6","E.6.1"
20,2002,NA,NA,"E.6","E.6.1"
1,2004,20,NA,"W.1","W.1.2"
2,2021,25,10,"W.1","W.1.2"
3,2015,27,0,"W.1","W.1.2"
4,2021,26,22,"W.1","W.1.2"
5,2019,22,7,"W.1","W.1.2"
6,2009,16,0,"W.1","W.1.2"
7,2020,19,15,"W.1","W.1.2"
8,2021,20,9,"W.1","W.1.2"
9,2015,25,16,"W.1","W.1.2"
10,2017,13,11,"W.1","W.1.2"
11,2021,22,9,"W.1","W.1.2"
12,2005,24,18,"W.1","W.1.2"
13,2012,17,12,"W.1","W.1.2"
14,2017,15,7,"W.1","W.1.2"
15,2020,17,0,"W.1","W.1.2"
16,2018,17,0,"W.1","W.1.2"
17,2009,19,0,"W.1","W.1.2"
18,2007,25,8,"W.1","W.1.2"
19,2021,23,10,"W.1","W.1.2"
20,2002,16,0,"W.1","W.1.2"
1,2004,20,NA,"E.1","E.1.3"
2,2021,23,23,"E.1","E.1.3"
3,2015,29,0,"E.1","E.1.3"
4,2021,23,9,"E.1","E.1.3"
5,2019,20,42,"E.1","E.1.3"
6,2009,21,6,"E.1","E.1.3"
7,2020,20,14,"E.1","E.1.3"
8,2021,25,0,"E.1","E.1.3"
9,2015,26,0,"E.1","E.1.3"
10,2017,13,13,"E.1","E.1.3"
11,2021,18,6,"E.1","E.1.3"
12,2005,21,8,"E.1","E.1.3"
13,2012,13,0,"E.1","E.1.3"
14,2017,17,11,"E.1","E.1.3"
15,2020,21,7,"E.1","E.1.3"
16,2018,11,0,"E.1","E.1.3"
17,2009,15,4,"E.1","E.1.3"
18,2007,27,2,"E.1","E.1.3"
19,2021,26,15,"E.1","E.1.3"
20,2002,18,0,"E.1","E.1.3"
1,2004,17,NA,"W.3","W.3.4"
2,2021,20,5,"W.3","W.3.4"
3,2015,24,7,"W.3","W.3.4"
4,2021,0,0,"W.3","W.3.4"
5,2019,0,0,"W.3","W.3.4"
6,2009,NA,NA,"W.3","W.3.4"
7,2020,NA,NA,"W.3","W.3.4"
8,2021,NA,NA,"W.3","W.3.4"
9,2015,NA,NA,"W.3","W.3.4"
10,2017,NA,NA,"W.3","W.3.4"
11,2021,NA,NA,"W.3","W.3.4"
12,2005,NA,NA,"W.3","W.3.4"
13,2012,NA,NA,"W.3","W.3.4"
14,2017,NA,NA,"W.3","W.3.4"
15,2020,NA,NA,"W.3","W.3.4"
16,2018,NA,NA,"W.3","W.3.4"
17,2009,NA,NA,"W.3","W.3.4"
18,2007,NA,NA,"W.3","W.3.4"
19,2021,NA,NA,"W.3","W.3.4"
20,2002,NA,NA,"W.3","W.3.4"
1,2004,23,NA,"E.5","E.5.5"
2,2021,25,23,"E.5","E.5.5"
3,2015,32,5,"E.5","E.5.5"
4,2021,26,35,"E.5","E.5.5"
5,2019,27,7,"E.5","E.5.5"
6,2009,18,16,"E.5","E.5.5"
7,2020,19,1,"E.5","E.5.5"
8,2021,26,17,"E.5","E.5.5"
