"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2005,10,NA,"E.1","E.1.1"
2,2021,0,0,"E.1","E.1.1"
3,2013,0,0,"E.1","E.1.1"
4,2006,NA,NA,"E.1","E.1.1"
5,2002,NA,NA,"E.1","E.1.1"
6,2017,NA,NA,"E.1","E.1.1"
7,2010,NA,NA,"E.1","E.1.1"
8,2011,NA,NA,"E.1","E.1.1"
9,2008,NA,NA,"E.1","E.1.1"
10,2012,NA,NA,"E.1","E.1.1"
11,2003,NA,NA,"E.1","E.1.1"
12,2021,NA,NA,"E.1","E.1.1"
13,2012,NA,NA,"E.1","E.1.1"
14,2006,NA,NA,"E.1","E.1.1"
15,2008,NA,NA,"E.1","E.1.1"
16,2012,NA,NA,"E.1","E.1.1"
17,2021,NA,NA,"E.1","E.1.1"
18,2017,NA,NA,"E.1","E.1.1"
19,2007,NA,NA,"E.1","E.1.1"
20,2004,NA,NA,"E.1","E.1.1"
21,2013,NA,NA,"E.1","E.1.1"
22,2007,NA,NA,"E.1","E.1.1"
23,2008,NA,NA,"E.1","E.1.1"
24,2009,NA,NA,"E.1","E.1.1"
25,2008,NA,NA,"E.1","E.1.1"
26,2015,NA,NA,"E.1","E.1.1"
27,2005,NA,NA,"E.1","E.1.1"
28,2020,NA,NA,"E.1","E.1.1"
29,2003,NA,NA,"E.1","E.1.1"
30,2009,NA,NA,"E.1","E.1.1"
31,2010,NA,NA,"E.1","E.1.1"
32,2005,NA,NA,"E.1","E.1.1"
33,2006,NA,NA,"E.1","E.1.1"
34,2019,NA,NA,"E.1","E.1.1"
35,2012,NA,NA,"E.1","E.1.1"
36,2021,NA,NA,"E.1","E.1.1"
37,2002,NA,NA,"E.1","E.1.1"
38,2009,NA,NA,"E.1","E.1.1"
39,2005,NA,NA,"E.1","E.1.1"
40,2004,NA,NA,"E.1","E.1.1"
1,2005,52,NA,"E.6","E.6.2"
2,2021,79,30,"E.6","E.6.2"
3,2013,59,45,"E.6","E.6.2"
4,2006,61,15,"E.6","E.6.2"
5,2002,58,10,"E.6","E.6.2"
6,2017,55,21,"E.6","E.6.2"
7,2010,99,26,"E.6","E.6.2"
8,2011,0,0,"E.6","E.6.2"
9,2008,0,0,"E.6","E.6.2"
10,2012,NA,NA,"E.6","E.6.2"
11,2003,NA,NA,"E.6","E.6.2"
12,2021,NA,NA,"E.6","E.6.2"
13,2012,NA,NA,"E.6","E.6.2"
14,2006,NA,NA,"E.6","E.6.2"
15,2008,NA,NA,"E.6","E.6.2"
16,2012,NA,NA,"E.6","E.6.2"
17,2021,NA,NA,"E.6","E.6.2"
18,2017,NA,NA,"E.6","E.6.2"
19,2007,NA,NA,"E.6","E.6.2"
20,2004,NA,NA,"E.6","E.6.2"
21,2013,NA,NA,"E.6","E.6.2"
22,2007,NA,NA,"E.6","E.6.2"
23,2008,NA,NA,"E.6","E.6.2"
24,2009,NA,NA,"E.6","E.6.2"
25,2008,NA,NA,"E.6","E.6.2"
26,2015,NA,NA,"E.6","E.6.2"
27,2005,NA,NA,"E.6","E.6.2"
28,2020,NA,NA,"E.6","E.6.2"
29,2003,NA,NA,"E.6","E.6.2"
30,2009,NA,NA,"E.6","E.6.2"
31,2010,NA,NA,"E.6","E.6.2"
32,2005,NA,NA,"E.6","E.6.2"
33,2006,NA,NA,"E.6","E.6.2"
34,2019,NA,NA,"E.6","E.6.2"
35,2012,NA,NA,"E.6","E.6.2"
36,2021,NA,NA,"E.6","E.6.2"
37,2002,NA,NA,"E.6","E.6.2"
38,2009,NA,NA,"E.6","E.6.2"
39,2005,NA,NA,"E.6","E.6.2"
40,2004,NA,NA,"E.6","E.6.2"
1,2005,4,NA,"E.7","E.7.3"
2,2021,8,0,"E.7","E.7.3"
3,2013,0,0,"E.7","E.7.3"
4,2006,0,0,"E.7","E.7.3"
5,2002,NA,NA,"E.7","E.7.3"
6,2017,NA,NA,"E.7","E.7.3"
7,2010,NA,NA,"E.7","E.7.3"
8,2011,NA,NA,"E.7","E.7.3"
9,2008,NA,NA,"E.7","E.7.3"
10,2012,NA,NA,"E.7","E.7.3"
11,2003,NA,NA,"E.7","E.7.3"
12,2021,NA,NA,"E.7","E.7.3"
13,2012,NA,NA,"E.7","E.7.3"
14,2006,NA,NA,"E.7","E.7.3"
15,2008,NA,NA,"E.7","E.7.3"
16,2012,NA,NA,"E.7","E.7.3"
17,2021,NA,NA,"E.7","E.7.3"
18,2017,NA,NA,"E.7","E.7.3"
19,2007,NA,NA,"E.7","E.7.3"
20,2004,NA,NA,"E.7","E.7.3"
21,2013,NA,NA,"E.7","E.7.3"
22,2007,NA,NA,"E.7","E.7.3"
23,2008,NA,NA,"E.7","E.7.3"
24,2009,NA,NA,"E.7","E.7.3"
25,2008,NA,NA,"E.7","E.7.3"
26,2015,NA,NA,"E.7","E.7.3"
