"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2004,163,NA,"W.5","W.5.1"
2,2016,27,99,"W.5","W.5.1"
3,2002,137,109,"W.5","W.5.1"
4,2008,600,153,"W.5","W.5.1"
5,2004,154,30,"W.5","W.5.1"
6,2005,123,99,"W.5","W.5.1"
7,2010,172,225,"W.5","W.5.1"
8,2015,123,50,"W.5","W.5.1"
9,2008,299,215,"W.5","W.5.1"
10,2009,56,11,"W.5","W.5.1"
11,2007,175,36,"W.5","W.5.1"
12,2010,273,42,"W.5","W.5.1"
13,2011,0,0,"W.5","W.5.1"
14,2020,0,0,"W.5","W.5.1"
15,2003,NA,NA,"W.5","W.5.1"
16,2007,NA,NA,"W.5","W.5.1"
17,2004,NA,NA,"W.5","W.5.1"
18,2016,NA,NA,"W.5","W.5.1"
19,2021,NA,NA,"W.5","W.5.1"
20,2003,NA,NA,"W.5","W.5.1"
1,2004,7,NA,"W.1","W.1.2"
2,2016,16,10,"W.1","W.1.2"
3,2002,0,0,"W.1","W.1.2"
4,2008,0,0,"W.1","W.1.2"
5,2004,NA,NA,"W.1","W.1.2"
6,2005,NA,NA,"W.1","W.1.2"
7,2010,NA,NA,"W.1","W.1.2"
8,2015,NA,NA,"W.1","W.1.2"
9,2008,NA,NA,"W.1","W.1.2"
10,2009,NA,NA,"W.1","W.1.2"
11,2007,NA,NA,"W.1","W.1.2"
12,2010,NA,NA,"W.1","W.1.2"
13,2011,NA,NA,"W.1","W.1.2"
14,2020,NA,NA,"W.1","W.1.2"
15,2003,NA,NA,"W.1","W.1.2"
16,2007,NA,NA,"W.1","W.1.2"
17,2004,NA,NA,"W.1","W.1.2"
18,2016,NA,NA,"W.1","W.1.2"
19,2021,NA,NA,"W.1","W.1.2"
20,2003,NA,NA,"W.1","W.1.2"
1,2004,127,NA,"E.6","E.6.3"
2,2016,228,71,"E.6","E.6.3"
3,2002,41,42,"E.6","E.6.3"
4,2008,129,23,"E.6","E.6.3"
5,2004,95,50,"E.6","E.6.3"
6,2005,210,99,"E.6","E.6.3"
7,2010,34,101,"E.6","E.6.3"
8,2015,150,9,"E.6","E.6.3"
9,2008,208,167,"E.6","E.6.3"
10,2009,152,12,"E.6","E.6.3"
11,2007,229,78,"E.6","E.6.3"
12,2010,123,152,"E.6","E.6.3"
13,2011,244,8,"E.6","E.6.3"
14,2020,69,42,"E.6","E.6.3"
15,2003,123,47,"E.6","E.6.3"
16,2007,251,150,"E.6","E.6.3"
17,2004,57,111,"E.6","E.6.3"
18,2016,193,109,"E.6","E.6.3"
19,2021,171,76,"E.6","E.6.3"
20,2003,264,58,"E.6","E.6.3"
1,2004,223,NA,"E.2","E.2.4"
2,2016,0,0,"E.2","E.2.4"
3,2002,0,0,"E.2","E.2.4"
4,2008,NA,NA,"E.2","E.2.4"
5,2004,NA,NA,"E.2","E.2.4"
6,2005,NA,NA,"E.2","E.2.4"
7,2010,NA,NA,"E.2","E.2.4"
8,2015,NA,NA,"E.2","E.2.4"
9,2008,NA,NA,"E.2","E.2.4"
10,2009,NA,NA,"E.2","E.2.4"
11,2007,NA,NA,"E.2","E.2.4"
12,2010,NA,NA,"E.2","E.2.4"
13,2011,NA,NA,"E.2","E.2.4"
14,2020,NA,NA,"E.2","E.2.4"
15,2003,NA,NA,"E.2","E.2.4"
16,2007,NA,NA,"E.2","E.2.4"
17,2004,NA,NA,"E.2","E.2.4"
18,2016,NA,NA,"E.2","E.2.4"
19,2021,NA,NA,"E.2","E.2.4"
20,2003,NA,NA,"E.2","E.2.4"
1,2004,1,NA,"E.4","E.4.5"
2,2016,0,0,"E.4","E.4.5"
3,2002,0,0,"E.4","E.4.5"
4,2008,NA,NA,"E.4","E.4.5"
5,2004,NA,NA,"E.4","E.4.5"
6,2005,NA,NA,"E.4","E.4.5"
7,2010,NA,NA,"E.4","E.4.5"
8,2015,NA,NA,"E.4","E.4.5"
9,2008,NA,NA,"E.4","E.4.5"
10,2009,NA,NA,"E.4","E.4.5"
11,2007,NA,NA,"E.4","E.4.5"
12,2010,NA,NA,"E.4","E.4.5"
13,2011,NA,NA,"E.4","E.4.5"
14,2020,NA,NA,"E.4","E.4.5"
15,2003,NA,NA,"E.4","E.4.5"
16,2007,NA,NA,"E.4","E.4.5"
17,2004,NA,NA,"E.4","E.4.5"
18,2016,NA,NA,"E.4","E.4.5"
19,2021,NA,NA,"E.4","E.4.5"
20,2003,NA,NA,"E.4","E.4.5"
1,2004,223,NA,"W.3","W.3.6"
2,2016,162,66,"W.3","W.3.6"
3,2002,405,111,"W.3","W.3.6"
4,2008,385,71,"W.3","W.3.6"
5,2004,368,16,"W.3","W.3.6"
6,2005,185,27,"W.3","W.3.6"
7,2010,289,41,"W.3","W.3.6"
8,2015,168,252,"W.3","W.3.6"
9,2008,268,244,"W.3","W.3.6"
10,2009,262,14,"W.3","W.3.6"
11,2007,41,192,"W.3","W.3.6"
12,2010,237,38,"W.3","W.3.6"
13,2011,172,134,"W.3","W.3.6"
14,2020,182,92,"W.3","W.3.6"
15,2003,325,102,"W.3","W.3.6"
16,2007,266,127,"W.3","W.3.6"
17,2004,245,216,"W.3","W.3.6"
18,2016,343,182,"W.3","W.3.6"
19,2021,158,91,"W.3","W.3.6"
20,2003,373,120,"W.3","W.3.6"
1,2004,1,NA,"E.6","E.6.7"
2,2016,3,0,"E.6","E.6.7"
3,2002,0,0,"E.6","E.6.7"
4,2008,0,0,"E.6","E.6.7"
5,2004,NA,NA,"E.6","E.6.7"
6,2005,NA,NA,"E.6","E.6.7"
7,2010,NA,NA,"E.6","E.6.7"
8,2015,NA,NA,"E.6","E.6.7"
9,2008,NA,NA,"E.6","E.6.7"
10,2009,NA,NA,"E.6","E.6.7"
11,2007,NA,NA,"E.6","E.6.7"
12,2010,NA,NA,"E.6","E.6.7"
13,2011,NA,NA,"E.6","E.6.7"
14,2020,NA,NA,"E.6","E.6.7"
15,2003,NA,NA,"E.6","E.6.7"
16,2007,NA,NA,"E.6","E.6.7"
17,2004,NA,NA,"E.6","E.6.7"
18,2016,NA,NA,"E.6","E.6.7"
19,2021,NA,NA,"E.6","E.6.7"
20,2003,NA,NA,"E.6","E.6.7"
1,2004,1,NA,"E.3","E.3.8"
2,2016,4,1,"E.3","E.3.8"
3,2002,3,0,"E.3","E.3.8"
4,2008,0,0,"E.3","E.3.8"
5,2004,0,0,"E.3","E.3.8"
6,2005,NA,NA,"E.3","E.3.8"
7,2010,NA,NA,"E.3","E.3.8"
8,2015,NA,NA,"E.3","E.3.8"
9,2008,NA,NA,"E.3","E.3.8"
10,2009,NA,NA,"E.3","E.3.8"
11,2007,NA,NA,"E.3","E.3.8"
12,2010,NA,NA,"E.3","E.3.8"
13,2011,NA,NA,"E.3","E.3.8"
14,2020,NA,NA,"E.3","E.3.8"
15,2003,NA,NA,"E.3","E.3.8"
16,2007,NA,NA,"E.3","E.3.8"
17,2004,NA,NA,"E.3","E.3.8"
18,2016,NA,NA,"E.3","E.3.8"
19,2021,NA,NA,"E.3","E.3.8"
20,2003,NA,NA,"E.3","E.3.8"
1,2004,223,NA,"W.3","W.3.9"
2,2016,91,188,"W.3","W.3.9"
3,2002,167,83,"W.3","W.3.9"
4,2008,0,0,"W.3","W.3.9"
5,2004,0,0,"W.3","W.3.9"
6,2005,NA,NA,"W.3","W.3.9"
7,2010,NA,NA,"W.3","W.3.9"
8,2015,NA,NA,"W.3","W.3.9"
9,2008,NA,NA,"W.3","W.3.9"
10,2009,NA,NA,"W.3","W.3.9"
11,2007,NA,NA,"W.3","W.3.9"
12,2010,NA,NA,"W.3","W.3.9"
13,2011,NA,NA,"W.3","W.3.9"
14,2020,NA,NA,"W.3","W.3.9"
15,2003,NA,NA,"W.3","W.3.9"
16,2007,NA,NA,"W.3","W.3.9"
17,2004,NA,NA,"W.3","W.3.9"
18,2016,NA,NA,"W.3","W.3.9"
19,2021,NA,NA,"W.3","W.3.9"
20,2003,NA,NA,"W.3","W.3.9"
1,2004,19,NA,"W.1","W.1.10"
2,2016,11,12,"W.1","W.1.10"
3,2002,13,10,"W.1","W.1.10"
4,2008,0,0,"W.1","W.1.10"
5,2004,0,0,"W.1","W.1.10"
6,2005,NA,NA,"W.1","W.1.10"
7,2010,NA,NA,"W.1","W.1.10"
8,2015,NA,NA,"W.1","W.1.10"
9,2008,NA,NA,"W.1","W.1.10"
10,2009,NA,NA,"W.1","W.1.10"
11,2007,NA,NA,"W.1","W.1.10"
12,2010,NA,NA,"W.1","W.1.10"
13,2011,NA,NA,"W.1","W.1.10"
14,2020,NA,NA,"W.1","W.1.10"
15,2003,NA,NA,"W.1","W.1.10"
16,2007,NA,NA,"W.1","W.1.10"
17,2004,NA,NA,"W.1","W.1.10"
18,2016,NA,NA,"W.1","W.1.10"
19,2021,NA,NA,"W.1","W.1.10"
20,2003,NA,NA,"W.1","W.1.10"
1,2004,7,NA,"W.5","W.5.11"
2,2016,2,7,"W.5","W.5.11"
3,2002,0,0,"W.5","W.5.11"
4,2008,0,0,"W.5","W.5.11"
5,2004,NA,NA,"W.5","W.5.11"
6,2005,NA,NA,"W.5","W.5.11"
7,2010,NA,NA,"W.5","W.5.11"
8,2015,NA,NA,"W.5","W.5.11"
9,2008,NA,NA,"W.5","W.5.11"
10,2009,NA,NA,"W.5","W.5.11"
11,2007,NA,NA,"W.5","W.5.11"
12,2010,NA,NA,"W.5","W.5.11"
13,2011,NA,NA,"W.5","W.5.11"
14,2020,NA,NA,"W.5","W.5.11"
15,2003,NA,NA,"W.5","W.5.11"
16,2007,NA,NA,"W.5","W.5.11"
17,2004,NA,NA,"W.5","W.5.11"
18,2016,NA,NA,"W.5","W.5.11"
19,2021,NA,NA,"W.5","W.5.11"
20,2003,NA,NA,"W.5","W.5.11"
1,2004,7,NA,"E.5","E.5.12"
2,2016,3,8,"E.5","E.5.12"
3,2002,0,0,"E.5","E.5.12"
4,2008,0,0,"E.5","E.5.12"
5,2004,NA,NA,"E.5","E.5.12"
6,2005,NA,NA,"E.5","E.5.12"
7,2010,NA,NA,"E.5","E.5.12"
8,2015,NA,NA,"E.5","E.5.12"
9,2008,NA,NA,"E.5","E.5.12"
10,2009,NA,NA,"E.5","E.5.12"
11,2007,NA,NA,"E.5","E.5.12"
12,2010,NA,NA,"E.5","E.5.12"
13,2011,NA,NA,"E.5","E.5.12"
14,2020,NA,NA,"E.5","E.5.12"
15,2003,NA,NA,"E.5","E.5.12"
16,2007,NA,NA,"E.5","E.5.12"
17,2004,NA,NA,"E.5","E.5.12"
18,2016,NA,NA,"E.5","E.5.12"
19,2021,NA,NA,"E.5","E.5.12"
20,2003,NA,NA,"E.5","E.5.12"
1,2004,55,NA,"E.2","E.2.13"
2,2016,77,33,"E.2","E.2.13"
3,2002,78,66,"E.2","E.2.13"
4,2008,86,4,"E.2","E.2.13"
5,2004,0,0,"E.2","E.2.13"
6,2005,0,0,"E.2","E.2.13"
7,2010,NA,NA,"E.2","E.2.13"
8,2015,NA,NA,"E.2","E.2.13"
9,2008,NA,NA,"E.2","E.2.13"
10,2009,NA,NA,"E.2","E.2.13"
11,2007,NA,NA,"E.2","E.2.13"
12,2010,NA,NA,"E.2","E.2.13"
13,2011,NA,NA,"E.2","E.2.13"
14,2020,NA,NA,"E.2","E.2.13"
15,2003,NA,NA,"E.2","E.2.13"
16,2007,NA,NA,"E.2","E.2.13"
17,2004,NA,NA,"E.2","E.2.13"
18,2016,NA,NA,"E.2","E.2.13"
19,2021,NA,NA,"E.2","E.2.13"
