"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2015,20,NA,"W.1","W.1.1"
2,2019,13,17,"W.1","W.1.1"
3,2003,32,0,"W.1","W.1.1"
4,2015,16,6,"W.1","W.1.1"
5,2008,33,28,"W.1","W.1.1"
6,2002,16,0,"W.1","W.1.1"
7,2008,14,0,"W.1","W.1.1"
8,2015,19,0,"W.1","W.1.1"
9,2002,18,42,"W.1","W.1.1"
10,2006,34,0,"W.1","W.1.1"
11,2016,23,5,"W.1","W.1.1"
12,2008,9,1,"W.1","W.1.1"
13,2017,12,0,"W.1","W.1.1"
14,2009,29,5,"W.1","W.1.1"
15,2014,10,5,"W.1","W.1.1"
16,2015,15,4,"W.1","W.1.1"
17,2020,5,11,"W.1","W.1.1"
18,2016,11,0,"W.1","W.1.1"
19,2021,12,0,"W.1","W.1.1"
20,2008,34,0,"W.1","W.1.1"
21,2002,37,0,"W.1","W.1.1"
22,2004,13,8,"W.1","W.1.1"
23,2002,0,0,"W.1","W.1.1"
24,2003,0,0,"W.1","W.1.1"
25,2015,NA,NA,"W.1","W.1.1"
26,2016,NA,NA,"W.1","W.1.1"
27,2021,NA,NA,"W.1","W.1.1"
28,2015,NA,NA,"W.1","W.1.1"
29,2010,NA,NA,"W.1","W.1.1"
30,2005,NA,NA,"W.1","W.1.1"
31,2005,NA,NA,"W.1","W.1.1"
32,2016,NA,NA,"W.1","W.1.1"
33,2018,NA,NA,"W.1","W.1.1"
34,2008,NA,NA,"W.1","W.1.1"
35,2011,NA,NA,"W.1","W.1.1"
36,2017,NA,NA,"W.1","W.1.1"
37,2011,NA,NA,"W.1","W.1.1"
38,2015,NA,NA,"W.1","W.1.1"
39,2020,NA,NA,"W.1","W.1.1"
40,2020,NA,NA,"W.1","W.1.1"
1,2015,1,NA,"E.6","E.6.2"
2,2019,1,0,"E.6","E.6.2"
3,2003,5,0,"E.6","E.6.2"
4,2015,1,0,"E.6","E.6.2"
5,2008,3,0,"E.6","E.6.2"
6,2002,1,0,"E.6","E.6.2"
7,2008,1,0,"E.6","E.6.2"
8,2015,2,0,"E.6","E.6.2"
9,2002,2,0,"E.6","E.6.2"
10,2006,1,0,"E.6","E.6.2"
11,2016,1,0,"E.6","E.6.2"
12,2008,2,0,"E.6","E.6.2"
13,2017,0,0,"E.6","E.6.2"
14,2009,0,0,"E.6","E.6.2"
15,2014,NA,NA,"E.6","E.6.2"
16,2015,NA,NA,"E.6","E.6.2"
17,2020,NA,NA,"E.6","E.6.2"
18,2016,NA,NA,"E.6","E.6.2"
19,2021,NA,NA,"E.6","E.6.2"
20,2008,NA,NA,"E.6","E.6.2"
21,2002,NA,NA,"E.6","E.6.2"
22,2004,NA,NA,"E.6","E.6.2"
23,2002,NA,NA,"E.6","E.6.2"
24,2003,NA,NA,"E.6","E.6.2"
25,2015,NA,NA,"E.6","E.6.2"
26,2016,NA,NA,"E.6","E.6.2"
27,2021,NA,NA,"E.6","E.6.2"
28,2015,NA,NA,"E.6","E.6.2"
29,2010,NA,NA,"E.6","E.6.2"
30,2005,NA,NA,"E.6","E.6.2"
31,2005,NA,NA,"E.6","E.6.2"
32,2016,NA,NA,"E.6","E.6.2"
33,2018,NA,NA,"E.6","E.6.2"
34,2008,NA,NA,"E.6","E.6.2"
35,2011,NA,NA,"E.6","E.6.2"
36,2017,NA,NA,"E.6","E.6.2"
37,2011,NA,NA,"E.6","E.6.2"
38,2015,NA,NA,"E.6","E.6.2"
39,2020,NA,NA,"E.6","E.6.2"
40,2020,NA,NA,"E.6","E.6.2"
1,2015,20,NA,"E.7","E.7.3"
2,2019,6,0,"E.7","E.7.3"
3,2003,25,0,"E.7","E.7.3"
4,2015,17,0,"E.7","E.7.3"
5,2008,45,0,"E.7","E.7.3"
6,2002,7,0,"E.7","E.7.3"
