"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2005,26,NA,"W.5","W.5.1"
2,2009,21,0,"W.5","W.5.1"
3,2009,22,9,"W.5","W.5.1"
4,2019,31,3,"W.5","W.5.1"
5,2006,21,1,"W.5","W.5.1"
6,2010,38,8,"W.5","W.5.1"
7,2015,41,0,"W.5","W.5.1"
8,2020,26,19,"W.5","W.5.1"
9,2006,22,11,"W.5","W.5.1"
10,2005,28,0,"W.5","W.5.1"
11,2003,36,0,"W.5","W.5.1"
12,2014,23,18,"W.5","W.5.1"
13,2012,23,7,"W.5","W.5.1"
14,2010,37,4,"W.5","W.5.1"
15,2002,22,0,"W.5","W.5.1"
16,2013,20,0,"W.5","W.5.1"
17,2005,32,2,"W.5","W.5.1"
18,2003,32,19,"W.5","W.5.1"
19,2021,27,15,"W.5","W.5.1"
20,2002,23,14,"W.5","W.5.1"
21,2021,30,0,"W.5","W.5.1"
22,2015,36,16,"W.5","W.5.1"
23,2013,0,0,"W.5","W.5.1"
24,2009,0,0,"W.5","W.5.1"
25,2019,NA,NA,"W.5","W.5.1"
26,2008,NA,NA,"W.5","W.5.1"
27,2016,NA,NA,"W.5","W.5.1"
28,2002,NA,NA,"W.5","W.5.1"
29,2016,NA,NA,"W.5","W.5.1"
30,2012,NA,NA,"W.5","W.5.1"
31,2013,NA,NA,"W.5","W.5.1"
32,2015,NA,NA,"W.5","W.5.1"
33,2004,NA,NA,"W.5","W.5.1"
34,2011,NA,NA,"W.5","W.5.1"
35,2017,NA,NA,"W.5","W.5.1"
36,2009,NA,NA,"W.5","W.5.1"
37,2012,NA,NA,"W.5","W.5.1"
38,2018,NA,NA,"W.5","W.5.1"
39,2004,NA,NA,"W.5","W.5.1"
40,2010,NA,NA,"W.5","W.5.1"
41,2009,NA,NA,"W.5","W.5.1"
42,2005,NA,NA,"W.5","W.5.1"
43,2002,NA,NA,"W.5","W.5.1"
44,2020,NA,NA,"W.5","W.5.1"
45,2002,NA,NA,"W.5","W.5.1"
46,2008,NA,NA,"W.5","W.5.1"
47,2006,NA,NA,"W.5","W.5.1"
