"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2007,139,NA,"E.7","E.7.1"
2,2008,45,178,"E.7","E.7.1"
3,2008,76,10,"E.7","E.7.1"
4,2008,168,18,"E.7","E.7.1"
5,2016,96,90,"E.7","E.7.1"
6,2002,171,61,"E.7","E.7.1"
7,2007,490,46,"E.7","E.7.1"
8,2004,138,44,"E.7","E.7.1"
9,2005,46,97,"E.7","E.7.1"
10,2013,0,0,"E.7","E.7.1"
11,2005,0,0,"E.7","E.7.1"
12,2021,NA,NA,"E.7","E.7.1"
13,2021,NA,NA,"E.7","E.7.1"
14,2010,NA,NA,"E.7","E.7.1"
15,2013,NA,NA,"E.7","E.7.1"
16,2006,NA,NA,"E.7","E.7.1"
17,2021,NA,NA,"E.7","E.7.1"
18,2008,NA,NA,"E.7","E.7.1"
19,2020,NA,NA,"E.7","E.7.1"
20,2011,NA,NA,"E.7","E.7.1"
1,2007,139,NA,"W.1","W.1.2"
2,2008,308,50,"W.1","W.1.2"
3,2008,177,62,"W.1","W.1.2"
4,2008,133,50,"W.1","W.1.2"
5,2016,284,20,"W.1","W.1.2"
6,2002,0,0,"W.1","W.1.2"
7,2007,0,0,"W.1","W.1.2"
8,2004,NA,NA,"W.1","W.1.2"
9,2005,NA,NA,"W.1","W.1.2"
10,2013,NA,NA,"W.1","W.1.2"
11,2005,NA,NA,"W.1","W.1.2"
12,2021,NA,NA,"W.1","W.1.2"
13,2021,NA,NA,"W.1","W.1.2"
14,2010,NA,NA,"W.1","W.1.2"
15,2013,NA,NA,"W.1","W.1.2"
16,2006,NA,NA,"W.1","W.1.2"
17,2021,NA,NA,"W.1","W.1.2"
18,2008,NA,NA,"W.1","W.1.2"
19,2020,NA,NA,"W.1","W.1.2"
20,2011,NA,NA,"W.1","W.1.2"
1,2007,43,NA,"E.7","E.7.3"
2,2008,82,9,"E.7","E.7.3"
3,2008,0,0,"E.7","E.7.3"
4,2008,0,0,"E.7","E.7.3"
5,2016,NA,NA,"E.7","E.7.3"
6,2002,NA,NA,"E.7","E.7.3"
7,2007,NA,NA,"E.7","E.7.3"
8,2004,NA,NA,"E.7","E.7.3"
9,2005,NA,NA,"E.7","E.7.3"
10,2013,NA,NA,"E.7","E.7.3"
11,2005,NA,NA,"E.7","E.7.3"
12,2021,NA,NA,"E.7","E.7.3"
13,2021,NA,NA,"E.7","E.7.3"
14,2010,NA,NA,"E.7","E.7.3"
15,2013,NA,NA,"E.7","E.7.3"
16,2006,NA,NA,"E.7","E.7.3"
17,2021,NA,NA,"E.7","E.7.3"
18,2008,NA,NA,"E.7","E.7.3"
19,2020,NA,NA,"E.7","E.7.3"
20,2011,NA,NA,"E.7","E.7.3"
1,2007,1,NA,"W.4","W.4.4"
2,2008,5,0,"W.4","W.4.4"
3,2008,0,0,"W.4","W.4.4"
4,2008,0,0,"W.4","W.4.4"
5,2016,NA,NA,"W.4","W.4.4"
6,2002,NA,NA,"W.4","W.4.4"
7,2007,NA,NA,"W.4","W.4.4"
8,2004,NA,NA,"W.4","W.4.4"
9,2005,NA,NA,"W.4","W.4.4"
10,2013,NA,NA,"W.4","W.4.4"
11,2005,NA,NA,"W.4","W.4.4"
12,2021,NA,NA,"W.4","W.4.4"
13,2021,NA,NA,"W.4","W.4.4"
