"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","InflYesNo","Tot_fall_ppt","Tot_winter_ppt","Tot_summer_ppt","Mean_fall_temp","Mean_winter_temp","Mean_summer_temp"
1,2017,23,NA,"W.5","W.5.1",1,1,0,0,NA,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078
2,2014,20,26,"W.5","W.5.1",1,1,1,1,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
3,2012,15,3,"W.5","W.5.1",1,1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082
4,2008,28,9,"W.5","W.5.1",1,1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
5,2014,22,0,"W.5","W.5.1",1,1,1,1,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
6,2015,28,0,"W.5","W.5.1",1,1,1,1,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
7,2010,34,15,"W.5","W.5.1",1,1,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
8,2015,31,0,"W.5","W.5.1",1,1,1,1,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
9,2011,17,28,"W.5","W.5.1",1,1,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
10,2019,29,0,"W.5","W.5.1",1,1,1,1,0,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
11,2014,NA,NA,"W.5","W.5.1",1,NA,0,0,NA,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
12,2012,16,7,"W.5","W.5.1",1,1,2,2,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082
13,2015,NA,NA,"W.5","W.5.1",1,NA,0,0,NA,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
14,2011,20,30,"W.5","W.5.1",1,1,2,2,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
15,2016,NA,NA,"W.5","W.5.1",1,NA,0,0,NA,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063
16,2008,27,17,"W.5","W.5.1",1,1,2,2,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
17,2006,NA,NA,"W.5","W.5.1",1,NA,0,0,NA,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068
18,2004,NA,NA,"W.5","W.5.1",1,0,0,2,NA,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034
1,2017,8,NA,"E.6","E.6.2",1,1,0,0,NA,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078
2,2014,9,13,"E.6","E.6.2",1,1,1,1,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
3,2012,7,0,"E.6","E.6.2",1,1,1,1,0,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082
4,2008,12,4,"E.6","E.6.2",1,1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
5,2014,9,0,"E.6","E.6.2",1,1,1,1,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
6,2015,13,1,"E.6","E.6.2",1,1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
7,2010,16,17,"E.6","E.6.2",1,1,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
8,2015,14,4,"E.6","E.6.2",1,1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
9,2011,7,21,"E.6","E.6.2",1,1,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
10,2019,10,0,"E.6","E.6.2",1,1,1,1,0,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
11,2014,NA,NA,"E.6","E.6.2",1,NA,0,0,NA,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
12,2012,7,2,"E.6","E.6.2",1,1,2,2,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082
13,2015,NA,NA,"E.6","E.6.2",1,NA,0,0,NA,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
14,2011,4,9,"E.6","E.6.2",1,1,2,2,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
15,2016,NA,NA,"E.6","E.6.2",1,NA,0,0,NA,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063
16,2008,13,0,"E.6","E.6.2",1,1,2,2,0,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
17,2006,NA,NA,"E.6","E.6.2",1,NA,0,0,NA,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068
18,2004,10,4,"E.6","E.6.2",1,1,2,2,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034
19,2016,NA,NA,"E.6","E.6.2",1,NA,0,0,NA,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063
20,2003,12,8,"E.6","E.6.2",1,1,2,2,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117
21,2006,NA,NA,"E.6","E.6.2",1,NA,0,0,NA,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068
22,2006,12,0,"E.6","E.6.2",1,1,2,2,0,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068
23,2017,NA,NA,"E.6","E.6.2",1,NA,0,0,NA,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078
24,2005,12,3,"E.6","E.6.2",1,1,2,2,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036
25,2019,NA,NA,"E.6","E.6.2",1,NA,0,0,NA,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
26,2020,10,0,"E.6","E.6.2",1,1,2,2,0,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
27,2016,NA,NA,"E.6","E.6.2",1,NA,0,0,NA,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063
28,2010,19,0,"E.6","E.6.2",1,1,2,2,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
29,2003,NA,NA,"E.6","E.6.2",1,NA,0,0,NA,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117
30,2014,9,4,"E.6","E.6.2",1,1,2,2,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
31,2014,NA,NA,"E.6","E.6.2",1,NA,0,0,NA,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
32,2020,NA,NA,"E.6","E.6.2",1,0,0,2,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
1,2017,14,NA,"W.3","W.3.3",1,1,0,0,NA,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078
2,2014,17,7,"W.3","W.3.3",1,1,1,1,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
3,2012,13,3,"W.3","W.3.3",1,1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082
4,2008,17,3,"W.3","W.3.3",1,1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
5,2014,12,0,"W.3","W.3.3",1,1,1,1,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
6,2015,23,0,"W.3","W.3.3",1,1,1,1,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
7,2010,22,13,"W.3","W.3.3",1,1,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
8,2015,24,8,"W.3","W.3.3",1,1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
9,2011,11,6,"W.3","W.3.3",1,1,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
10,2019,19,0,"W.3","W.3.3",1,1,1,1,0,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
11,2014,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
12,2012,13,0,"W.3","W.3.3",1,1,2,2,0,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082
13,2015,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
14,2011,12,0,"W.3","W.3.3",1,1,2,2,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
15,2016,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063
16,2008,17,0,"W.3","W.3.3",1,1,2,2,0,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
17,2006,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068
18,2004,14,14,"W.3","W.3.3",1,1,2,2,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034
19,2016,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063
20,2003,19,0,"W.3","W.3.3",1,1,2,2,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117
21,2006,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068
22,2006,16,0,"W.3","W.3.3",1,1,2,2,0,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068
23,2017,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078
24,2005,19,13,"W.3","W.3.3",1,1,2,2,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036
25,2019,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
26,2020,16,0,"W.3","W.3.3",1,1,2,2,0,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
27,2016,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063
28,2010,21,8,"W.3","W.3.3",1,1,2,2,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
29,2003,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117
30,2014,16,0,"W.3","W.3.3",1,1,2,2,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
31,2014,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
32,2020,14,1,"W.3","W.3.3",1,1,2,2,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
33,2014,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
34,2009,17,0,"W.3","W.3.3",1,1,2,2,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044
35,2012,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082
36,2010,22,3,"W.3","W.3.3",1,1,2,2,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
37,2017,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078
38,2002,12,23,"W.3","W.3.3",1,1,2,2,1,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088
39,2011,NA,NA,"W.3","W.3.3",1,NA,0,0,NA,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
40,2015,21,0,"W.3","W.3.3",1,1,2,2,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
1,2017,11,NA,"E.5","E.5.4",1,1,0,0,NA,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078
2,2014,11,0,"E.5","E.5.4",1,1,1,1,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
3,2012,11,2,"E.5","E.5.4",1,1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082
4,2008,15,6,"E.5","E.5.4",1,1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
5,2014,11,0,"E.5","E.5.4",1,1,1,1,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
6,2015,19,1,"E.5","E.5.4",1,1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
7,2010,21,0,"E.5","E.5.4",1,1,1,1,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
8,2015,22,1,"E.5","E.5.4",1,1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
9,2011,NA,NA,"E.5","E.5.4",1,0,0,1,NA,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
1,2017,11,NA,"E.4","E.4.5",1,1,0,0,NA,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078
2,2014,12,17,"E.4","E.4.5",1,1,1,1,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
3,2012,10,7,"E.4","E.4.5",1,1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082
4,2008,15,4,"E.4","E.4.5",1,1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
5,2014,9,0,"E.4","E.4.5",1,1,1,1,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
6,2015,19,4,"E.4","E.4.5",1,1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
7,2010,20,4,"E.4","E.4.5",1,1,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
8,2015,22,3,"E.4","E.4.5",1,1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
9,2011,NA,NA,"E.4","E.4.5",1,0,0,1,NA,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
1,2017,8,NA,"W.4","W.4.6",1,1,0,0,NA,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078
2,2014,7,4,"W.4","W.4.6",1,1,1,1,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
3,2012,9,0,"W.4","W.4.6",1,1,1,1,0,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082
4,2008,12,0,"W.4","W.4.6",1,1,1,1,0,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
5,2014,6,0,"W.4","W.4.6",1,1,1,1,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
6,2015,16,0,"W.4","W.4.6",1,1,1,1,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
