"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2004,14,NA,"E.4","E.4.1"
2,2003,11,10,"E.4","E.4.1"
3,2009,4,9,"E.4","E.4.1"
4,2007,4,0,"E.4","E.4.1"
5,2020,5,0,"E.4","E.4.1"
6,2018,6,0,"E.4","E.4.1"
7,2021,7,2,"E.4","E.4.1"
8,2010,29,0,"E.4","E.4.1"
9,2008,26,19,"E.4","E.4.1"
10,2011,22,2,"E.4","E.4.1"
11,2017,15,1,"E.4","E.4.1"
12,2008,22,5,"E.4","E.4.1"
13,2020,13,0,"E.4","E.4.1"
14,2009,8,0,"E.4","E.4.1"
15,2013,11,0,"E.4","E.4.1"
16,2006,7,0,"E.4","E.4.1"
17,2010,16,0,"E.4","E.4.1"
18,2012,20,0,"E.4","E.4.1"
19,2008,16,6,"E.4","E.4.1"
20,2008,14,0,"E.4","E.4.1"
1,2004,17,NA,"E.4","E.4.2"
2,2003,25,5,"E.4","E.4.2"
3,2009,11,32,"E.4","E.4.2"
4,2007,6,0,"E.4","E.4.2"
5,2020,15,0,"E.4","E.4.2"
6,2018,17,0,"E.4","E.4.2"
7,2021,25,1,"E.4","E.4.2"
8,2010,37,15,"E.4","E.4.2"
9,2008,39,0,"E.4","E.4.2"
10,2011,22,2,"E.4","E.4.2"
11,2017,11,0,"E.4","E.4.2"
12,2008,21,6,"E.4","E.4.2"
13,2020,58,0,"E.4","E.4.2"
14,2009,70,15,"E.4","E.4.2"
15,2013,26,45,"E.4","E.4.2"
16,2006,15,0,"E.4","E.4.2"
17,2010,22,0,"E.4","E.4.2"
18,2012,14,11,"E.4","E.4.2"
19,2008,12,2,"E.4","E.4.2"
20,2008,0,0,"E.4","E.4.2"
1,2004,14,NA,"W.2","W.2.3"
2,2003,14,8,"W.2","W.2.3"
3,2009,14,0,"W.2","W.2.3"
4,2007,11,2,"W.2","W.2.3"
5,2020,15,8,"W.2","W.2.3"
6,2018,18,2,"W.2","W.2.3"
7,2021,18,8,"W.2","W.2.3"
8,2010,20,0,"W.2","W.2.3"
9,2008,9,5,"W.2","W.2.3"
10,2011,13,1,"W.2","W.2.3"
11,2017,6,6,"W.2","W.2.3"
12,2008,10,0,"W.2","W.2.3"
13,2020,11,0,"W.2","W.2.3"
14,2009,7,2,"W.2","W.2.3"
15,2013,11,0,"W.2","W.2.3"
16,2006,22,0,"W.2","W.2.3"
17,2010,27,10,"W.2","W.2.3"
18,2012,38,0,"W.2","W.2.3"
19,2008,40,0,"W.2","W.2.3"
20,2008,3,11,"W.2","W.2.3"
1,2004,56,NA,"W.2","W.2.4"
2,2003,74,15,"W.2","W.2.4"
3,2009,35,4,"W.2","W.2.4"
4,2007,41,29,"W.2","W.2.4"
5,2020,31,46,"W.2","W.2.4"
6,2018,39,17,"W.2","W.2.4"
7,2021,33,32,"W.2","W.2.4"
8,2010,26,6,"W.2","W.2.4"
9,2008,45,2,"W.2","W.2.4"
10,2011,14,9,"W.2","W.2.4"
11,2017,16,2,"W.2","W.2.4"
12,2008,24,16,"W.2","W.2.4"
13,2020,12,0,"W.2","W.2.4"
14,2009,6,1,"W.2","W.2.4"
15,2013,12,0,"W.2","W.2.4"
16,2006,34,1,"W.2","W.2.4"
17,2010,29,1,"W.2","W.2.4"
18,2012,29,0,"W.2","W.2.4"
19,2008,29,10,"W.2","W.2.4"
20,2008,17,0,"W.2","W.2.4"
1,2004,3,NA,"E.1","E.1.5"
2,2003,5,0,"E.1","E.1.5"
3,2009,12,0,"E.1","E.1.5"
4,2007,8,0,"E.1","E.1.5"
5,2020,16,0,"E.1","E.1.5"
6,2018,13,0,"E.1","E.1.5"
7,2021,14,4,"E.1","E.1.5"
8,2010,34,0,"E.1","E.1.5"
9,2008,31,0,"E.1","E.1.5"
10,2011,14,0,"E.1","E.1.5"
11,2017,3,0,"E.1","E.1.5"
12,2008,4,0,"E.1","E.1.5"
13,2020,3,0,"E.1","E.1.5"
14,2009,5,0,"E.1","E.1.5"
15,2013,0,0,"E.1","E.1.5"
16,2006,0,0,"E.1","E.1.5"
17,2010,NA,NA,"E.1","E.1.5"
18,2012,NA,NA,"E.1","E.1.5"
19,2008,NA,NA,"E.1","E.1.5"
20,2008,NA,NA,"E.1","E.1.5"
1,2004,56,NA,"E.7","E.7.6"
2,2003,30,33,"E.7","E.7.6"
3,2009,14,18,"E.7","E.7.6"
4,2007,11,12,"E.7","E.7.6"
5,2020,9,0,"E.7","E.7.6"
6,2018,2,8,"E.7","E.7.6"
7,2021,2,1,"E.7","E.7.6"
8,2010,3,0,"E.7","E.7.6"
9,2008,3,0,"E.7","E.7.6"
10,2011,0,0,"E.7","E.7.6"
11,2017,0,0,"E.7","E.7.6"
12,2008,NA,NA,"E.7","E.7.6"
13,2020,NA,NA,"E.7","E.7.6"
14,2009,NA,NA,"E.7","E.7.6"
15,2013,NA,NA,"E.7","E.7.6"
16,2006,NA,NA,"E.7","E.7.6"
17,2010,NA,NA,"E.7","E.7.6"
18,2012,NA,NA,"E.7","E.7.6"
19,2008,NA,NA,"E.7","E.7.6"
20,2008,NA,NA,"E.7","E.7.6"
1,2004,44,NA,"W.5","W.5.7"
2,2003,60,34,"W.5","W.5.7"
3,2009,79,36,"W.5","W.5.7"
4,2007,77,82,"W.5","W.5.7"
5,2020,138,18,"W.5","W.5.7"
6,2018,42,19,"W.5","W.5.7"
7,2021,40,21,"W.5","W.5.7"
8,2010,62,13,"W.5","W.5.7"
9,2008,22,18,"W.5","W.5.7"
10,2011,20,0,"W.5","W.5.7"
11,2017,6,0,"W.5","W.5.7"
12,2008,15,11,"W.5","W.5.7"
13,2020,20,0,"W.5","W.5.7"
14,2009,7,31,"W.5","W.5.7"
15,2013,7,4,"W.5","W.5.7"
16,2006,5,0,"W.5","W.5.7"
17,2010,9,0,"W.5","W.5.7"
18,2012,3,0,"W.5","W.5.7"
19,2008,5,0,"W.5","W.5.7"
20,2008,0,0,"W.5","W.5.7"
1,2004,8,NA,"W.2","W.2.8"
2,2003,16,0,"W.2","W.2.8"
3,2009,36,23,"W.2","W.2.8"
4,2007,60,12,"W.2","W.2.8"
5,2020,71,17,"W.2","W.2.8"
6,2018,0,0,"W.2","W.2.8"
7,2021,0,0,"W.2","W.2.8"
8,2010,NA,NA,"W.2","W.2.8"
9,2008,NA,NA,"W.2","W.2.8"
10,2011,NA,NA,"W.2","W.2.8"
11,2017,NA,NA,"W.2","W.2.8"
12,2008,NA,NA,"W.2","W.2.8"
13,2020,NA,NA,"W.2","W.2.8"
14,2009,NA,NA,"W.2","W.2.8"
15,2013,NA,NA,"W.2","W.2.8"
16,2006,NA,NA,"W.2","W.2.8"
17,2010,NA,NA,"W.2","W.2.8"
18,2012,NA,NA,"W.2","W.2.8"
19,2008,NA,NA,"W.2","W.2.8"
20,2008,NA,NA,"W.2","W.2.8"
1,2004,14,NA,"W.4","W.4.9"
2,2003,33,5,"W.4","W.4.9"
3,2009,34,22,"W.4","W.4.9"
4,2007,50,0,"W.4","W.4.9"
5,2020,53,30,"W.4","W.4.9"
6,2018,9,14,"W.4","W.4.9"
7,2021,5,17,"W.4","W.4.9"
8,2010,12,0,"W.4","W.4.9"
9,2008,0,0,"W.4","W.4.9"
10,2011,0,0,"W.4","W.4.9"
11,2017,NA,NA,"W.4","W.4.9"
12,2008,NA,NA,"W.4","W.4.9"
13,2020,NA,NA,"W.4","W.4.9"
14,2009,NA,NA,"W.4","W.4.9"
15,2013,NA,NA,"W.4","W.4.9"
16,2006,NA,NA,"W.4","W.4.9"
17,2010,NA,NA,"W.4","W.4.9"
18,2012,NA,NA,"W.4","W.4.9"
19,2008,NA,NA,"W.4","W.4.9"
20,2008,NA,NA,"W.4","W.4.9"
1,2004,11,NA,"E.5","E.5.10"
2,2003,31,0,"E.5","E.5.10"
3,2009,21,1,"E.5","E.5.10"
4,2007,27,2,"E.5","E.5.10"
5,2020,17,10,"E.5","E.5.10"
6,2018,21,16,"E.5","E.5.10"
7,2021,21,0,"E.5","E.5.10"
8,2010,22,0,"E.5","E.5.10"
9,2008,30,0,"E.5","E.5.10"
10,2011,33,0,"E.5","E.5.10"
11,2017,7,4,"E.5","E.5.10"
12,2008,6,3,"E.5","E.5.10"
13,2020,20,0,"E.5","E.5.10"
14,2009,31,0,"E.5","E.5.10"
15,2013,22,17,"E.5","E.5.10"
16,2006,15,0,"E.5","E.5.10"
