"DATASET","REP","CLIM_YR","PLT_SZ","SurvRate_JAGS","SurvRate_GLMM","SurvRate_True","GrwthRate_JAGS","GrwthRate_GLMM","GrwthRate_True"
"SimDat50yr",1,2002,1,0.85889336263791,0.862490718888391,0.722243789442332,1.96393075251833,4.8626496727055,1.85265178871068
"SimDat50yr",1,2002,2.58689776396124,0.90569584575272,0.902170232558706,0.813620645764073,4.10195300954053,8.01149074602761,3.77439019935036
"SimDat50yr",1,2002,5.43509194201455,0.932036732252597,0.925714351600661,0.867427041225206,7.29191004019231,11.8328770913088,6.58040149832022
"SimDat50yr",1,2002,8.37819600856587,0.944067386817755,0.936917052154386,0.892284518332053,10.1971700106708,14.8532164335508,9.09846504999341
"SimDat50yr",1,2002,11.394562374498,0.95136694119652,0.943898003670743,0.907367758748883,12.9409433143384,17.4572252033928,11.4539831378936
"SimDat50yr",1,2002,14.3928317919052,0.956298154243894,0.948708497504981,0.917529314954642,15.5088255661273,19.7364020634275,13.6430783797735
"SimDat50yr",1,2002,17.4168456893173,0.959966612784011,0.952343849181339,0.925061710580294,17.978730554032,21.8160703365897,15.7370447540314
"SimDat50yr",1,2002,20.4492023787929,0.962823694521225,0.955212498507834,0.930905753655456,20.3598788835428,23.7353037486302,17.7465355750041
"SimDat50yr",1,2002,23.4679857009673,0.965117571467796,0.957541571917339,0.935580003940674,22.6523908677931,25.5157602920931,19.6737058447804
"SimDat50yr",1,2002,26.4680666305487,0.967009539400115,0.959481325502715,0.939421177270463,24.8656616932817,27.1803150883061,21.5280012349379
"SimDat50yr",1,2002,29.4813766244729,0.968620680058069,0.961147453843097,0.942680721203849,27.0324458686118,28.7642320049655,23.3379430929316
"SimDat50yr",1,2002,32.4669190254479,0.969997385513068,0.962582201992584,0.945456644677376,29.1305485886584,30.2593848560378,25.0858388512786
"SimDat50yr",1,2002,35.4521633345378,0.971201622843718,0.963846023179382,0.947877084337539,31.1853989614553,31.6904286983179,26.793576658087
"SimDat50yr",1,2002,38.3948724021863,0.972252660025621,0.964956117081996,0.949983224399555,33.1731432991849,33.0460937331232,28.4419238800301
"SimDat50yr",1,2002,41.41768651391,0.97321696681053,0.965980652367988,0.951909962867001,35.1795883105802,34.3882213710837,30.1023950413644
"SimDat50yr",1,2002,44.4207985104545,0.974078666481521,0.966901271548762,0.953626857723956,37.1405436137822,35.6762874714713,31.7221272942292
"SimDat50yr",1,2002,47.381327188688,0.974848975598646,0.967728484737726,0.955157580916853,39.0446691222515,36.9062156701805,33.292152237747
"SimDat50yr",1,2002,50.3660178676982,0.975557732048961,0.968493256311801,0.956562410324602,40.9374011161369,38.1097769636011,34.8502188189642
"SimDat50yr",1,2002,53.3730542950344,0.976212495190313,0.969202988461112,0.957857026791124,42.8189294497578,39.2885721531638,36.3966502244237
"SimDat50yr",1,2002,56.4401395039259,0.976827177332742,0.969872180979994,0.959069480755506,44.7136018002594,40.4588582296719,37.9515649848245
"SimDat50yr",1,2002,59.5477200143269,0.977402222522058,0.970500848344301,0.960201091809163,46.6097907008149,41.6141932225347,39.505495605716
"SimDat50yr",1,2002,62.5132346794858,0.977911586872942,0.97105989281352,0.961201222903658,48.3986149423747,42.6903069866965,40.9694812349568
"SimDat50yr",1,2002,65.4022525955798,0.978375012952328,0.971570348157788,0.962109272109842,50.1230083516858,43.7155958177009,42.3790048608317
"SimDat50yr",1,2002,68.363024324324,0.978819945853703,0.972062115528842,0.962979343365401,51.8725296244793,44.7442785339043,43.8073939393912
"SimDat50yr",1,2002,71.4628636164746,0.979256604842733,0.972546379425887,0.963831524920475,53.6860470423915,45.7988618649251,45.286314970743
"SimDat50yr",1,2002,74.5820454297392,0.97966893412492,0.973005189748925,0.964634623668012,55.4930900703474,46.8383264188444,46.7582771468118
"SimDat50yr",1,2002,77.5031984579935,0.980032876772897,0.973411420953791,0.965342150927802,57.1700340022765,47.7932402114475,48.1228145933518
"SimDat50yr",1,2002,80.3983200736663,0.980374328585233,0.973793647165487,0.96600479287802,58.8180503251233,48.7229299951188,49.4624956728348
"SimDat50yr",1,2002,83.2803153907084,0.98069684324219,0.974155671831271,0.966629626648665,60.4453767453566,49.6327499373112,50.7841131494085
"SimDat50yr",1,2002,86.1944809986906,0.981006786345635,0.974504515262082,0.96722911427493,62.0780280893325,50.5376523640047,52.1088470935862
"SimDat50yr",1,2002,89.2999312115543,0.981320650523112,0.974858719040578,0.967835174818621,63.8042320339114,51.4861094103026,53.50820995944
"SimDat50yr",1,2002,92.5321072650703,0.981630813072831,0.975209699786712,0.968433065856609,65.586588338689,52.4567864746096,54.9517513202064
"SimDat50yr",1,2002,95.563197366089,0.981907617740458,0.975523748916856,0.968965777668835,67.2453601181844,53.3525520007092,56.2940092108639
"SimDat50yr",1,2002,98.4998451822912,0.982163818516457,0.975815120210759,0.969458085788958,68.8411865401388,54.2076321076803,57.5842762458473
"SimDat50yr",1,2002,101.582785938045,0.982421030324537,0.976108328165552,0.96995159611242,70.5050316366208,55.0923873568281,58.9284623065085
"SimDat50yr",1,2002,104.609020660149,0.982662639581516,0.97638438722328,0.970414481615523,72.1272513775628,55.9485556881796,60.2379879172449
"SimDat50yr",1,2002,107.614900657569,0.982892707172601,0.976647841958317,0.970854624223464,73.728134255666,56.7874032135559,61.5293137291795
"SimDat50yr",1,2002,110.526931138367,0.983106796064813,0.976893517917713,0.971263635791423,75.2694609856219,57.5895175394554,62.7717040699024
"SimDat50yr",1,2002,113.482325854321,0.983315793815808,0.97713384112169,0.971662389601736,76.8244220728981,58.3933841205844,64.0242133559962
"SimDat50yr",1,2002,116.484229323014,0.983520078758488,0.97736921930976,0.972051636480183,78.3945494391638,59.1997910550962,65.2880697991782
"SimDat50yr",1,2002,119.307589339838,0.983705301313518,0.977583044553195,0.972404114775777,79.8629969649293,59.9492803792372,66.4693057838031
"SimDat50yr",1,2002,122.145085442724,0.983885095490646,0.977790981886594,0.972745850498164,81.3309363278967,60.6940867988507,67.6493994368951
"SimDat50yr",1,2002,125.683539230623,0.984100917249251,0.978041085760047,0.973155519580696,83.1508036505554,61.61147227388,69.1114143087591
"SimDat50yr",1,2002,128.631941377867,0.984274064690886,0.978242136193171,0.973483749300066,84.6584020242351,62.366555750735,70.3217438130085
"SimDat50yr",1,2002,131.335191543257,0.984427783496915,0.97842092899302,0.973774819197118,86.0338240437845,63.0516684331957,71.425323859684
"SimDat50yr",1,2002,134.07814266807,0.984579093735847,0.978597200987059,0.974061021887963,87.422947841583,63.7400347235009,72.5392925233068
"SimDat50yr",1,2002,136.799802654624,0.984724812617304,0.978767225342239,0.974336357708378,88.7949801372534,64.4164816527191,73.6389679423471
"SimDat50yr",1,2002,139.975421359639,0.984889558206748,0.97895976813881,0.974647296640469,90.3881202936441,65.1977312356899,74.9151400992918
"SimDat50yr",1,2002,144.272288713018,0.985103950484572,0.979210846745334,0.975051377684014,92.5308885903409,66.2415529897591,76.6303912868028
"SimDat50yr",1,2002,146.991236441018,0.985234839354887,0.979364421611147,0.975297757810673,93.8793475603837,66.8944454039562,77.7091206661314
"SimDat50yr",1,2002,149.630067913676,0.985358522066828,0.979509744828771,0.975530350539801,95.1827137895139,67.5226401757874,78.7512793936838
"SimDat50yr",1,2003,1,0.926184718808385,0.892265229037694,0.959809817430425,2.84020108607236,4.31208061201851,2.86342722100642
"SimDat50yr",1,2003,2.58689776396124,0.951917374504977,0.924109033166269,0.975664997462664,5.93217015303398,7.10439703547271,5.83363355454998
"SimDat50yr",1,2003,5.43509194201455,0.965834756172919,0.942708562938885,0.983631486409508,10.545428238312,10.493110407734,10.1705570848555
"SimDat50yr",1,2003,8.37819600856587,0.972061922500619,0.95148275839576,0.98702646297837,14.746962591239,13.1714745910523,14.062433454728
"SimDat50yr",1,2003,11.394562374498,0.975801661150667,0.956925929656789,0.98900657955013,18.7149578512656,15.4806468501581,17.7030823092871
"SimDat50yr",1,2003,14.3928317919052,0.978311765019789,0.960665888640905,0.990308190855644,22.4285826575805,17.5017659952782,21.0865108322136
"SimDat50yr",1,2003,17.4168456893173,0.98017065468347,0.96348636291407,0.99125672685,26.0005145193058,19.3459657307576,24.3229097888114
"SimDat50yr",1,2003,20.4492023787929,0.981613442383821,0.965708442588669,0.991983304990772,29.4440881091098,21.047895695495,27.4287447612538
"SimDat50yr",1,2003,23.4679857009673,0.982768690862287,0.967510262964518,0.992558666354571,32.7594774216669,22.626761675642,30.4073464842641
"SimDat50yr",1,2003,26.4680666305487,0.983719439752987,0.969009327324823,0.993027690284013,35.9602696055382,24.102848777841,33.2733140278245
"SimDat50yr",1,2003,29.4813766244729,0.984527583422685,0.970295793446445,0.993423040775994,39.0938336378573,25.5074281506287,36.0707295034141
"SimDat50yr",1,2003,32.4669190254479,0.985217056025929,0.971402762937144,0.993757829534003,42.1280717934168,26.8332936879513,38.7722475784407
"SimDat50yr",1,2003,35.4521633345378,0.985819340752772,0.972377210767747,0.994048327776532,45.0997591877153,28.1023089003532,41.4116982038388
"SimDat50yr",1,2003,38.3948724021863,0.986344385022305,0.973232632482343,0.994300036966714,47.9743990494389,29.3044800017977,43.9593557473359
"SimDat50yr",1,2003,41.41768651391,0.986825596374755,0.974021711638369,0.994529440914908,50.8760834867347,30.4946464657708,46.5257518461785
"SimDat50yr",1,2003,44.4207985104545,0.987255194649063,0.974730419024975,0.994733167837699,53.7119815318934,31.6368724603054,49.029182578201
"SimDat50yr",1,2003,47.381327188688,0.987638903444245,0.975366948752599,0.994914256075855,56.4656933571387,32.7275431638928,51.455786534931
"SimDat50yr",1,2003,50.3660178676982,0.987991679139324,0.975955201375077,0.995079998517331,59.2029280879376,33.7948323309217,53.8639078494616
"SimDat50yr",1,2003,53.3730542950344,0.988317348621229,0.976500921557274,0.995232356228312,61.9239602881684,34.8401595135451,56.2540460334393
"SimDat50yr",1,2003,56.4401395039259,0.988622880160176,0.977015296960878,0.995374713749373,64.6640011275645,35.8779410196551,58.6572959471076
"SimDat50yr",1,2003,59.5477200143269,0.988908532753446,0.977498369378679,0.995507291544592,67.4062351741825,36.9024642648879,61.0590247914216
"SimDat50yr",1,2003,62.5132346794858,0.989161415613867,0.977927818385925,0.995624234792989,69.9932003954134,37.8567360325653,63.3217361802939
