"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2020,14,NA,"E.1","E.1.1"
2,2006,3,1,"E.1","E.1.1"
3,2004,33,0,"E.1","E.1.1"
4,2009,16,7,"E.1","E.1.1"
5,2018,12,0,"E.1","E.1.1"
6,2014,9,9,"E.1","E.1.1"
7,2003,31,0,"E.1","E.1.1"
8,2009,11,6,"E.1","E.1.1"
9,2016,10,4,"E.1","E.1.1"
10,2015,9,0,"E.1","E.1.1"
11,2002,16,22,"E.1","E.1.1"
12,2013,13,0,"E.1","E.1.1"
13,2019,5,0,"E.1","E.1.1"
14,2018,14,0,"E.1","E.1.1"
15,2003,11,1,"E.1","E.1.1"
16,2011,0,0,"E.1","E.1.1"
17,2003,0,0,"E.1","E.1.1"
18,2018,NA,NA,"E.1","E.1.1"
19,2008,NA,NA,"E.1","E.1.1"
20,2008,NA,NA,"E.1","E.1.1"
1,2020,11,NA,"E.6","E.6.2"
2,2006,4,0,"E.6","E.6.2"
3,2004,4,0,"E.6","E.6.2"
4,2009,22,2,"E.6","E.6.2"
5,2018,14,0,"E.6","E.6.2"
6,2014,8,0,"E.6","E.6.2"
7,2003,25,3,"E.6","E.6.2"
8,2009,18,0,"E.6","E.6.2"
9,2016,8,3,"E.6","E.6.2"
10,2015,22,13,"E.6","E.6.2"
11,2002,15,13,"E.6","E.6.2"
12,2013,6,0,"E.6","E.6.2"
13,2019,29,0,"E.6","E.6.2"
14,2018,22,0,"E.6","E.6.2"
15,2003,11,1,"E.6","E.6.2"
16,2011,5,0,"E.6","E.6.2"
17,2003,17,0,"E.6","E.6.2"
18,2018,6,0,"E.6","E.6.2"
19,2008,3,0,"E.6","E.6.2"
20,2008,5,0,"E.6","E.6.2"
1,2020,11,NA,"E.4","E.4.3"
2,2006,14,2,"E.4","E.4.3"
3,2004,1,0,"E.4","E.4.3"
4,2009,8,5,"E.4","E.4.3"
5,2018,5,0,"E.4","E.4.3"
6,2014,21,0,"E.4","E.4.3"
7,2003,13,4,"E.4","E.4.3"
8,2009,6,0,"E.4","E.4.3"
9,2016,10,0,"E.4","E.4.3"
10,2015,24,20,"E.4","E.4.3"
11,2002,20,0,"E.4","E.4.3"
12,2013,4,0,"E.4","E.4.3"
13,2019,0,0,"E.4","E.4.3"
14,2018,0,0,"E.4","E.4.3"
15,2003,NA,NA,"E.4","E.4.3"
16,2011,NA,NA,"E.4","E.4.3"
17,2003,NA,NA,"E.4","E.4.3"
18,2018,NA,NA,"E.4","E.4.3"
19,2008,NA,NA,"E.4","E.4.3"
20,2008,NA,NA,"E.4","E.4.3"
1,2020,47,NA,"W.5","W.5.4"
2,2006,23,19,"W.5","W.5.4"
3,2004,58,14,"W.5","W.5.4"
4,2009,33,50,"W.5","W.5.4"
5,2018,47,12,"W.5","W.5.4"
6,2014,0,0,"W.5","W.5.4"
7,2003,0,0,"W.5","W.5.4"
8,2009,NA,NA,"W.5","W.5.4"
9,2016,NA,NA,"W.5","W.5.4"
10,2015,NA,NA,"W.5","W.5.4"
11,2002,NA,NA,"W.5","W.5.4"
12,2013,NA,NA,"W.5","W.5.4"
13,2019,NA,NA,"W.5","W.5.4"
14,2018,NA,NA,"W.5","W.5.4"
15,2003,NA,NA,"W.5","W.5.4"
16,2011,NA,NA,"W.5","W.5.4"
17,2003,NA,NA,"W.5","W.5.4"
18,2018,NA,NA,"W.5","W.5.4"
19,2008,NA,NA,"W.5","W.5.4"
20,2008,NA,NA,"W.5","W.5.4"
1,2020,26,NA,"E.2","E.2.5"
2,2006,33,0,"E.2","E.2.5"
3,2004,31,0,"E.2","E.2.5"
4,2009,22,13,"E.2","E.2.5"
5,2018,12,21,"E.2","E.2.5"
6,2014,38,7,"E.2","E.2.5"
7,2003,36,6,"E.2","E.2.5"
8,2009,13,32,"E.2","E.2.5"
9,2016,2,1,"E.2","E.2.5"
10,2015,54,13,"E.2","E.2.5"
11,2002,13,22,"E.2","E.2.5"
12,2013,12,1,"E.2","E.2.5"
13,2019,36,0,"E.2","E.2.5"
14,2018,23,12,"E.2","E.2.5"
15,2003,39,19,"E.2","E.2.5"
16,2011,26,12,"E.2","E.2.5"
17,2003,46,6,"E.2","E.2.5"
