"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2009,10,NA,"E.5","E.5.1"
2,2008,20,13,"E.5","E.5.1"
3,2014,16,0,"E.5","E.5.1"
4,2019,21,8,"E.5","E.5.1"
5,2018,14,10,"E.5","E.5.1"
6,2014,10,3,"E.5","E.5.1"
7,2007,19,0,"E.5","E.5.1"
8,2007,26,8,"E.5","E.5.1"
9,2006,15,0,"E.5","E.5.1"
10,2013,11,13,"E.5","E.5.1"
11,2002,16,0,"E.5","E.5.1"
12,2007,24,7,"E.5","E.5.1"
13,2009,0,0,"E.5","E.5.1"
14,2021,0,0,"E.5","E.5.1"
15,2017,NA,NA,"E.5","E.5.1"
16,2007,NA,NA,"E.5","E.5.1"
17,2005,NA,NA,"E.5","E.5.1"
18,2014,NA,NA,"E.5","E.5.1"
19,2002,NA,NA,"E.5","E.5.1"
20,2010,NA,NA,"E.5","E.5.1"
1,2009,249,NA,"W.1","W.1.2"
2,2008,0,0,"W.1","W.1.2"
3,2014,0,0,"W.1","W.1.2"
4,2019,NA,NA,"W.1","W.1.2"
5,2018,NA,NA,"W.1","W.1.2"
6,2014,NA,NA,"W.1","W.1.2"
7,2007,NA,NA,"W.1","W.1.2"
8,2007,NA,NA,"W.1","W.1.2"
9,2006,NA,NA,"W.1","W.1.2"
10,2013,NA,NA,"W.1","W.1.2"
11,2002,NA,NA,"W.1","W.1.2"
12,2007,NA,NA,"W.1","W.1.2"
13,2009,NA,NA,"W.1","W.1.2"
14,2021,NA,NA,"W.1","W.1.2"
15,2017,NA,NA,"W.1","W.1.2"
16,2007,NA,NA,"W.1","W.1.2"
17,2005,NA,NA,"W.1","W.1.2"
18,2014,NA,NA,"W.1","W.1.2"
19,2002,NA,NA,"W.1","W.1.2"
20,2010,NA,NA,"W.1","W.1.2"
1,2009,130,NA,"W.3","W.3.3"
2,2008,159,86,"W.3","W.3.3"
3,2014,0,0,"W.3","W.3.3"
4,2019,0,0,"W.3","W.3.3"
5,2018,NA,NA,"W.3","W.3.3"
6,2014,NA,NA,"W.3","W.3.3"
