"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","InflYesNo","Tot_fall_ppt","Tot_winter_ppt","Tot_summer_ppt","Mean_fall_temp","Mean_winter_temp","Mean_summer_temp"
1,2019,4,NA,"E.5","E.5.1",1,1,0,0,NA,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
2,2005,10,1,"E.5","E.5.1",1,1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036
3,2011,NA,NA,"E.5","E.5.1",1,0,0,1,NA,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
1,2019,16,NA,"W.2","W.2.2",1,1,0,0,NA,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
2,2005,NA,NA,"W.2","W.2.2",1,0,0,1,NA,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036
1,2019,10,NA,"E.6","E.6.3",1,1,0,0,NA,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
2,2005,22,1,"E.6","E.6.3",1,1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036
3,2011,13,11,"E.6","E.6.3",1,1,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
4,2010,28,5,"E.6","E.6.3",1,1,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
5,2008,NA,NA,"E.6","E.6.3",1,0,0,1,NA,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
1,2019,219,NA,"E.5","E.5.4",1,1,0,0,NA,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
2,2005,280,94,"E.5","E.5.4",1,1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036
3,2011,186,199,"E.5","E.5.4",1,1,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
4,2010,300,30,"E.5","E.5.4",1,1,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
5,2008,237,116,"E.5","E.5.4",1,1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
6,2009,210,30,"E.5","E.5.4",1,1,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044
7,2019,245,65,"E.5","E.5.4",1,1,1,1,1,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
8,2004,201,121,"E.5","E.5.4",1,1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034
9,2003,296,105,"E.5","E.5.4",1,1,1,1,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117
10,2011,189,251,"E.5","E.5.4",1,1,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
11,2005,283,92,"E.5","E.5.4",1,1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036
12,2019,NA,NA,"E.5","E.5.4",1,0,0,1,NA,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
1,2019,183,NA,"E.1","E.1.5",1,1,0,0,NA,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
2,2005,242,46,"E.1","E.1.5",1,1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036
3,2011,NA,NA,"E.1","E.1.5",1,0,0,1,NA,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
1,2019,130,NA,"W.2","W.2.6",1,1,0,0,NA,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
2,2005,183,43,"W.2","W.2.6",1,1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036
3,2011,123,44,"W.2","W.2.6",1,1,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
4,2010,216,17,"W.2","W.2.6",1,1,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
5,2008,NA,NA,"W.2","W.2.6",1,0,0,1,NA,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
1,2019,112,NA,"E.4","E.4.7",1,1,0,0,NA,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
2,2005,163,53,"E.4","E.4.7",1,1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036
3,2011,NA,NA,"E.4","E.4.7",1,0,0,1,NA,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
1,2019,1,NA,"E.3","E.3.8",1,1,0,0,NA,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
2,2005,2,0,"E.3","E.3.8",1,1,1,1,0,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036
3,2011,3,0,"E.3","E.3.8",1,1,1,1,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
4,2010,NA,NA,"E.3","E.3.8",1,0,0,1,NA,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
1,2019,16,NA,"E.7","E.7.9",1,1,0,0,NA,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
2,2005,32,11,"E.7","E.7.9",1,1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036
3,2011,NA,NA,"E.7","E.7.9",1,0,0,1,NA,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
1,2019,1,NA,"W.4","W.4.10",1,1,0,0,NA,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
