"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2017,47,NA,"W.4","W.4.1"
2,2002,0,0,"W.4","W.4.1"
3,2009,0,0,"W.4","W.4.1"
4,2015,NA,NA,"W.4","W.4.1"
5,2004,NA,NA,"W.4","W.4.1"
6,2012,NA,NA,"W.4","W.4.1"
7,2019,NA,NA,"W.4","W.4.1"
8,2020,NA,NA,"W.4","W.4.1"
9,2014,NA,NA,"W.4","W.4.1"
10,2014,NA,NA,"W.4","W.4.1"
11,2010,NA,NA,"W.4","W.4.1"
12,2007,NA,NA,"W.4","W.4.1"
13,2015,NA,NA,"W.4","W.4.1"
14,2005,NA,NA,"W.4","W.4.1"
15,2003,NA,NA,"W.4","W.4.1"
16,2002,NA,NA,"W.4","W.4.1"
17,2012,NA,NA,"W.4","W.4.1"
18,2002,NA,NA,"W.4","W.4.1"
19,2011,NA,NA,"W.4","W.4.1"
20,2020,NA,NA,"W.4","W.4.1"
1,2017,43,NA,"W.5","W.5.2"
2,2002,3,4321,"W.5","W.5.2"
3,2009,0,0,"W.5","W.5.2"
4,2015,0,0,"W.5","W.5.2"
5,2004,NA,NA,"W.5","W.5.2"
6,2012,NA,NA,"W.5","W.5.2"
7,2019,NA,NA,"W.5","W.5.2"
8,2020,NA,NA,"W.5","W.5.2"
9,2014,NA,NA,"W.5","W.5.2"
10,2014,NA,NA,"W.5","W.5.2"
11,2010,NA,NA,"W.5","W.5.2"
12,2007,NA,NA,"W.5","W.5.2"
13,2015,NA,NA,"W.5","W.5.2"
14,2005,NA,NA,"W.5","W.5.2"
15,2003,NA,NA,"W.5","W.5.2"
16,2002,NA,NA,"W.5","W.5.2"
17,2012,NA,NA,"W.5","W.5.2"
18,2002,NA,NA,"W.5","W.5.2"
19,2011,NA,NA,"W.5","W.5.2"
20,2020,NA,NA,"W.5","W.5.2"
1,2017,32,NA,"E.4","E.4.3"
2,2002,22,11165,"E.4","E.4.3"
3,2009,28,0,"E.4","E.4.3"
