"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2010,20,NA,"E.2","E.2.1"
2,2006,15,0,"E.2","E.2.1"
3,2017,16,11,"E.2","E.2.1"
4,2005,27,5,"E.2","E.2.1"
5,2012,0,0,"E.2","E.2.1"
6,2012,0,0,"E.2","E.2.1"
7,2003,NA,NA,"E.2","E.2.1"
8,2013,NA,NA,"E.2","E.2.1"
9,2009,NA,NA,"E.2","E.2.1"
10,2003,NA,NA,"E.2","E.2.1"
11,2014,NA,NA,"E.2","E.2.1"
12,2016,NA,NA,"E.2","E.2.1"
13,2014,NA,NA,"E.2","E.2.1"
14,2018,NA,NA,"E.2","E.2.1"
15,2002,NA,NA,"E.2","E.2.1"
16,2010,NA,NA,"E.2","E.2.1"
17,2003,NA,NA,"E.2","E.2.1"
18,2019,NA,NA,"E.2","E.2.1"
19,2019,NA,NA,"E.2","E.2.1"
20,2003,NA,NA,"E.2","E.2.1"
1,2010,44,NA,"W.4","W.4.2"
2,2006,31,4,"W.4","W.4.2"
3,2017,37,0,"W.4","W.4.2"
4,2005,32,26,"W.4","W.4.2"
5,2012,31,20,"W.4","W.4.2"
6,2012,7,10,"W.4","W.4.2"
7,2003,4,8,"W.4","W.4.2"
8,2013,0,0,"W.4","W.4.2"
9,2009,0,0,"W.4","W.4.2"
10,2003,NA,NA,"W.4","W.4.2"
11,2014,NA,NA,"W.4","W.4.2"
12,2016,NA,NA,"W.4","W.4.2"
13,2014,NA,NA,"W.4","W.4.2"
14,2018,NA,NA,"W.4","W.4.2"
15,2002,NA,NA,"W.4","W.4.2"
16,2010,NA,NA,"W.4","W.4.2"
17,2003,NA,NA,"W.4","W.4.2"
18,2019,NA,NA,"W.4","W.4.2"
19,2019,NA,NA,"W.4","W.4.2"
20,2003,NA,NA,"W.4","W.4.2"
1,2010,17,NA,"W.1","W.1.3"
2,2006,12,0,"W.1","W.1.3"
3,2017,17,4,"W.1","W.1.3"
4,2005,8,2,"W.1","W.1.3"
5,2012,0,0,"W.1","W.1.3"
6,2012,0,0,"W.1","W.1.3"
7,2003,NA,NA,"W.1","W.1.3"
8,2013,NA,NA,"W.1","W.1.3"
9,2009,NA,NA,"W.1","W.1.3"
10,2003,NA,NA,"W.1","W.1.3"
11,2014,NA,NA,"W.1","W.1.3"
12,2016,NA,NA,"W.1","W.1.3"
13,2014,NA,NA,"W.1","W.1.3"
14,2018,NA,NA,"W.1","W.1.3"
15,2002,NA,NA,"W.1","W.1.3"
16,2010,NA,NA,"W.1","W.1.3"
17,2003,NA,NA,"W.1","W.1.3"
18,2019,NA,NA,"W.1","W.1.3"
19,2019,NA,NA,"W.1","W.1.3"
20,2003,NA,NA,"W.1","W.1.3"
1,2010,20,NA,"E.1","E.1.4"
2,2006,34,8,"E.1","E.1.4"
3,2017,24,3,"E.1","E.1.4"
4,2005,27,17,"E.1","E.1.4"
5,2012,19,2,"E.1","E.1.4"
