"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2008,1,NA,"W.1","W.1.1"
2,2002,0,0,"W.1","W.1.1"
3,2012,0,0,"W.1","W.1.1"
4,2015,NA,NA,"W.1","W.1.1"
5,2013,NA,NA,"W.1","W.1.1"
6,2017,NA,NA,"W.1","W.1.1"
7,2009,NA,NA,"W.1","W.1.1"
8,2008,NA,NA,"W.1","W.1.1"
9,2003,NA,NA,"W.1","W.1.1"
10,2004,NA,NA,"W.1","W.1.1"
11,2016,NA,NA,"W.1","W.1.1"
12,2008,NA,NA,"W.1","W.1.1"
13,2011,NA,NA,"W.1","W.1.1"
14,2003,NA,NA,"W.1","W.1.1"
15,2002,NA,NA,"W.1","W.1.1"
16,2002,NA,NA,"W.1","W.1.1"
17,2019,NA,NA,"W.1","W.1.1"
18,2012,NA,NA,"W.1","W.1.1"
19,2005,NA,NA,"W.1","W.1.1"
20,2016,NA,NA,"W.1","W.1.1"
1,2008,3,NA,"W.3","W.3.2"
2,2002,0,0,"W.3","W.3.2"
3,2012,0,0,"W.3","W.3.2"
4,2015,NA,NA,"W.3","W.3.2"
5,2013,NA,NA,"W.3","W.3.2"
6,2017,NA,NA,"W.3","W.3.2"
7,2009,NA,NA,"W.3","W.3.2"
8,2008,NA,NA,"W.3","W.3.2"
9,2003,NA,NA,"W.3","W.3.2"
10,2004,NA,NA,"W.3","W.3.2"
11,2016,NA,NA,"W.3","W.3.2"
12,2008,NA,NA,"W.3","W.3.2"
13,2011,NA,NA,"W.3","W.3.2"
14,2003,NA,NA,"W.3","W.3.2"
15,2002,NA,NA,"W.3","W.3.2"
16,2002,NA,NA,"W.3","W.3.2"
17,2019,NA,NA,"W.3","W.3.2"
18,2012,NA,NA,"W.3","W.3.2"
19,2005,NA,NA,"W.3","W.3.2"
20,2016,NA,NA,"W.3","W.3.2"
1,2008,3,NA,"W.3","W.3.3"
2,2002,0,0,"W.3","W.3.3"
3,2012,0,0,"W.3","W.3.3"
