"DATASET","REP","CLIM_YR","PLT_SZ","SurvRate_JAGS","SurvRate_GLMM","SurvRate_True","GrwthRate_JAGS","GrwthRate_GLMM","GrwthRate_True"
"SimDat20yrMedGr",1,2002,1.79,0.323145290068277,0.527986393111921,0.374650986923219,3.499579781031,3.31208677520864,3.07748502056116
"SimDat20yrMedGr",1,2002,3.37,0.386442288913161,0.585264910408551,0.428458602836022,5.59329692629993,5.33697666227991,5.211142699003
"SimDat20yrMedGr",1,2002,4.95,0.427042653415146,0.619075336211968,0.462093197886317,7.43741961794027,7.13184460230327,7.10864795906063
"SimDat20yrMedGr",1,2002,6.53,0.456952209325859,0.642759732175117,0.486561384735464,9.13248625712348,8.78859138879413,8.85375415722381
"SimDat20yrMedGr",1,2002,8.11,0.480577793366923,0.66081841715229,0.505751946425004,10.7235185052338,10.3485740734864,10.4928516807303
"SimDat20yrMedGr",1,2002,9.69,0.500054522771584,0.675312817947566,0.521505506523888,12.2357522853635,11.8350540757329,12.0528154285077
"SimDat20yrMedGr",1,2002,11.27,0.516584907568725,0.687356135361722,0.534841923214352,13.6851789739918,13.2628108967166,13.5505674217097
"SimDat20yrMedGr",1,2002,12.85,0.530914818058433,0.697616118304152,0.546386105667401,15.0827610958163,14.6419984863995,14.9975247570654
"SimDat20yrMedGr",1,2002,14.43,0.543539299106818,0.706523874193648,0.556548898389903,16.4364393576556,15.9799855631929,16.4018188660979
"SimDat20yrMedGr",1,2002,16.01,0.554803888300709,0.714373340488679,0.565614900238728,17.7522054978921,17.2823412866245,17.7694926650423
"SimDat20yrMedGr",1,2002,17.59,0.5649593644457,0.721373568225676,0.573789388295916,19.0347256374523,18.5534089259141,19.1051916683825
"SimDat20yrMedGr",1,2002,19.17,0.574193496677606,0.727678326690829,0.581225276588957,20.2877260956516,19.7966614531012,20.41258630743
"SimDat20yrMedGr",1,2002,20.75,0.58265050811858,0.7334038764944,0.588039512970094,21.5142443597242,21.014933159708,21.6946425625255
"SimDat20yrMedGr",1,2002,22.33,0.590443556700887,0.738640156290842,0.594323522348422,22.7167990351272,22.2105766896839,22.9538024717374
"SimDat20yrMedGr",1,2002,23.91,0.597663041492061,0.74345810450832,0.600150116147409,23.897508818811,23.3855730900992,24.192108688411
"SimDat20yrMedGr",1,2002,25.49,0.60438230648887,0.747914611541849,0.605578212489939,25.0581781451776,24.5416111136388,25.4112929675298
"SimDat20yrMedGr",1,2002,27.07,0.610661663360401,0.752055964533251,0.610656150105227,26.2003603271048,25.6801457374695,26.612840626215
"SimDat20yrMedGr",1,2002,28.65,0.6165512948694,0.755920302346129,0.615424070492353,27.325405073125,26.8024422401922,27.7980385400519
"SimDat20yrMedGr",1,2002,30.23,0.622093393114095,0.759539402534203,0.619915665952345,28.434494894377,27.9096100003638,28.968011572214
"SimDat20yrMedGr",1,2002,31.81,0.627323762485568,0.762940006524061,0.624159485778992,29.5286734432781,29.0026288248799,30.1237506949735
"SimDat20yrMedGr",1,2002,33.39,0.632273040460532,0.766144818730004,0.628179928136401,30.6088678833359,30.0823697468806,31.2661350268428
"SimDat20yrMedGr",1,2002,34.97,0.636967640558327,0.769173271047158,0.631998004178071,31.6759067698109,31.1496116612839,32.3959493351295
"SimDat20yrMedGr",1,2002,36.55,0.641430490002535,0.772042115646145,0.635631934376209,32.7305345038908,32.2050547811345,33.5138981055393
"SimDat20yrMedGr",1,2002,38.13,0.645681613451156,0.77476589018962,0.639097619385467,33.7734231364732,33.2493316332942,34.6206169758287
"SimDat20yrMedGr",1,2002,39.71,0.649738599767091,0.777357286937321,0.642409015814907,34.8051820970285,34.2830161265849,35.7166821193861
"SimDat20yrMedGr",1,2002,41.29,0.653616978840978,0.779827448530533,0.645578439038455,35.8263662801712,35.3066310934071,36.8026180157175
"SimDat20yrMedGr",1,2002,42.87,0.657330528471764,0.782186207196945,0.648616809391877,36.8374828192797,36.320654610285,37.8789039380987
"SimDat20yrMedGr",1,2002,44.45,0.660891526306793,0.784442279832225,0.651533853986428,37.8389968007771,37.3255253326818,38.9459794110446
"SimDat20yrMedGr",1,2002,46.03,0.664310958220446,0.786603428336864,0.654338273395548,38.8313361164331,38.3216470273268,40.004248833044
"SimDat20yrMedGr",1,2002,47.61,0.667598691854066,0.788676592347052,0.657037880295625,39.8148956087806,39.3093924461196,41.0540854173113
"SimDat20yrMedGr",1,2002,49.19,0.670763622069249,0.790667999848494,0.659639715531671,40.7900406326181,40.2891066558992,42.0958345710824
"SimDat20yrMedGr",1,2002,50.77,0.673813793588764,0.792583259933336,0.662150145873745,41.7571101309239,41.2611099154978,43.1298168093893
"SimDat20yrMedGr",1,2002,52.35,0.676756504979868,0.794427441035546,0.664574946818922,42.7164193044087,42.2257001737786,44.1563302803062
"SimDat20yrMedGr",1,2002,53.93,0.679598397278769,0.79620513727741,0.666919373098246,43.668261939011,43.1831552484982,45.1756529639268
"SimDat20yrMedGr",1,2002,55.51,0.682345529894712,0.797920525021,0.669188219012719,44.6129124438815,44.1337347349144,46.1880445957766
"SimDat20yrMedGr",1,2002,57.09,0.685003445918613,0.799577411301835,0.671385870306591,45.5506276430662,45.0776816843845,47.1937483562337
"SimDat20yrMedGr",1,2002,58.67,0.687577228558763,0.801179275497267,0.673516348960944,46.4816483566347,46.015224086259,48.1929923602527
"SimDat20yrMedGr",1,2002,60.25,0.69007155010841,0.802729305327144,0.67558335203412,47.40620080099,46.9465761807884,49.1859909758516
"SimDat20yrMedGr",1,2002,61.83,0.692490714597563,0.804230428082752,0.677590285472024,48.3244978332281,47.8719396262328,50.1729459951089
"SimDat20yrMedGr",1,2002,63.41,0.694838695079388,0.805685337819521,0.679540293648759,49.23674006045,48.7915045396674,51.1540476775887
"SimDat20yrMedGr",1,2002,64.99,0.697119166339063,0.807096519120542,0.681436285267353,50.1431168316743,49.7054504279562,52.1294756829832
"SimDat20yrMedGr",1,2002,66.57,0.699335533681401,0.808466267934336,0.683280956144722,51.0438071273226,50.6139470228665,53.0993999071878
