"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2004,20,NA,"E.3","E.3.1"
2,2002,0,0,"E.3","E.3.1"
3,2017,0,0,"E.3","E.3.1"
4,2012,NA,NA,"E.3","E.3.1"
5,2003,NA,NA,"E.3","E.3.1"
6,2018,NA,NA,"E.3","E.3.1"
7,2008,NA,NA,"E.3","E.3.1"
8,2018,NA,NA,"E.3","E.3.1"
9,2014,NA,NA,"E.3","E.3.1"
10,2010,NA,NA,"E.3","E.3.1"
11,2005,NA,NA,"E.3","E.3.1"
12,2004,NA,NA,"E.3","E.3.1"
13,2010,NA,NA,"E.3","E.3.1"
14,2003,NA,NA,"E.3","E.3.1"
15,2010,NA,NA,"E.3","E.3.1"
16,2007,NA,NA,"E.3","E.3.1"
17,2010,NA,NA,"E.3","E.3.1"
18,2007,NA,NA,"E.3","E.3.1"
19,2015,NA,NA,"E.3","E.3.1"
20,2017,NA,NA,"E.3","E.3.1"
21,2019,NA,NA,"E.3","E.3.1"
22,2005,NA,NA,"E.3","E.3.1"
23,2003,NA,NA,"E.3","E.3.1"
24,2005,NA,NA,"E.3","E.3.1"
25,2004,NA,NA,"E.3","E.3.1"
26,2015,NA,NA,"E.3","E.3.1"
27,2012,NA,NA,"E.3","E.3.1"
28,2018,NA,NA,"E.3","E.3.1"
29,2009,NA,NA,"E.3","E.3.1"
30,2007,NA,NA,"E.3","E.3.1"
31,2009,NA,NA,"E.3","E.3.1"
32,2005,NA,NA,"E.3","E.3.1"
33,2002,NA,NA,"E.3","E.3.1"
34,2014,NA,NA,"E.3","E.3.1"
35,2004,NA,NA,"E.3","E.3.1"
36,2006,NA,NA,"E.3","E.3.1"
37,2017,NA,NA,"E.3","E.3.1"
38,2010,NA,NA,"E.3","E.3.1"
39,2015,NA,NA,"E.3","E.3.1"
40,2013,NA,NA,"E.3","E.3.1"
41,2012,NA,NA,"E.3","E.3.1"
42,2005,NA,NA,"E.3","E.3.1"
43,2004,NA,NA,"E.3","E.3.1"
44,2005,NA,NA,"E.3","E.3.1"
45,2012,NA,NA,"E.3","E.3.1"
46,2009,NA,NA,"E.3","E.3.1"
47,2018,NA,NA,"E.3","E.3.1"
48,2015,NA,NA,"E.3","E.3.1"
49,2007,NA,NA,"E.3","E.3.1"
50,2003,NA,NA,"E.3","E.3.1"
1,2004,17,NA,"W.2","W.2.2"
2,2002,20,20,"W.2","W.2.2"
3,2017,12,3,"W.2","W.2.2"
4,2012,17,5,"W.2","W.2.2"
5,2003,23,5,"W.2","W.2.2"
6,2018,11,0,"W.2","W.2.2"
7,2008,21,3,"W.2","W.2.2"
8,2018,11,0,"W.2","W.2.2"
9,2014,16,3,"W.2","W.2.2"
10,2010,24,0,"W.2","W.2.2"
11,2005,25,0,"W.2","W.2.2"
12,2004,18,10,"W.2","W.2.2"
13,2010,25,12,"W.2","W.2.2"
14,2003,23,0,"W.2","W.2.2"
15,2010,25,15,"W.2","W.2.2"
16,2007,25,0,"W.2","W.2.2"
17,2010,26,16,"W.2","W.2.2"
18,2007,23,6,"W.2","W.2.2"
19,2015,28,3,"W.2","W.2.2"
20,2017,12,18,"W.2","W.2.2"
21,2019,23,29,"W.2","W.2.2"
22,2005,23,0,"W.2","W.2.2"
23,2003,25,0,"W.2","W.2.2"
24,2005,23,4,"W.2","W.2.2"
25,2004,12,0,"W.2","W.2.2"
26,2015,26,31,"W.2","W.2.2"
27,2012,17,25,"W.2","W.2.2"
28,2018,11,0,"W.2","W.2.2"
29,2009,19,1,"W.2","W.2.2"
30,2007,0,0,"W.2","W.2.2"
31,2009,0,0,"W.2","W.2.2"
32,2005,NA,NA,"W.2","W.2.2"
33,2002,NA,NA,"W.2","W.2.2"
34,2014,NA,NA,"W.2","W.2.2"
35,2004,NA,NA,"W.2","W.2.2"
36,2006,NA,NA,"W.2","W.2.2"
37,2017,NA,NA,"W.2","W.2.2"
38,2010,NA,NA,"W.2","W.2.2"
39,2015,NA,NA,"W.2","W.2.2"
40,2013,NA,NA,"W.2","W.2.2"
41,2012,NA,NA,"W.2","W.2.2"
42,2005,NA,NA,"W.2","W.2.2"
43,2004,NA,NA,"W.2","W.2.2"
44,2005,NA,NA,"W.2","W.2.2"
45,2012,NA,NA,"W.2","W.2.2"
46,2009,NA,NA,"W.2","W.2.2"
47,2018,NA,NA,"W.2","W.2.2"
48,2015,NA,NA,"W.2","W.2.2"
49,2007,NA,NA,"W.2","W.2.2"
50,2003,NA,NA,"W.2","W.2.2"
