"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","InflYesNo","Tot_fall_ppt","Tot_winter_ppt","Tot_summer_ppt","Mean_fall_temp","Mean_winter_temp","Mean_summer_temp"
1,2008,249,NA,"W.4","W.4.1",1,1,0,0,NA,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
2,2002,215,105,"W.4","W.4.1",1,1,1,1,1,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088
3,2020,248,169,"W.4","W.4.1",1,1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
4,2006,229,109,"W.4","W.4.1",1,1,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068
5,2002,216,112,"W.4","W.4.1",1,1,1,1,1,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088
6,2020,244,118,"W.4","W.4.1",1,1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
7,2016,198,113,"W.4","W.4.1",1,1,1,1,1,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063
8,2007,300,205,"W.4","W.4.1",1,1,1,1,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072
9,2015,300,140,"W.4","W.4.1",1,1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
10,2010,300,170,"W.4","W.4.1",1,1,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
11,2016,NA,NA,"W.4","W.4.1",1,NA,0,0,NA,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063
12,2002,214,199,"W.4","W.4.1",1,1,2,2,1,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088
13,2004,NA,NA,"W.4","W.4.1",1,NA,0,0,NA,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034
14,2018,181,59,"W.4","W.4.1",1,1,2,2,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029
15,2015,NA,NA,"W.4","W.4.1",1,NA,0,0,NA,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
16,2007,300,591,"W.4","W.4.1",1,1,2,2,1,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072
17,2019,NA,NA,"W.4","W.4.1",1,NA,0,0,NA,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
18,2004,226,63,"W.4","W.4.1",1,1,2,2,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034
19,2018,NA,NA,"W.4","W.4.1",1,NA,0,0,NA,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029
20,2008,271,106,"W.4","W.4.1",1,1,2,2,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
21,2017,NA,NA,"W.4","W.4.1",1,NA,0,0,NA,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078
22,2011,NA,NA,"W.4","W.4.1",1,0,0,2,NA,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
1,2008,10,NA,"E.4","E.4.2",1,1,0,0,NA,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
2,2002,13,0,"E.4","E.4.2",1,1,1,1,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088
3,2020,15,0,"E.4","E.4.2",1,1,1,1,0,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
4,2006,NA,NA,"E.4","E.4.2",1,0,0,1,NA,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068
1,2008,46,NA,"W.3","W.3.3",1,1,0,0,NA,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
2,2002,NA,NA,"W.3","W.3.3",1,0,0,1,NA,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088
1,2008,4,NA,"E.4","E.4.4",1,1,0,0,NA,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
2,2002,NA,NA,"E.4","E.4.4",1,0,0,1,NA,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088
1,2008,165,NA,"W.1","W.1.5",1,1,0,0,NA,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
2,2002,155,26,"W.1","W.1.5",1,1,1,1,1,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088
3,2020,NA,NA,"W.1","W.1.5",1,0,0,1,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
1,2008,249,NA,"E.3","E.3.6",1,1,0,0,NA,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068
2,2002,213,89,"E.3","E.3.6",1,1,1,1,1,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088
