"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","Tot_fall_ppt","Tot_winter_ppt","Tot_summer_ppt","Mean_fall_temp","Mean_winter_temp","Mean_summer_temp","InflYesNo"
1,2011,1,0,"E.7","E.7.1",1,1,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,0
2,2003,5,0,"E.7","E.7.1",1,1,1,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,0
3,2018,NA,NA,"E.7","E.7.1",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2011,1,0,"E.2","E.2.2",1,1,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,0
2,2003,5,0,"E.2","E.2.2",1,1,1,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,0
3,2018,2,0,"E.2","E.2.2",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0
4,2006,NA,NA,"E.2","E.2.2",1,0,0,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068,NA
1,2011,1,0,"W.4","W.4.3",1,1,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,0
2,2003,NA,NA,"W.4","W.4.3",1,0,0,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA
1,2011,3,0,"W.2","W.2.4",1,1,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,0
2,2003,NA,NA,"W.2","W.2.4",1,0,0,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA
1,2011,1,0,"W.4","W.4.5",1,1,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,0
2,2003,NA,NA,"W.4","W.4.5",1,0,0,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA
1,2011,1,0,"E.2","E.2.6",1,1,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,0
2,2003,4,0,"E.2","E.2.6",1,1,1,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,0
3,2018,NA,NA,"E.2","E.2.6",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2011,5,0,"E.5","E.5.7",1,1,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,0
2,2003,NA,NA,"E.5","E.5.7",1,0,0,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA
1,2011,1,0,"W.1","W.1.8",1,1,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,0
2,2003,2,0,"W.1","W.1.8",1,1,1,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,0
3,2018,NA,NA,"W.1","W.1.8",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2011,3,0,"W.4","W.4.9",1,1,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,0
2,2003,10,0,"W.4","W.4.9",1,1,1,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,0
3,2018,NA,NA,"W.4","W.4.9",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2011,1,0,"W.1","W.1.10",1,1,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,0
