"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2015,2,NA,"W.4","W.4.1"
2,2021,1,510,"W.4","W.4.1"
3,2012,1,0,"W.4","W.4.1"
4,2019,0,0,"W.4","W.4.1"
5,2009,0,0,"W.4","W.4.1"
6,2017,NA,NA,"W.4","W.4.1"
7,2021,NA,NA,"W.4","W.4.1"
8,2002,NA,NA,"W.4","W.4.1"
9,2002,NA,NA,"W.4","W.4.1"
10,2006,NA,NA,"W.4","W.4.1"
11,2012,NA,NA,"W.4","W.4.1"
12,2004,NA,NA,"W.4","W.4.1"
13,2015,NA,NA,"W.4","W.4.1"
14,2005,NA,NA,"W.4","W.4.1"
15,2011,NA,NA,"W.4","W.4.1"
16,2014,NA,NA,"W.4","W.4.1"
17,2008,NA,NA,"W.4","W.4.1"
18,2003,NA,NA,"W.4","W.4.1"
19,2013,NA,NA,"W.4","W.4.1"
20,2013,NA,NA,"W.4","W.4.1"
1,2015,3,NA,"E.1","E.1.2"
2,2021,0,0,"E.1","E.1.2"
3,2012,0,0,"E.1","E.1.2"
4,2019,NA,NA,"E.1","E.1.2"
5,2009,NA,NA,"E.1","E.1.2"
6,2017,NA,NA,"E.1","E.1.2"
7,2021,NA,NA,"E.1","E.1.2"
8,2002,NA,NA,"E.1","E.1.2"
9,2002,NA,NA,"E.1","E.1.2"
10,2006,NA,NA,"E.1","E.1.2"
11,2012,NA,NA,"E.1","E.1.2"
12,2004,NA,NA,"E.1","E.1.2"
13,2015,NA,NA,"E.1","E.1.2"
14,2005,NA,NA,"E.1","E.1.2"
15,2011,NA,NA,"E.1","E.1.2"
16,2014,NA,NA,"E.1","E.1.2"
17,2008,NA,NA,"E.1","E.1.2"
18,2003,NA,NA,"E.1","E.1.2"
19,2013,NA,NA,"E.1","E.1.2"
20,2013,NA,NA,"E.1","E.1.2"
1,2015,42,NA,"E.5","E.5.3"
2,2021,68,13562,"E.5","E.5.3"
3,2012,60,9598,"E.5","E.5.3"
4,2019,67,15767,"E.5","E.5.3"
5,2009,17,8333,"E.5","E.5.3"
6,2017,16,2217,"E.5","E.5.3"
7,2021,22,2372,"E.5","E.5.3"
8,2002,0,0,"E.5","E.5.3"
9,2002,0,0,"E.5","E.5.3"
10,2006,NA,NA,"E.5","E.5.3"
11,2012,NA,NA,"E.5","E.5.3"
12,2004,NA,NA,"E.5","E.5.3"
13,2015,NA,NA,"E.5","E.5.3"
14,2005,NA,NA,"E.5","E.5.3"
15,2011,NA,NA,"E.5","E.5.3"
16,2014,NA,NA,"E.5","E.5.3"
17,2008,NA,NA,"E.5","E.5.3"
18,2003,NA,NA,"E.5","E.5.3"
19,2013,NA,NA,"E.5","E.5.3"
20,2013,NA,NA,"E.5","E.5.3"
1,2015,39,NA,"E.6","E.6.4"
2,2021,34,6211,"E.6","E.6.4"
3,2012,41,3275,"E.6","E.6.4"
4,2019,49,2684,"E.6","E.6.4"
5,2009,24,7238,"E.6","E.6.4"
6,2017,0,0,"E.6","E.6.4"
7,2021,0,0,"E.6","E.6.4"
8,2002,NA,NA,"E.6","E.6.4"
9,2002,NA,NA,"E.6","E.6.4"
10,2006,NA,NA,"E.6","E.6.4"
11,2012,NA,NA,"E.6","E.6.4"
12,2004,NA,NA,"E.6","E.6.4"
13,2015,NA,NA,"E.6","E.6.4"
14,2005,NA,NA,"E.6","E.6.4"
15,2011,NA,NA,"E.6","E.6.4"
16,2014,NA,NA,"E.6","E.6.4"
17,2008,NA,NA,"E.6","E.6.4"
18,2003,NA,NA,"E.6","E.6.4"
19,2013,NA,NA,"E.6","E.6.4"
20,2013,NA,NA,"E.6","E.6.4"
1,2015,43,NA,"E.6","E.6.5"
2,2021,34,7933,"E.6","E.6.5"
3,2012,0,0,"E.6","E.6.5"
4,2019,0,0,"E.6","E.6.5"
5,2009,NA,NA,"E.6","E.6.5"
6,2017,NA,NA,"E.6","E.6.5"
7,2021,NA,NA,"E.6","E.6.5"
8,2002,NA,NA,"E.6","E.6.5"
9,2002,NA,NA,"E.6","E.6.5"
10,2006,NA,NA,"E.6","E.6.5"
11,2012,NA,NA,"E.6","E.6.5"
12,2004,NA,NA,"E.6","E.6.5"
13,2015,NA,NA,"E.6","E.6.5"
14,2005,NA,NA,"E.6","E.6.5"
15,2011,NA,NA,"E.6","E.6.5"
16,2014,NA,NA,"E.6","E.6.5"
17,2008,NA,NA,"E.6","E.6.5"
18,2003,NA,NA,"E.6","E.6.5"
19,2013,NA,NA,"E.6","E.6.5"
20,2013,NA,NA,"E.6","E.6.5"
1,2015,4,NA,"E.3","E.3.6"
2,2021,4,365,"E.3","E.3.6"
3,2012,7,0,"E.3","E.3.6"
4,2019,10,315,"E.3","E.3.6"
5,2009,0,0,"E.3","E.3.6"
6,2017,0,0,"E.3","E.3.6"
7,2021,NA,NA,"E.3","E.3.6"
8,2002,NA,NA,"E.3","E.3.6"
9,2002,NA,NA,"E.3","E.3.6"
10,2006,NA,NA,"E.3","E.3.6"
11,2012,NA,NA,"E.3","E.3.6"
12,2004,NA,NA,"E.3","E.3.6"
13,2015,NA,NA,"E.3","E.3.6"
14,2005,NA,NA,"E.3","E.3.6"
15,2011,NA,NA,"E.3","E.3.6"
16,2014,NA,NA,"E.3","E.3.6"
17,2008,NA,NA,"E.3","E.3.6"
18,2003,NA,NA,"E.3","E.3.6"
19,2013,NA,NA,"E.3","E.3.6"
20,2013,NA,NA,"E.3","E.3.6"
1,2015,1,NA,"W.1","W.1.7"
2,2021,0,0,"W.1","W.1.7"
3,2012,0,0,"W.1","W.1.7"
4,2019,NA,NA,"W.1","W.1.7"
5,2009,NA,NA,"W.1","W.1.7"
6,2017,NA,NA,"W.1","W.1.7"
7,2021,NA,NA,"W.1","W.1.7"
8,2002,NA,NA,"W.1","W.1.7"
9,2002,NA,NA,"W.1","W.1.7"
10,2006,NA,NA,"W.1","W.1.7"
11,2012,NA,NA,"W.1","W.1.7"
12,2004,NA,NA,"W.1","W.1.7"
13,2015,NA,NA,"W.1","W.1.7"
14,2005,NA,NA,"W.1","W.1.7"
15,2011,NA,NA,"W.1","W.1.7"
16,2014,NA,NA,"W.1","W.1.7"
17,2008,NA,NA,"W.1","W.1.7"
18,2003,NA,NA,"W.1","W.1.7"
19,2013,NA,NA,"W.1","W.1.7"
20,2013,NA,NA,"W.1","W.1.7"
1,2015,2,NA,"E.2","E.2.8"
2,2021,0,0,"E.2","E.2.8"
3,2012,0,0,"E.2","E.2.8"
4,2019,NA,NA,"E.2","E.2.8"
5,2009,NA,NA,"E.2","E.2.8"
6,2017,NA,NA,"E.2","E.2.8"
7,2021,NA,NA,"E.2","E.2.8"
8,2002,NA,NA,"E.2","E.2.8"
9,2002,NA,NA,"E.2","E.2.8"
10,2006,NA,NA,"E.2","E.2.8"
11,2012,NA,NA,"E.2","E.2.8"
12,2004,NA,NA,"E.2","E.2.8"
13,2015,NA,NA,"E.2","E.2.8"
14,2005,NA,NA,"E.2","E.2.8"
15,2011,NA,NA,"E.2","E.2.8"
16,2014,NA,NA,"E.2","E.2.8"
17,2008,NA,NA,"E.2","E.2.8"
18,2003,NA,NA,"E.2","E.2.8"
19,2013,NA,NA,"E.2","E.2.8"
20,2013,NA,NA,"E.2","E.2.8"
1,2015,3,NA,"W.4","W.4.9"
2,2021,0,0,"W.4","W.4.9"
3,2012,0,0,"W.4","W.4.9"
4,2019,NA,NA,"W.4","W.4.9"
5,2009,NA,NA,"W.4","W.4.9"
6,2017,NA,NA,"W.4","W.4.9"
7,2021,NA,NA,"W.4","W.4.9"
8,2002,NA,NA,"W.4","W.4.9"
9,2002,NA,NA,"W.4","W.4.9"
10,2006,NA,NA,"W.4","W.4.9"
11,2012,NA,NA,"W.4","W.4.9"
12,2004,NA,NA,"W.4","W.4.9"
13,2015,NA,NA,"W.4","W.4.9"
14,2005,NA,NA,"W.4","W.4.9"
15,2011,NA,NA,"W.4","W.4.9"
16,2014,NA,NA,"W.4","W.4.9"
17,2008,NA,NA,"W.4","W.4.9"
18,2003,NA,NA,"W.4","W.4.9"
19,2013,NA,NA,"W.4","W.4.9"
20,2013,NA,NA,"W.4","W.4.9"
1,2015,4,NA,"W.1","W.1.10"
2,2021,7,539,"W.1","W.1.10"
3,2012,0,0,"W.1","W.1.10"
4,2019,0,0,"W.1","W.1.10"
5,2009,NA,NA,"W.1","W.1.10"
6,2017,NA,NA,"W.1","W.1.10"
7,2021,NA,NA,"W.1","W.1.10"
8,2002,NA,NA,"W.1","W.1.10"
9,2002,NA,NA,"W.1","W.1.10"
10,2006,NA,NA,"W.1","W.1.10"
11,2012,NA,NA,"W.1","W.1.10"
12,2004,NA,NA,"W.1","W.1.10"
13,2015,NA,NA,"W.1","W.1.10"
14,2005,NA,NA,"W.1","W.1.10"
15,2011,NA,NA,"W.1","W.1.10"
16,2014,NA,NA,"W.1","W.1.10"
17,2008,NA,NA,"W.1","W.1.10"
18,2003,NA,NA,"W.1","W.1.10"
19,2013,NA,NA,"W.1","W.1.10"
20,2013,NA,NA,"W.1","W.1.10"
1,2015,2,NA,"W.2","W.2.11"
2,2021,3,0,"W.2","W.2.11"
3,2012,0,0,"W.2","W.2.11"
4,2019,0,0,"W.2","W.2.11"
5,2009,NA,NA,"W.2","W.2.11"
6,2017,NA,NA,"W.2","W.2.11"
7,2021,NA,NA,"W.2","W.2.11"
8,2002,NA,NA,"W.2","W.2.11"
9,2002,NA,NA,"W.2","W.2.11"
10,2006,NA,NA,"W.2","W.2.11"
11,2012,NA,NA,"W.2","W.2.11"
12,2004,NA,NA,"W.2","W.2.11"
13,2015,NA,NA,"W.2","W.2.11"
14,2005,NA,NA,"W.2","W.2.11"
15,2011,NA,NA,"W.2","W.2.11"
16,2014,NA,NA,"W.2","W.2.11"
17,2008,NA,NA,"W.2","W.2.11"
18,2003,NA,NA,"W.2","W.2.11"
19,2013,NA,NA,"W.2","W.2.11"
20,2013,NA,NA,"W.2","W.2.11"
1,2015,82,NA,"W.1","W.1.12"
2,2021,42,26319,"W.1","W.1.12"
3,2012,15,3920,"W.1","W.1.12"
4,2019,14,3610,"W.1","W.1.12"
5,2009,33,753,"W.1","W.1.12"
6,2017,26,7723,"W.1","W.1.12"
7,2021,21,4092,"W.1","W.1.12"
8,2002,20,2022,"W.1","W.1.12"
9,2002,16,1000,"W.1","W.1.12"
10,2006,17,989,"W.1","W.1.12"
11,2012,29,2157,"W.1","W.1.12"
12,2004,0,0,"W.1","W.1.12"
13,2015,0,0,"W.1","W.1.12"
14,2005,NA,NA,"W.1","W.1.12"
15,2011,NA,NA,"W.1","W.1.12"
16,2014,NA,NA,"W.1","W.1.12"
