"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","InflYesNo","Tot_fall_ppt","Tot_winter_ppt","Tot_summer_ppt","Mean_fall_temp","Mean_winter_temp","Mean_summer_temp"
1,2020,14,NA,"E.1","E.1.1",1,1,0,0,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
2,2006,3,1,"E.1","E.1.1",1,1,1,1,1,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068
3,2004,33,0,"E.1","E.1.1",1,1,1,1,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034
4,2009,16,7,"E.1","E.1.1",1,1,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044
5,2018,12,0,"E.1","E.1.1",1,1,1,1,0,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029
6,2014,9,9,"E.1","E.1.1",1,1,1,1,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001
7,2003,31,0,"E.1","E.1.1",1,1,1,1,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117
8,2009,11,6,"E.1","E.1.1",1,1,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044
9,2016,10,4,"E.1","E.1.1",1,1,1,1,1,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063
10,2015,9,0,"E.1","E.1.1",1,1,1,1,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009
11,2002,16,22,"E.1","E.1.1",1,1,1,1,1,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088
12,2013,13,0,"E.1","E.1.1",1,1,1,1,0,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105
13,2019,5,0,"E.1","E.1.1",1,1,1,1,0,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
14,2018,14,0,"E.1","E.1.1",1,1,1,1,0,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029
15,2003,11,1,"E.1","E.1.1",1,1,1,1,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117
16,2011,NA,NA,"E.1","E.1.1",1,0,0,1,NA,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
1,2020,11,NA,"E.6","E.6.2",1,1,0,0,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
2,2006,4,0,"E.6","E.6.2",1,1,1,1,0,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068
3,2004,4,0,"E.6","E.6.2",1,1,1,1,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034
