"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","Tot_fall_ppt","Tot_winter_ppt","Tot_summer_ppt","Mean_fall_temp","Mean_winter_temp","Mean_summer_temp","InflYesNo"
1,2002,1,0,"W.1","W.1.1",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"W.1","W.1.1",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.5","E.5.2",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.5","E.5.2",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"W.4","W.4.3",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"W.4","W.4.3",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,3,0,"W.3","W.3.4",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"W.3","W.3.4",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,3,0,"E.6","E.6.5",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.6","E.6.5",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.6","E.6.6",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.6","E.6.6",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.4","E.4.7",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.4","E.4.7",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,3,0,"E.3","E.3.8",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.3","E.3.8",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.4","E.4.9",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,1,0,"E.4","E.4.9",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0
3,2004,NA,NA,"E.4","E.4.9",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA
1,2002,1,0,"E.7","E.7.10",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.7","E.7.10",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.2","E.2.11",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,2,0,"E.2","E.2.11",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0
3,2004,NA,NA,"E.2","E.2.11",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA
1,2002,3,0,"W.5","W.5.12",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"W.5","W.5.12",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"W.5","W.5.13",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"W.5","W.5.13",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.6","E.6.14",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.6","E.6.14",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.3","E.3.15",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.3","E.3.15",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,3,0,"E.1","E.1.16",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.1","E.1.16",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,5,0,"W.2","W.2.17",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"W.2","W.2.17",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"W.2","W.2.18",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"W.2","W.2.18",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"W.4","W.4.19",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"W.4","W.4.19",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.7","E.7.20",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,1,0,"E.7","E.7.20",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0
3,2004,3,133,"E.7","E.7.20",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1
4,2016,3,0,"E.7","E.7.20",1,1,1,1,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,0
5,2003,NA,NA,"E.7","E.7.20",1,0,0,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA
1,2002,1,0,"E.2","E.2.21",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.2","E.2.21",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.3","E.3.22",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.3","E.3.22",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.1","E.1.23",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,1,0,"E.1","E.1.23",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0
3,2004,NA,NA,"E.1","E.1.23",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA
1,2002,3,0,"W.1","W.1.24",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"W.1","W.1.24",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,5,0,"E.7","E.7.25",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,7,270,"E.7","E.7.25",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1
3,2004,NA,NA,"E.7","E.7.25",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA
1,2002,1,0,"E.6","E.6.26",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.6","E.6.26",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"W.5","W.5.27",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"W.5","W.5.27",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.6","E.6.28",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.6","E.6.28",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.7","E.7.29",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,1,0,"E.7","E.7.29",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0
3,2004,NA,NA,"E.7","E.7.29",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA
1,2002,1,0,"W.5","W.5.30",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"W.5","W.5.30",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"W.3","W.3.31",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"W.3","W.3.31",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.1","E.1.32",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.1","E.1.32",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.6","E.6.33",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.6","E.6.33",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"W.1","W.1.34",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"W.1","W.1.34",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,3,0,"E.2","E.2.35",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.2","E.2.35",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.6","E.6.36",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.6","E.6.36",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.1","E.1.37",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.1","E.1.37",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,5,0,"E.2","E.2.38",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.2","E.2.38",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"W.5","W.5.39",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"W.5","W.5.39",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.7","E.7.40",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.7","E.7.40",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.3","E.3.41",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.3","E.3.41",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,1,0,"E.1","E.1.42",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.1","E.1.42",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2002,3,0,"E.7","E.7.43",1,1,0,0,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088,0
2,2018,NA,NA,"E.7","E.7.43",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
