"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2019,1,NA,"E.4","E.4.1"
2,2014,0,0,"E.4","E.4.1"
3,2015,0,0,"E.4","E.4.1"
4,2018,NA,NA,"E.4","E.4.1"
5,2021,NA,NA,"E.4","E.4.1"
6,2010,NA,NA,"E.4","E.4.1"
7,2021,NA,NA,"E.4","E.4.1"
8,2015,NA,NA,"E.4","E.4.1"
9,2017,NA,NA,"E.4","E.4.1"
10,2016,NA,NA,"E.4","E.4.1"
11,2016,NA,NA,"E.4","E.4.1"
12,2015,NA,NA,"E.4","E.4.1"
13,2005,NA,NA,"E.4","E.4.1"
14,2020,NA,NA,"E.4","E.4.1"
15,2020,NA,NA,"E.4","E.4.1"
16,2016,NA,NA,"E.4","E.4.1"
17,2021,NA,NA,"E.4","E.4.1"
18,2018,NA,NA,"E.4","E.4.1"
19,2014,NA,NA,"E.4","E.4.1"
20,2018,NA,NA,"E.4","E.4.1"
21,2015,NA,NA,"E.4","E.4.1"
22,2002,NA,NA,"E.4","E.4.1"
23,2018,NA,NA,"E.4","E.4.1"
24,2005,NA,NA,"E.4","E.4.1"
25,2016,NA,NA,"E.4","E.4.1"
26,2018,NA,NA,"E.4","E.4.1"
27,2014,NA,NA,"E.4","E.4.1"
28,2005,NA,NA,"E.4","E.4.1"
29,2009,NA,NA,"E.4","E.4.1"
30,2012,NA,NA,"E.4","E.4.1"
31,2007,NA,NA,"E.4","E.4.1"
32,2014,NA,NA,"E.4","E.4.1"
33,2013,NA,NA,"E.4","E.4.1"
34,2005,NA,NA,"E.4","E.4.1"
35,2008,NA,NA,"E.4","E.4.1"
36,2020,NA,NA,"E.4","E.4.1"
37,2015,NA,NA,"E.4","E.4.1"
38,2007,NA,NA,"E.4","E.4.1"
39,2005,NA,NA,"E.4","E.4.1"
40,2004,NA,NA,"E.4","E.4.1"
1,2019,189,NA,"E.4","E.4.2"
2,2014,0,0,"E.4","E.4.2"
3,2015,0,0,"E.4","E.4.2"
4,2018,NA,NA,"E.4","E.4.2"
5,2021,NA,NA,"E.4","E.4.2"
6,2010,NA,NA,"E.4","E.4.2"
7,2021,NA,NA,"E.4","E.4.2"
8,2015,NA,NA,"E.4","E.4.2"
9,2017,NA,NA,"E.4","E.4.2"
10,2016,NA,NA,"E.4","E.4.2"
11,2016,NA,NA,"E.4","E.4.2"
12,2015,NA,NA,"E.4","E.4.2"
