"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","Tot_fall_ppt","Tot_winter_ppt","Tot_summer_ppt","Mean_fall_temp","Mean_winter_temp","Mean_summer_temp","InflYesNo"
1,2009,1,0,"W.2","W.2.1",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.2","W.2.1",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,8,0,"E.4","E.4.2",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,10,657,"E.4","E.4.2",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1
3,2021,16,530,"E.4","E.4.2",1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,1
4,2018,10,715,"E.4","E.4.2",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1
5,2011,11,706,"E.4","E.4.2",1,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,1
6,2017,8,122,"E.4","E.4.2",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1
7,2004,NA,NA,"E.4","E.4.2",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA
1,2009,1,0,"W.3","W.3.3",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.3","W.3.3",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,5,0,"E.2","E.2.4",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"E.2","E.2.4",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"E.6","E.6.5",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"E.6","E.6.5",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"W.3","W.3.6",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.3","W.3.6",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,3,0,"E.1","E.1.7",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"E.1","E.1.7",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"W.5","W.5.8",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.5","W.5.8",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,3,0,"W.5","W.5.9",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.5","W.5.9",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"W.3","W.3.10",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.3","W.3.10",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,3,0,"W.4","W.4.11",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,6,538,"W.4","W.4.11",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1
3,2021,NA,NA,"W.4","W.4.11",1,0,0,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,NA
1,2009,3,0,"E.1","E.1.12",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"E.1","E.1.12",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"E.7","E.7.13",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"E.7","E.7.13",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"E.3","E.3.14",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"E.3","E.3.14",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,3,0,"E.1","E.1.15",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"E.1","E.1.15",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,3,0,"W.3","W.3.16",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.3","W.3.16",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,3,0,"W.5","W.5.17",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.5","W.5.17",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,3,0,"E.5","E.5.18",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"E.5","E.5.18",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"W.2","W.2.19",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.2","W.2.19",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"W.2","W.2.20",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,3,0,"W.2","W.2.20",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0
3,2021,NA,NA,"W.2","W.2.20",1,0,0,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,NA
1,2009,1,0,"W.4","W.4.21",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.4","W.4.21",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,3,0,"E.5","E.5.22",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,6,541,"E.5","E.5.22",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1
3,2021,6,0,"E.5","E.5.22",1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,0
4,2018,NA,NA,"E.5","E.5.22",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"E.1","E.1.23",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"E.1","E.1.23",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"W.2","W.2.24",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.2","W.2.24",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"W.4","W.4.25",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.4","W.4.25",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,3,0,"W.1","W.1.26",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.1","W.1.26",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"W.2","W.2.27",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,1,0,"W.2","W.2.27",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0
3,2021,NA,NA,"W.2","W.2.27",1,0,0,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,NA
1,2009,1,0,"W.3","W.3.28",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.3","W.3.28",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"E.2","E.2.29",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"E.2","E.2.29",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"E.1","E.1.30",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,1,0,"E.1","E.1.30",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0
3,2021,NA,NA,"E.1","E.1.30",1,0,0,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,NA
1,2009,3,0,"E.1","E.1.31",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,1,920,"E.1","E.1.31",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1
3,2021,5,292,"E.1","E.1.31",1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,1
4,2018,6,0,"E.1","E.1.31",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0
5,2011,NA,NA,"E.1","E.1.31",1,0,0,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,NA
1,2009,3,0,"W.5","W.5.32",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.5","W.5.32",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"W.4","W.4.33",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,2,0,"W.4","W.4.33",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0
3,2021,2,0,"W.4","W.4.33",1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,0
4,2018,NA,NA,"W.4","W.4.33",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"E.1","E.1.34",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"E.1","E.1.34",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,3,0,"W.2","W.2.35",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.2","W.2.35",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"E.4","E.4.36",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"E.4","E.4.36",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"E.5","E.5.37",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"E.5","E.5.37",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"E.1","E.1.38",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,2,147,"E.1","E.1.38",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1
3,2021,4,112,"E.1","E.1.38",1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,1
4,2018,NA,NA,"E.1","E.1.38",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"W.3","W.3.39",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.3","W.3.39",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"W.2","W.2.40",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,1,0,"W.2","W.2.40",1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0
3,2021,5,83,"W.2","W.2.40",1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,1
4,2018,NA,NA,"W.2","W.2.40",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
1,2009,1,0,"W.5","W.5.41",1,1,0,0,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,0
2,2018,NA,NA,"W.5","W.5.41",1,0,0,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,NA
