"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2015,17,NA,"E.4","E.4.1"
2,2015,19,7,"E.4","E.4.1"
3,2005,29,21,"E.4","E.4.1"
4,2006,17,13,"E.4","E.4.1"
5,2019,7,0,"E.4","E.4.1"
6,2005,15,6,"E.4","E.4.1"
7,2021,14,9,"E.4","E.4.1"
8,2018,19,0,"E.4","E.4.1"
9,2008,13,6,"E.4","E.4.1"
10,2011,0,0,"E.4","E.4.1"
11,2006,0,0,"E.4","E.4.1"
12,2019,NA,NA,"E.4","E.4.1"
13,2005,NA,NA,"E.4","E.4.1"
14,2018,NA,NA,"E.4","E.4.1"
15,2002,NA,NA,"E.4","E.4.1"
16,2003,NA,NA,"E.4","E.4.1"
17,2010,NA,NA,"E.4","E.4.1"
18,2012,NA,NA,"E.4","E.4.1"
19,2015,NA,NA,"E.4","E.4.1"
20,2019,NA,NA,"E.4","E.4.1"
1,2015,47,NA,"E.4","E.4.2"
2,2015,95,7,"E.4","E.4.2"
3,2005,27,70,"E.4","E.4.2"
4,2006,4,7,"E.4","E.4.2"
5,2019,3,0,"E.4","E.4.2"
6,2005,3,0,"E.4","E.4.2"
7,2021,5,0,"E.4","E.4.2"
8,2018,5,0,"E.4","E.4.2"
9,2008,14,0,"E.4","E.4.2"
10,2011,0,0,"E.4","E.4.2"
11,2006,0,0,"E.4","E.4.2"
12,2019,NA,NA,"E.4","E.4.2"
13,2005,NA,NA,"E.4","E.4.2"
14,2018,NA,NA,"E.4","E.4.2"
15,2002,NA,NA,"E.4","E.4.2"
16,2003,NA,NA,"E.4","E.4.2"
17,2010,NA,NA,"E.4","E.4.2"
18,2012,NA,NA,"E.4","E.4.2"
19,2015,NA,NA,"E.4","E.4.2"
20,2019,NA,NA,"E.4","E.4.2"
1,2015,75,NA,"E.4","E.4.3"
2,2015,74,157,"E.4","E.4.3"
3,2005,49,76,"E.4","E.4.3"
4,2006,19,5,"E.4","E.4.3"
5,2019,5,4,"E.4","E.4.3"
6,2005,3,0,"E.4","E.4.3"
7,2021,5,0,"E.4","E.4.3"
8,2018,4,2,"E.4","E.4.3"
9,2008,10,1,"E.4","E.4.3"
10,2011,14,0,"E.4","E.4.3"
11,2006,9,0,"E.4","E.4.3"
12,2019,3,0,"E.4","E.4.3"
13,2005,4,0,"E.4","E.4.3"
14,2018,4,0,"E.4","E.4.3"
15,2002,1,1,"E.4","E.4.3"
16,2003,6,0,"E.4","E.4.3"
17,2010,13,0,"E.4","E.4.3"
18,2012,0,0,"E.4","E.4.3"
19,2015,0,0,"E.4","E.4.3"
20,2019,NA,NA,"E.4","E.4.3"
1,2015,3,NA,"W.5","W.5.4"
2,2015,8,0,"W.5","W.5.4"
3,2005,7,17,"W.5","W.5.4"
4,2006,6,0,"W.5","W.5.4"
5,2019,11,0,"W.5","W.5.4"
6,2005,13,1,"W.5","W.5.4"
7,2021,7,1,"W.5","W.5.4"
8,2018,6,0,"W.5","W.5.4"
9,2008,3,0,"W.5","W.5.4"
10,2011,3,0,"W.5","W.5.4"
11,2006,0,0,"W.5","W.5.4"
12,2019,0,0,"W.5","W.5.4"
13,2005,NA,NA,"W.5","W.5.4"
14,2018,NA,NA,"W.5","W.5.4"
15,2002,NA,NA,"W.5","W.5.4"
16,2003,NA,NA,"W.5","W.5.4"
17,2010,NA,NA,"W.5","W.5.4"
18,2012,NA,NA,"W.5","W.5.4"
19,2015,NA,NA,"W.5","W.5.4"
20,2019,NA,NA,"W.5","W.5.4"
1,2015,20,NA,"W.3","W.3.5"
2,2015,19,8,"W.3","W.3.5"
3,2005,9,27,"W.3","W.3.5"
4,2006,13,0,"W.3","W.3.5"
5,2019,23,0,"W.3","W.3.5"
6,2005,33,0,"W.3","W.3.5"
7,2021,39,21,"W.3","W.3.5"
8,2018,22,36,"W.3","W.3.5"
9,2008,38,10,"W.3","W.3.5"
10,2011,21,0,"W.3","W.3.5"
11,2006,26,0,"W.3","W.3.5"
12,2019,13,6,"W.3","W.3.5"
13,2005,15,0,"W.3","W.3.5"
14,2018,13,0,"W.3","W.3.5"
15,2002,6,1,"W.3","W.3.5"
16,2003,19,0,"W.3","W.3.5"
17,2010,35,1,"W.3","W.3.5"
18,2012,24,4,"W.3","W.3.5"
19,2015,42,5,"W.3","W.3.5"
20,2019,24,33,"W.3","W.3.5"
1,2015,3,NA,"W.1","W.1.6"
2,2015,7,0,"W.1","W.1.6"
3,2005,3,3,"W.1","W.1.6"
4,2006,5,0,"W.1","W.1.6"
5,2019,0,0,"W.1","W.1.6"
6,2005,0,0,"W.1","W.1.6"
7,2021,NA,NA,"W.1","W.1.6"
8,2018,NA,NA,"W.1","W.1.6"
9,2008,NA,NA,"W.1","W.1.6"
10,2011,NA,NA,"W.1","W.1.6"
11,2006,NA,NA,"W.1","W.1.6"
12,2019,NA,NA,"W.1","W.1.6"
13,2005,NA,NA,"W.1","W.1.6"
14,2018,NA,NA,"W.1","W.1.6"
15,2002,NA,NA,"W.1","W.1.6"
16,2003,NA,NA,"W.1","W.1.6"
17,2010,NA,NA,"W.1","W.1.6"
18,2012,NA,NA,"W.1","W.1.6"
19,2015,NA,NA,"W.1","W.1.6"
20,2019,NA,NA,"W.1","W.1.6"
1,2015,83,NA,"W.2","W.2.7"
2,2015,61,234,"W.2","W.2.7"
3,2005,72,98,"W.2","W.2.7"
4,2006,58,19,"W.2","W.2.7"
5,2019,12,0,"W.2","W.2.7"
6,2005,10,7,"W.2","W.2.7"
7,2021,50,0,"W.2","W.2.7"
8,2018,50,0,"W.2","W.2.7"
9,2008,29,12,"W.2","W.2.7"
10,2011,10,0,"W.2","W.2.7"
11,2006,9,1,"W.2","W.2.7"
12,2019,19,1,"W.2","W.2.7"
13,2005,20,0,"W.2","W.2.7"
14,2018,21,0,"W.2","W.2.7"
15,2002,12,8,"W.2","W.2.7"
16,2003,32,0,"W.2","W.2.7"
17,2010,56,1,"W.2","W.2.7"
18,2012,52,0,"W.2","W.2.7"
19,2015,35,25,"W.2","W.2.7"
20,2019,29,34,"W.2","W.2.7"
1,2015,20,NA,"E.6","E.6.8"
2,2015,36,37,"E.6","E.6.8"
3,2005,83,78,"E.6","E.6.8"
4,2006,61,49,"E.6","E.6.8"
5,2019,41,0,"E.6","E.6.8"
6,2005,48,0,"E.6","E.6.8"
7,2021,65,21,"E.6","E.6.8"
8,2018,27,15,"E.6","E.6.8"
9,2008,38,19,"E.6","E.6.8"
10,2011,15,2,"E.6","E.6.8"
11,2006,10,0,"E.6","E.6.8"
12,2019,8,0,"E.6","E.6.8"
13,2005,15,1,"E.6","E.6.8"
14,2018,26,8,"E.6","E.6.8"
15,2002,29,2,"E.6","E.6.8"
16,2003,16,21,"E.6","E.6.8"
17,2010,36,0,"E.6","E.6.8"
18,2012,18,11,"E.6","E.6.8"
