"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2003,16,NA,"E.2","E.2.1"
2,2005,30,24,"E.2","E.2.1"
3,2017,21,18,"E.2","E.2.1"
4,2016,23,11,"E.2","E.2.1"
5,2011,0,0,"E.2","E.2.1"
6,2017,0,0,"E.2","E.2.1"
7,2018,NA,NA,"E.2","E.2.1"
8,2013,NA,NA,"E.2","E.2.1"
9,2003,NA,NA,"E.2","E.2.1"
10,2013,NA,NA,"E.2","E.2.1"
11,2008,NA,NA,"E.2","E.2.1"
12,2011,NA,NA,"E.2","E.2.1"
13,2013,NA,NA,"E.2","E.2.1"
14,2009,NA,NA,"E.2","E.2.1"
15,2007,NA,NA,"E.2","E.2.1"
16,2009,NA,NA,"E.2","E.2.1"
17,2005,NA,NA,"E.2","E.2.1"
18,2006,NA,NA,"E.2","E.2.1"
19,2015,NA,NA,"E.2","E.2.1"
20,2013,NA,NA,"E.2","E.2.1"
1,2003,4,NA,"E.2","E.2.2"
2,2005,0,0,"E.2","E.2.2"
3,2017,0,0,"E.2","E.2.2"
4,2016,NA,NA,"E.2","E.2.2"
5,2011,NA,NA,"E.2","E.2.2"
6,2017,NA,NA,"E.2","E.2.2"
7,2018,NA,NA,"E.2","E.2.2"
8,2013,NA,NA,"E.2","E.2.2"
9,2003,NA,NA,"E.2","E.2.2"
10,2013,NA,NA,"E.2","E.2.2"
11,2008,NA,NA,"E.2","E.2.2"
12,2011,NA,NA,"E.2","E.2.2"
13,2013,NA,NA,"E.2","E.2.2"
14,2009,NA,NA,"E.2","E.2.2"
15,2007,NA,NA,"E.2","E.2.2"
16,2009,NA,NA,"E.2","E.2.2"
17,2005,NA,NA,"E.2","E.2.2"
18,2006,NA,NA,"E.2","E.2.2"
19,2015,NA,NA,"E.2","E.2.2"
20,2013,NA,NA,"E.2","E.2.2"
1,2003,4,NA,"E.2","E.2.3"
2,2005,0,0,"E.2","E.2.3"
3,2017,0,0,"E.2","E.2.3"
4,2016,NA,NA,"E.2","E.2.3"
5,2011,NA,NA,"E.2","E.2.3"
6,2017,NA,NA,"E.2","E.2.3"
7,2018,NA,NA,"E.2","E.2.3"
8,2013,NA,NA,"E.2","E.2.3"
9,2003,NA,NA,"E.2","E.2.3"
10,2013,NA,NA,"E.2","E.2.3"
11,2008,NA,NA,"E.2","E.2.3"
12,2011,NA,NA,"E.2","E.2.3"
13,2013,NA,NA,"E.2","E.2.3"
14,2009,NA,NA,"E.2","E.2.3"
15,2007,NA,NA,"E.2","E.2.3"
16,2009,NA,NA,"E.2","E.2.3"
17,2005,NA,NA,"E.2","E.2.3"
18,2006,NA,NA,"E.2","E.2.3"
19,2015,NA,NA,"E.2","E.2.3"
20,2013,NA,NA,"E.2","E.2.3"
1,2003,4,NA,"W.3","W.3.4"
2,2005,0,0,"W.3","W.3.4"
3,2017,0,0,"W.3","W.3.4"
4,2016,NA,NA,"W.3","W.3.4"
5,2011,NA,NA,"W.3","W.3.4"
6,2017,NA,NA,"W.3","W.3.4"
7,2018,NA,NA,"W.3","W.3.4"
8,2013,NA,NA,"W.3","W.3.4"
9,2003,NA,NA,"W.3","W.3.4"
10,2013,NA,NA,"W.3","W.3.4"
11,2008,NA,NA,"W.3","W.3.4"
12,2011,NA,NA,"W.3","W.3.4"
13,2013,NA,NA,"W.3","W.3.4"
14,2009,NA,NA,"W.3","W.3.4"
15,2007,NA,NA,"W.3","W.3.4"
16,2009,NA,NA,"W.3","W.3.4"
17,2005,NA,NA,"W.3","W.3.4"
18,2006,NA,NA,"W.3","W.3.4"
19,2015,NA,NA,"W.3","W.3.4"
20,2013,NA,NA,"W.3","W.3.4"
1,2003,1,NA,"E.1","E.1.5"
2,2005,1,1,"E.1","E.1.5"
3,2017,0,0,"E.1","E.1.5"
4,2016,0,0,"E.1","E.1.5"
5,2011,NA,NA,"E.1","E.1.5"
6,2017,NA,NA,"E.1","E.1.5"
7,2018,NA,NA,"E.1","E.1.5"
8,2013,NA,NA,"E.1","E.1.5"
9,2003,NA,NA,"E.1","E.1.5"
10,2013,NA,NA,"E.1","E.1.5"
11,2008,NA,NA,"E.1","E.1.5"
12,2011,NA,NA,"E.1","E.1.5"
13,2013,NA,NA,"E.1","E.1.5"
14,2009,NA,NA,"E.1","E.1.5"
15,2007,NA,NA,"E.1","E.1.5"
16,2009,NA,NA,"E.1","E.1.5"
17,2005,NA,NA,"E.1","E.1.5"
18,2006,NA,NA,"E.1","E.1.5"
19,2015,NA,NA,"E.1","E.1.5"
20,2013,NA,NA,"E.1","E.1.5"
1,2003,243,NA,"E.5","E.5.6"
2,2005,300,75,"E.5","E.5.6"
3,2017,185,326,"E.5","E.5.6"
4,2016,199,276,"E.5","E.5.6"
5,2011,202,60,"E.5","E.5.6"
6,2017,185,161,"E.5","E.5.6"
7,2018,182,239,"E.5","E.5.6"
8,2013,215,54,"E.5","E.5.6"
9,2003,300,93,"E.5","E.5.6"
10,2013,213,342,"E.5","E.5.6"
11,2008,263,53,"E.5","E.5.6"
12,2011,0,0,"E.5","E.5.6"
13,2013,0,0,"E.5","E.5.6"
14,2009,NA,NA,"E.5","E.5.6"
15,2007,NA,NA,"E.5","E.5.6"
16,2009,NA,NA,"E.5","E.5.6"
17,2005,NA,NA,"E.5","E.5.6"
18,2006,NA,NA,"E.5","E.5.6"
19,2015,NA,NA,"E.5","E.5.6"
20,2013,NA,NA,"E.5","E.5.6"
1,2003,16,NA,"E.5","E.5.7"
2,2005,33,0,"E.5","E.5.7"
