"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","InflYesNo","Tot_fall_ppt","Tot_winter_ppt","Tot_summer_ppt","Mean_fall_temp","Mean_winter_temp","Mean_summer_temp"
1,2010,44,NA,"W.1","W.1.1",1,1,0,0,NA,0.728333106128939,0.908252363657798,0.322663492225605,0.77426705869108,-0.0714396344770398,0.911975345777408
2,2006,36,1,"W.1","W.1.1",1,1,1,1,1,0.565221037597558,0.431015989261498,0.515147040991936,0.900048383456686,0.314117470221433,0.983999419746195
3,2003,51,10,"W.1","W.1.1",1,1,1,1,1,0.40460535089953,0.770539774868584,0.406761367672264,0.809886259374539,0.521230437731599,0.928291099200762
4,2021,41,25,"W.1","W.1.1",1,1,1,1,1,0.271393071007163,0.70264229541267,0.599489551870115,0.913709475864913,0.312877696256228,0.915099486011656
5,2018,32,19,"W.1","W.1.1",1,1,1,1,1,0.820202678532953,0.280540567664798,0.364220298173466,0.881796452616694,0.614675314623864,0.976478985204826
6,2007,14,9,"W.1","W.1.1",1,1,1,1,1,0.676078939412908,0.804194424373191,0.635931988701444,0.792502661715993,0.179141488755189,0.87219596073911
7,2006,15,0,"W.1","W.1.1",1,1,1,1,0,0.565221037597558,0.431015989261498,0.515147040991936,0.900048383456686,0.314117470221433,0.983999419746195
8,2018,NA,NA,"W.1","W.1.1",1,0,0,1,NA,0.820202678532953,0.280540567664798,0.364220298173466,0.881796452616694,0.614675314623864,0.976478985204826
1,2010,44,NA,"W.4","W.4.2",1,1,0,0,NA,0.728333106128939,0.908252363657798,0.322663492225605,0.77426705869108,-0.0714396344770398,0.911975345777408
2,2006,50,25,"W.4","W.4.2",1,1,1,1,1,0.565221037597558,0.431015989261498,0.515147040991936,0.900048383456686,0.314117470221433,0.983999419746195
3,2003,65,5,"W.4","W.4.2",1,1,1,1,1,0.40460535089953,0.770539774868584,0.406761367672264,0.809886259374539,0.521230437731599,0.928291099200762
4,2021,22,16,"W.4","W.4.2",1,1,1,1,1,0.271393071007163,0.70264229541267,0.599489551870115,0.913709475864913,0.312877696256228,0.915099486011656
5,2018,20,0,"W.4","W.4.2",1,1,1,1,0,0.820202678532953,0.280540567664798,0.364220298173466,0.881796452616694,0.614675314623864,0.976478985204826
6,2007,43,16,"W.4","W.4.2",1,1,1,1,1,0.676078939412908,0.804194424373191,0.635931988701444,0.792502661715993,0.179141488755189,0.87219596073911
7,2006,NA,NA,"W.4","W.4.2",1,0,0,1,NA,0.565221037597558,0.431015989261498,0.515147040991936,0.900048383456686,0.314117470221433,0.983999419746195
1,2010,23,NA,"W.4","W.4.3",1,1,0,0,NA,0.728333106128939,0.908252363657798,0.322663492225605,0.77426705869108,-0.0714396344770398,0.911975345777408
2,2006,13,0,"W.4","W.4.3",1,1,1,1,0,0.565221037597558,0.431015989261498,0.515147040991936,0.900048383456686,0.314117470221433,0.983999419746195
3,2003,11,5,"W.4","W.4.3",1,1,1,1,1,0.40460535089953,0.770539774868584,0.406761367672264,0.809886259374539,0.521230437731599,0.928291099200762
4,2021,13,0,"W.4","W.4.3",1,1,1,1,0,0.271393071007163,0.70264229541267,0.599489551870115,0.913709475864913,0.312877696256228,0.915099486011656
5,2018,7,8,"W.4","W.4.3",1,1,1,1,1,0.820202678532953,0.280540567664798,0.364220298173466,0.881796452616694,0.614675314623864,0.976478985204826
6,2007,3,8,"W.4","W.4.3",1,1,1,1,1,0.676078939412908,0.804194424373191,0.635931988701444,0.792502661715993,0.179141488755189,0.87219596073911
7,2006,14,0,"W.4","W.4.3",1,1,1,1,0,0.565221037597558,0.431015989261498,0.515147040991936,0.900048383456686,0.314117470221433,0.983999419746195
8,2018,5,4,"W.4","W.4.3",1,1,1,1,1,0.820202678532953,0.280540567664798,0.364220298173466,0.881796452616694,0.614675314623864,0.976478985204826
9,2003,3,1,"W.4","W.4.3",1,1,1,1,1,0.40460535089953,0.770539774868584,0.406761367672264,0.809886259374539,0.521230437731599,0.928291099200762
10,2009,5,0,"W.4","W.4.3",1,1,1,1,0,0.559378787519313,0.566699989321872,0.567741584794403,0.874620164240164,0.605222358571507,0.86779829413582
11,2020,17,0,"W.4","W.4.3",1,1,1,1,0,0.484891047633171,0.523281698781461,0.324299241171216,0.857062810422188,0.536021943823545,0.925924590788817
12,2017,14,3,"W.4","W.4.3",1,1,1,1,1,0.47112088663204,0.440859902190938,0.764780844142139,0.959850660982415,0.894700127564813,0.888640598843415
13,2005,24,8,"W.4","W.4.3",1,1,1,1,1,0.475171405709443,0.749611418646112,0.244154788387561,0.802038252523882,0.615450165642526,0.904898989713957
14,2019,30,0,"W.4","W.4.3",1,1,1,1,0,0.516812071540082,0.648340988983694,0.548302489806649,0.827728638883116,0.228885778825587,0.85589882012107
15,2007,51,7,"W.4","W.4.3",1,1,1,1,1,0.676078939412908,0.804194424373191,0.635931988701444,0.792502661715993,0.179141488755189,0.87219596073911
16,2007,23,14,"W.4","W.4.3",1,1,1,1,1,0.676078939412908,0.804194424373191,0.635931988701444,0.792502661715993,0.179141488755189,0.87219596073911
17,2007,18,10,"W.4","W.4.3",1,1,1,1,1,0.676078939412908,0.804194424373191,0.635931988701444,0.792502661715993,0.179141488755189,0.87219596073911
18,2007,5,14,"W.4","W.4.3",1,1,1,1,1,0.676078939412908,0.804194424373191,0.635931988701444,0.792502661715993,0.179141488755189,0.87219596073911
19,2013,3,0,"W.4","W.4.3",1,1,1,1,0,0.334880792945785,0.392034381868036,0.382215833179212,0.878503198376422,0.121571355790535,0.864016636098345
20,2009,2,0,"W.4","W.4.3",1,1,1,1,0,0.559378787519313,0.566699989321872,0.567741584794403,0.874620164240164,0.605222358571507,0.86779829413582
1,2010,20,NA,"E.1","E.1.4",1,1,0,0,NA,0.728333106128939,0.908252363657798,0.322663492225605,0.77426705869108,-0.0714396344770398,0.911975345777408
2,2006,19,5,"E.1","E.1.4",1,1,1,1,1,0.565221037597558,0.431015989261498,0.515147040991936,0.900048383456686,0.314117470221433,0.983999419746195
3,2003,25,0,"E.1","E.1.4",1,1,1,1,0,0.40460535089953,0.770539774868584,0.406761367672264,0.809886259374539,0.521230437731599,0.928291099200762
4,2021,13,12,"E.1","E.1.4",1,1,1,1,1,0.271393071007163,0.70264229541267,0.599489551870115,0.913709475864913,0.312877696256228,0.915099486011656
5,2018,5,0,"E.1","E.1.4",1,1,1,1,0,0.820202678532953,0.280540567664798,0.364220298173466,0.881796452616694,0.614675314623864,0.976478985204826
6,2007,12,0,"E.1","E.1.4",1,1,1,1,0,0.676078939412908,0.804194424373191,0.635931988701444,0.792502661715993,0.179141488755189,0.87219596073911
