"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2011,67,NA,"E.5","E.5.1"
2,2006,103,48,"E.5","E.5.1"
3,2009,33,12,"E.5","E.5.1"
4,2008,60,72,"E.5","E.5.1"
5,2015,76,0,"E.5","E.5.1"
6,2006,126,58,"E.5","E.5.1"
7,2014,76,11,"E.5","E.5.1"
8,2011,0,0,"E.5","E.5.1"
9,2013,0,0,"E.5","E.5.1"
10,2012,NA,NA,"E.5","E.5.1"
11,2005,NA,NA,"E.5","E.5.1"
12,2006,NA,NA,"E.5","E.5.1"
13,2021,NA,NA,"E.5","E.5.1"
14,2013,NA,NA,"E.5","E.5.1"
15,2006,NA,NA,"E.5","E.5.1"
16,2006,NA,NA,"E.5","E.5.1"
17,2004,NA,NA,"E.5","E.5.1"
18,2002,NA,NA,"E.5","E.5.1"
19,2010,NA,NA,"E.5","E.5.1"
20,2010,NA,NA,"E.5","E.5.1"
1,2011,139,NA,"E.7","E.7.2"
2,2006,103,21,"E.7","E.7.2"
3,2009,38,56,"E.7","E.7.2"
4,2008,128,13,"E.7","E.7.2"
5,2015,152,18,"E.7","E.7.2"
6,2006,306,21,"E.7","E.7.2"
7,2014,69,34,"E.7","E.7.2"
8,2011,90,48,"E.7","E.7.2"
9,2013,154,26,"E.7","E.7.2"
10,2012,99,43,"E.7","E.7.2"
11,2005,153,77,"E.7","E.7.2"
12,2006,113,44,"E.7","E.7.2"
13,2021,101,38,"E.7","E.7.2"
14,2013,120,34,"E.7","E.7.2"
15,2006,35,30,"E.7","E.7.2"
16,2006,258,157,"E.7","E.7.2"
17,2004,0,0,"E.7","E.7.2"
18,2002,0,0,"E.7","E.7.2"
19,2010,NA,NA,"E.7","E.7.2"
20,2010,NA,NA,"E.7","E.7.2"
1,2011,235,NA,"E.7","E.7.3"
2,2006,153,63,"E.7","E.7.3"
3,2009,120,90,"E.7","E.7.3"
4,2008,0,0,"E.7","E.7.3"
5,2015,0,0,"E.7","E.7.3"
6,2006,NA,NA,"E.7","E.7.3"
7,2014,NA,NA,"E.7","E.7.3"
8,2011,NA,NA,"E.7","E.7.3"
9,2013,NA,NA,"E.7","E.7.3"
10,2012,NA,NA,"E.7","E.7.3"
11,2005,NA,NA,"E.7","E.7.3"
12,2006,NA,NA,"E.7","E.7.3"
13,2021,NA,NA,"E.7","E.7.3"
14,2013,NA,NA,"E.7","E.7.3"
15,2006,NA,NA,"E.7","E.7.3"
16,2006,NA,NA,"E.7","E.7.3"
17,2004,NA,NA,"E.7","E.7.3"
18,2002,NA,NA,"E.7","E.7.3"
19,2010,NA,NA,"E.7","E.7.3"
20,2010,NA,NA,"E.7","E.7.3"
1,2011,151,NA,"E.2","E.2.4"
2,2006,49,54,"E.2","E.2.4"
3,2009,80,156,"E.2","E.2.4"
4,2008,207,112,"E.2","E.2.4"
5,2015,424,73,"E.2","E.2.4"
6,2006,440,183,"E.2","E.2.4"
7,2014,207,129,"E.2","E.2.4"
8,2011,86,125,"E.2","E.2.4"
9,2013,66,33,"E.2","E.2.4"
10,2012,194,20,"E.2","E.2.4"
11,2005,427,64,"E.2","E.2.4"
12,2006,50,78,"E.2","E.2.4"
13,2021,0,0,"E.2","E.2.4"
14,2013,0,0,"E.2","E.2.4"
15,2006,NA,NA,"E.2","E.2.4"
16,2006,NA,NA,"E.2","E.2.4"
17,2004,NA,NA,"E.2","E.2.4"
18,2002,NA,NA,"E.2","E.2.4"
19,2010,NA,NA,"E.2","E.2.4"
20,2010,NA,NA,"E.2","E.2.4"
1,2011,67,NA,"E.3","E.3.5"
2,2006,94,24,"E.3","E.3.5"
3,2009,0,0,"E.3","E.3.5"
4,2008,0,0,"E.3","E.3.5"
5,2015,NA,NA,"E.3","E.3.5"
6,2006,NA,NA,"E.3","E.3.5"
7,2014,NA,NA,"E.3","E.3.5"
8,2011,NA,NA,"E.3","E.3.5"
9,2013,NA,NA,"E.3","E.3.5"
10,2012,NA,NA,"E.3","E.3.5"
11,2005,NA,NA,"E.3","E.3.5"
12,2006,NA,NA,"E.3","E.3.5"
13,2021,NA,NA,"E.3","E.3.5"
14,2013,NA,NA,"E.3","E.3.5"
15,2006,NA,NA,"E.3","E.3.5"
16,2006,NA,NA,"E.3","E.3.5"
17,2004,NA,NA,"E.3","E.3.5"
18,2002,NA,NA,"E.3","E.3.5"
19,2010,NA,NA,"E.3","E.3.5"
20,2010,NA,NA,"E.3","E.3.5"
1,2011,1,NA,"W.2","W.2.6"
2,2006,3,0,"W.2","W.2.6"
3,2009,2,0,"W.2","W.2.6"
4,2008,0,0,"W.2","W.2.6"
5,2015,0,0,"W.2","W.2.6"
6,2006,NA,NA,"W.2","W.2.6"
7,2014,NA,NA,"W.2","W.2.6"
8,2011,NA,NA,"W.2","W.2.6"
9,2013,NA,NA,"W.2","W.2.6"
10,2012,NA,NA,"W.2","W.2.6"
11,2005,NA,NA,"W.2","W.2.6"
12,2006,NA,NA,"W.2","W.2.6"
13,2021,NA,NA,"W.2","W.2.6"
14,2013,NA,NA,"W.2","W.2.6"
15,2006,NA,NA,"W.2","W.2.6"
16,2006,NA,NA,"W.2","W.2.6"
17,2004,NA,NA,"W.2","W.2.6"
18,2002,NA,NA,"W.2","W.2.6"
19,2010,NA,NA,"W.2","W.2.6"
20,2010,NA,NA,"W.2","W.2.6"
1,2011,43,NA,"W.2","W.2.7"
2,2006,74,31,"W.2","W.2.7"
3,2009,17,6,"W.2","W.2.7"
4,2008,60,35,"W.2","W.2.7"
5,2015,39,2,"W.2","W.2.7"
6,2006,0,0,"W.2","W.2.7"
7,2014,0,0,"W.2","W.2.7"
8,2011,NA,NA,"W.2","W.2.7"
9,2013,NA,NA,"W.2","W.2.7"
10,2012,NA,NA,"W.2","W.2.7"
11,2005,NA,NA,"W.2","W.2.7"
12,2006,NA,NA,"W.2","W.2.7"
