"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2013,12,0,"E.5","E.5.1"
2,2002,12,0,"E.5","E.5.1"
3,2010,20,0,"E.5","E.5.1"
4,2016,11,0,"E.5","E.5.1"
5,2002,13,0,"E.5","E.5.1"
6,2002,9,0,"E.5","E.5.1"
7,2009,13,0,"E.5","E.5.1"
8,2002,15,0,"E.5","E.5.1"
9,2012,10,0,"E.5","E.5.1"
10,2012,10,4,"E.5","E.5.1"
1,2013,22,6,"E.6","E.6.2"
2,2002,18,0,"E.6","E.6.2"
3,2010,32,2,"E.6","E.6.2"
4,2016,0,0,"E.6","E.6.2"
5,2002,0,0,"E.6","E.6.2"
6,2002,NA,NA,"E.6","E.6.2"
7,2009,NA,NA,"E.6","E.6.2"
8,2002,NA,NA,"E.6","E.6.2"
9,2012,NA,NA,"E.6","E.6.2"
10,2012,NA,NA,"E.6","E.6.2"
1,2013,19,5,"E.3","E.3.3"
2,2002,14,0,"E.3","E.3.3"
3,2010,23,0,"E.3","E.3.3"
4,2016,13,0,"E.3","E.3.3"
5,2002,15,0,"E.3","E.3.3"
6,2002,15,0,"E.3","E.3.3"
7,2009,18,0,"E.3","E.3.3"
8,2002,13,5,"E.3","E.3.3"
9,2012,12,2,"E.3","E.3.3"
10,2012,11,15,"E.3","E.3.3"
1,2013,3,0,"E.2","E.2.4"
2,2002,2,0,"E.2","E.2.4"
3,2010,3,0,"E.2","E.2.4"
4,2016,3,0,"E.2","E.2.4"
5,2002,5,0,"E.2","E.2.4"
6,2002,3,0,"E.2","E.2.4"
7,2009,1,0,"E.2","E.2.4"
8,2002,1,0,"E.2","E.2.4"
9,2012,0,0,"E.2","E.2.4"
10,2012,0,0,"E.2","E.2.4"
1,2013,13,9,"E.2","E.2.5"
2,2002,9,0,"E.2","E.2.5"
3,2010,22,0,"E.2","E.2.5"
4,2016,9,0,"E.2","E.2.5"
5,2002,10,6,"E.2","E.2.5"
6,2002,10,0,"E.2","E.2.5"
7,2009,12,0,"E.2","E.2.5"
8,2002,10,0,"E.2","E.2.5"
9,2012,11,1,"E.2","E.2.5"
10,2012,15,8,"E.2","E.2.5"
1,2013,0,0,"W.2","W.2.6"
2,2002,0,0,"W.2","W.2.6"
3,2010,NA,NA,"W.2","W.2.6"
4,2016,NA,NA,"W.2","W.2.6"
5,2002,NA,NA,"W.2","W.2.6"
6,2002,NA,NA,"W.2","W.2.6"
7,2009,NA,NA,"W.2","W.2.6"
8,2002,NA,NA,"W.2","W.2.6"
9,2012,NA,NA,"W.2","W.2.6"
10,2012,NA,NA,"W.2","W.2.6"
1,2013,14,6,"E.4","E.4.7"
2,2002,14,0,"E.4","E.4.7"
3,2010,17,5,"E.4","E.4.7"
4,2016,14,0,"E.4","E.4.7"
5,2002,10,4,"E.4","E.4.7"
6,2002,15,0,"E.4","E.4.7"
7,2009,16,0,"E.4","E.4.7"
8,2002,13,11,"E.4","E.4.7"
9,2012,11,5,"E.4","E.4.7"
10,2012,11,3,"E.4","E.4.7"
1,2013,12,1,"E.5","E.5.8"
2,2002,0,0,"E.5","E.5.8"
3,2010,0,0,"E.5","E.5.8"
4,2016,NA,NA,"E.5","E.5.8"
5,2002,NA,NA,"E.5","E.5.8"
6,2002,NA,NA,"E.5","E.5.8"
7,2009,NA,NA,"E.5","E.5.8"
8,2002,NA,NA,"E.5","E.5.8"
9,2012,NA,NA,"E.5","E.5.8"
10,2012,NA,NA,"E.5","E.5.8"
1,2013,20,13,"E.5","E.5.9"
2,2002,0,0,"E.5","E.5.9"
3,2010,0,0,"E.5","E.5.9"
4,2016,NA,NA,"E.5","E.5.9"
5,2002,NA,NA,"E.5","E.5.9"
6,2002,NA,NA,"E.5","E.5.9"
7,2009,NA,NA,"E.5","E.5.9"
8,2002,NA,NA,"E.5","E.5.9"
9,2012,NA,NA,"E.5","E.5.9"
10,2012,NA,NA,"E.5","E.5.9"
1,2013,2,0,"E.5","E.5.10"
2,2002,8,0,"E.5","E.5.10"
3,2010,10,0,"E.5","E.5.10"
4,2016,8,0,"E.5","E.5.10"
5,2002,7,0,"E.5","E.5.10"
6,2002,8,0,"E.5","E.5.10"
7,2009,5,0,"E.5","E.5.10"
8,2002,3,2,"E.5","E.5.10"
9,2012,7,0,"E.5","E.5.10"
10,2012,5,4,"E.5","E.5.10"
1,2013,18,12,"E.1","E.1.11"
2,2002,21,0,"E.1","E.1.11"
3,2010,27,0,"E.1","E.1.11"
4,2016,17,11,"E.1","E.1.11"
5,2002,20,0,"E.1","E.1.11"
6,2002,0,0,"E.1","E.1.11"
7,2009,0,0,"E.1","E.1.11"
8,2002,NA,NA,"E.1","E.1.11"
9,2012,NA,NA,"E.1","E.1.11"
10,2012,NA,NA,"E.1","E.1.11"
1,2013,19,8,"W.3","W.3.12"
2,2002,23,0,"W.3","W.3.12"
3,2010,35,0,"W.3","W.3.12"
4,2016,19,11,"W.3","W.3.12"
5,2002,22,4,"W.3","W.3.12"
6,2002,20,0,"W.3","W.3.12"
7,2009,25,3,"W.3","W.3.12"
8,2002,24,8,"W.3","W.3.12"
9,2012,22,0,"W.3","W.3.12"
10,2012,20,9,"W.3","W.3.12"
1,2013,11,0,"W.1","W.1.13"
2,2002,9,0,"W.1","W.1.13"
3,2010,18,0,"W.1","W.1.13"
4,2016,10,1,"W.1","W.1.13"
5,2002,10,5,"W.1","W.1.13"
6,2002,10,0,"W.1","W.1.13"
7,2009,15,0,"W.1","W.1.13"
8,2002,8,2,"W.1","W.1.13"
9,2012,12,0,"W.1","W.1.13"
10,2012,8,0,"W.1","W.1.13"
1,2013,19,0,"W.2","W.2.14"
2,2002,21,0,"W.2","W.2.14"
3,2010,37,8,"W.2","W.2.14"
4,2016,18,7,"W.2","W.2.14"
5,2002,23,5,"W.2","W.2.14"
6,2002,23,0,"W.2","W.2.14"
7,2009,22,0,"W.2","W.2.14"
8,2002,23,36,"W.2","W.2.14"
9,2012,18,0,"W.2","W.2.14"
10,2012,20,3,"W.2","W.2.14"
1,2013,0,0,"E.3","E.3.15"
2,2002,0,0,"E.3","E.3.15"
3,2010,NA,NA,"E.3","E.3.15"
4,2016,NA,NA,"E.3","E.3.15"
5,2002,NA,NA,"E.3","E.3.15"
6,2002,NA,NA,"E.3","E.3.15"
7,2009,NA,NA,"E.3","E.3.15"
8,2002,NA,NA,"E.3","E.3.15"
9,2012,NA,NA,"E.3","E.3.15"
10,2012,NA,NA,"E.3","E.3.15"
1,2013,0,0,"W.2","W.2.16"
