"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","InflYesNo","Tot_fall_ppt","Tot_winter_ppt","Tot_summer_ppt","Mean_fall_temp","Mean_winter_temp","Mean_summer_temp"
1,2011,10,NA,"W.5","W.5.1",1,1,0,0,NA,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
2,2010,29,1,"W.5","W.5.1",1,1,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
3,2002,15,8,"W.5","W.5.1",1,1,1,1,1,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088
4,2021,19,10,"W.5","W.5.1",1,1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453
5,2018,16,6,"W.5","W.5.1",1,1,1,1,1,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029
6,2005,21,1,"W.5","W.5.1",1,1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036
7,2012,12,8,"W.5","W.5.1",1,1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082
8,2003,22,2,"W.5","W.5.1",1,1,1,1,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117
9,2019,21,10,"W.5","W.5.1",1,1,1,1,1,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486
10,2016,17,5,"W.5","W.5.1",1,1,1,1,1,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063
11,2020,NA,NA,"W.5","W.5.1",1,NA,0,0,NA,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968
12,2006,NA,NA,"W.5","W.5.1",1,0,0,2,NA,140.3799968,59.06599998,219.8220053,13.73350036,1.013500094,17.17325068
1,2011,189,NA,"W.3","W.3.2",1,1,0,0,NA,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015
2,2010,291,120,"W.3","W.3.2",1,1,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047
3,2002,171,31,"W.3","W.3.2",1,1,1,1,1,116.7060027,51.88000154,103.1949987,14.03625035,0.464250049,17.14900088
4,2021,229,56,"W.3","W.3.2",1,1,1,1,1,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453
