"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","InflYesNo","Tot_fall_ppt","Tot_winter_ppt","Tot_summer_ppt","Mean_fall_temp","Mean_winter_temp","Mean_summer_temp"
1,2011,11,NA,"W.2","W.2.1",1,1,0,0,NA,0.343384472826534,0.351119026265863,0.28270023348413,0.897607169972604,0.295521459844502,0.90318002632244
2,2002,11,0,"W.2","W.2.1",1,1,1,1,0,0.469900907847559,0.378578373247261,0.241834743309348,0.919889620719451,0.143886568738746,0.982609945524128
3,2013,4,1,"W.2","W.2.1",1,1,1,1,1,0.334880792945785,0.392034381868036,0.382215833179212,0.878503198376422,0.121571355790535,0.864016636098345
4,2010,18,0,"W.2","W.2.1",1,1,1,1,0,0.728333106128939,0.908252363657798,0.322663492225605,0.77426705869108,-0.0714396344770398,0.911975345777408
5,2002,9,7,"W.2","W.2.1",1,1,1,1,1,0.469900907847559,0.378578373247261,0.241834743309348,0.919889620719451,0.143886568738746,0.982609945524128
6,2006,7,0,"W.2","W.2.1",1,1,1,1,0,0.565221037597558,0.431015989261498,0.515147040991936,0.900048383456686,0.314117470221433,0.983999419746195
7,2021,5,0,"W.2","W.2.1",1,1,1,1,0,0.271393071007163,0.70264229541267,0.599489551870115,0.913709475864913,0.312877696256228,0.915099486011656
8,2018,5,0,"W.2","W.2.1",1,1,1,1,0,0.820202678532953,0.280540567664798,0.364220298173466,0.881796452616694,0.614675314623864,0.976478985204826
9,2020,4,0,"W.2","W.2.1",1,1,1,1,0,0.484891047633171,0.523281698781461,0.324299241171216,0.857062810422188,0.536021943823545,0.925924590788817
10,2008,3,0,"W.2","W.2.1",1,1,1,1,0,0.397635694760219,0.747196066075193,0.216515858324331,0.931702654679972,-0.105997197037868,0.868929950865345
11,2018,1,0,"W.2","W.2.1",1,1,1,1,0,0.820202678532953,0.280540567664798,0.364220298173466,0.881796452616694,0.614675314623864,0.976478985204826
12,2013,1,0,"W.2","W.2.1",1,1,1,1,0,0.334880792945785,0.392034381868036,0.382215833179212,0.878503198376422,0.121571355790535,0.864016636098345
13,2021,6,0,"W.2","W.2.1",1,1,1,1,0,0.271393071007163,0.70264229541267,0.599489551870115,0.913709475864913,0.312877696256228,0.915099486011656
14,2012,1,0,"W.2","W.2.1",1,1,1,1,0,0.698320598730872,0.331635529686105,0.407616754945371,0.889677224543807,0.619246841631185,1
15,2008,NA,NA,"W.2","W.2.1",1,0,0,1,NA,0.397635694760219,0.747196066075193,0.216515858324331,0.931702654679972,-0.105997197037868,0.868929950865345
1,2011,1,NA,"W.3","W.3.2",1,1,0,0,NA,0.343384472826534,0.351119026265863,0.28270023348413,0.897607169972604,0.295521459844502,0.90318002632244
2,2002,NA,NA,"W.3","W.3.2",1,0,0,1,NA,0.469900907847559,0.378578373247261,0.241834743309348,0.919889620719451,0.143886568738746,0.982609945524128
1,2011,14,NA,"W.5","W.5.3",1,1,0,0,NA,0.343384472826534,0.351119026265863,0.28270023348413,0.897607169972604,0.295521459844502,0.90318002632244
2,2002,10,0,"W.5","W.5.3",1,1,1,1,0,0.469900907847559,0.378578373247261,0.241834743309348,0.919889620719451,0.143886568738746,0.982609945524128
3,2013,8,0,"W.5","W.5.3",1,1,1,1,0,0.334880792945785,0.392034381868036,0.382215833179212,0.878503198376422,0.121571355790535,0.864016636098345
4,2010,2,0,"W.5","W.5.3",1,1,1,1,0,0.728333106128939,0.908252363657798,0.322663492225605,0.77426705869108,-0.0714396344770398,0.911975345777408
5,2002,7,0,"W.5","W.5.3",1,1,1,1,0,0.469900907847559,0.378578373247261,0.241834743309348,0.919889620719451,0.143886568738746,0.982609945524128
6,2006,16,0,"W.5","W.5.3",1,1,1,1,0,0.565221037597558,0.431015989261498,0.515147040991936,0.900048383456686,0.314117470221433,0.983999419746195
