"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2005,32,NA,"E.6","E.6.1"
2,2014,28,13,"E.6","E.6.1"
3,2021,40,0,"E.6","E.6.1"
4,2012,16,18,"E.6","E.6.1"
5,2019,36,42,"E.6","E.6.1"
6,2007,64,0,"E.6","E.6.1"
7,2014,20,10,"E.6","E.6.1"
8,2002,47,0,"E.6","E.6.1"
9,2013,29,1,"E.6","E.6.1"
10,2003,17,0,"E.6","E.6.1"
11,2015,55,0,"E.6","E.6.1"
12,2015,29,13,"E.6","E.6.1"
13,2014,23,78,"E.6","E.6.1"
14,2005,62,5,"E.6","E.6.1"
15,2011,10,6,"E.6","E.6.1"
16,2009,33,5,"E.6","E.6.1"
17,2004,31,17,"E.6","E.6.1"
18,2005,32,26,"E.6","E.6.1"
19,2021,20,8,"E.6","E.6.1"
20,2010,23,17,"E.6","E.6.1"
21,2015,17,9,"E.6","E.6.1"
22,2021,37,4,"E.6","E.6.1"
23,2010,25,1,"E.6","E.6.1"
24,2021,19,14,"E.6","E.6.1"
25,2002,14,0,"E.6","E.6.1"
26,2017,21,0,"E.6","E.6.1"
27,2005,19,25,"E.6","E.6.1"
28,2010,67,4,"E.6","E.6.1"
29,2003,46,1,"E.6","E.6.1"
30,2011,14,12,"E.6","E.6.1"
31,2019,32,0,"E.6","E.6.1"
32,2019,12,6,"E.6","E.6.1"
33,2016,25,6,"E.6","E.6.1"
34,2006,47,0,"E.6","E.6.1"
35,2016,24,0,"E.6","E.6.1"
36,2013,28,0,"E.6","E.6.1"
37,2021,8,6,"E.6","E.6.1"
38,2005,19,0,"E.6","E.6.1"
39,2017,13,23,"E.6","E.6.1"
40,2007,37,20,"E.6","E.6.1"
1,2005,26,NA,"E.5","E.5.2"
2,2014,44,13,"E.5","E.5.2"
3,2021,35,5,"E.5","E.5.2"
4,2012,20,0,"E.5","E.5.2"
5,2019,30,3,"E.5","E.5.2"
6,2007,31,6,"E.5","E.5.2"
7,2014,12,14,"E.5","E.5.2"
8,2002,22,2,"E.5","E.5.2"
9,2013,36,0,"E.5","E.5.2"
10,2003,23,0,"E.5","E.5.2"
11,2015,44,16,"E.5","E.5.2"
12,2015,24,33,"E.5","E.5.2"
13,2014,23,5,"E.5","E.5.2"
14,2005,42,3,"E.5","E.5.2"
15,2011,17,0,"E.5","E.5.2"
16,2009,8,14,"E.5","E.5.2"
17,2004,23,12,"E.5","E.5.2"
18,2005,47,16,"E.5","E.5.2"
19,2021,50,10,"E.5","E.5.2"
20,2010,39,0,"E.5","E.5.2"
21,2015,45,0,"E.5","E.5.2"
22,2021,12,14,"E.5","E.5.2"
23,2010,31,11,"E.5","E.5.2"
24,2021,20,0,"E.5","E.5.2"
25,2002,16,0,"E.5","E.5.2"
26,2017,26,7,"E.5","E.5.2"
27,2005,22,9,"E.5","E.5.2"
28,2010,19,9,"E.5","E.5.2"
29,2003,6,0,"E.5","E.5.2"
30,2011,16,8,"E.5","E.5.2"
31,2019,30,0,"E.5","E.5.2"
32,2019,27,0,"E.5","E.5.2"
33,2016,17,0,"E.5","E.5.2"
34,2006,39,0,"E.5","E.5.2"
35,2016,24,3,"E.5","E.5.2"
36,2013,15,0,"E.5","E.5.2"
37,2021,17,0,"E.5","E.5.2"
38,2005,8,9,"E.5","E.5.2"
39,2017,8,5,"E.5","E.5.2"
40,2007,14,26,"E.5","E.5.2"
1,2005,17,NA,"W.2","W.2.3"
2,2014,12,0,"W.2","W.2.3"
