"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew"
1,2013,11,NA,"E.6","E.6.1"
2,2005,15,0,"E.6","E.6.1"
3,2018,10,0,"E.6","E.6.1"
4,2017,13,0,"E.6","E.6.1"
5,2021,15,0,"E.6","E.6.1"
6,2021,16,0,"E.6","E.6.1"
7,2009,0,0,"E.6","E.6.1"
8,2013,0,0,"E.6","E.6.1"
9,2012,NA,NA,"E.6","E.6.1"
10,2012,NA,NA,"E.6","E.6.1"
11,2020,NA,NA,"E.6","E.6.1"
12,2011,NA,NA,"E.6","E.6.1"
13,2004,NA,NA,"E.6","E.6.1"
14,2015,NA,NA,"E.6","E.6.1"
15,2006,NA,NA,"E.6","E.6.1"
16,2007,NA,NA,"E.6","E.6.1"
17,2002,NA,NA,"E.6","E.6.1"
18,2008,NA,NA,"E.6","E.6.1"
19,2018,NA,NA,"E.6","E.6.1"
20,2017,NA,NA,"E.6","E.6.1"
1,2013,11,NA,"E.6","E.6.2"
2,2005,15,0,"E.6","E.6.2"
3,2018,10,0,"E.6","E.6.2"
4,2017,9,1,"E.6","E.6.2"
5,2021,13,0,"E.6","E.6.2"
6,2021,17,13,"E.6","E.6.2"
7,2009,13,1,"E.6","E.6.2"
8,2013,0,0,"E.6","E.6.2"
9,2012,0,0,"E.6","E.6.2"
10,2012,NA,NA,"E.6","E.6.2"
11,2020,NA,NA,"E.6","E.6.2"
12,2011,NA,NA,"E.6","E.6.2"
13,2004,NA,NA,"E.6","E.6.2"
14,2015,NA,NA,"E.6","E.6.2"
15,2006,NA,NA,"E.6","E.6.2"
16,2007,NA,NA,"E.6","E.6.2"
17,2002,NA,NA,"E.6","E.6.2"
18,2008,NA,NA,"E.6","E.6.2"
19,2018,NA,NA,"E.6","E.6.2"
20,2017,NA,NA,"E.6","E.6.2"
1,2013,26,NA,"W.2","W.2.3"
2,2005,31,0,"W.2","W.2.3"
3,2018,17,0,"W.2","W.2.3"
4,2017,17,10,"W.2","W.2.3"
5,2021,28,35,"W.2","W.2.3"
6,2021,25,11,"W.2","W.2.3"
7,2009,24,20,"W.2","W.2.3"
8,2013,27,14,"W.2","W.2.3"
9,2012,20,0,"W.2","W.2.3"
10,2012,21,8,"W.2","W.2.3"
11,2020,23,4,"W.2","W.2.3"
12,2011,21,15,"W.2","W.2.3"
13,2004,20,0,"W.2","W.2.3"
14,2015,35,27,"W.2","W.2.3"
15,2006,23,27,"W.2","W.2.3"
16,2007,34,12,"W.2","W.2.3"
17,2002,20,29,"W.2","W.2.3"
18,2008,27,0,"W.2","W.2.3"
19,2018,18,0,"W.2","W.2.3"
20,2017,0,0,"W.2","W.2.3"
1,2013,35,NA,"E.7","E.7.4"
2,2005,38,3,"E.7","E.7.4"
3,2018,23,0,"E.7","E.7.4"
4,2017,25,12,"E.7","E.7.4"
5,2021,37,30,"E.7","E.7.4"
6,2021,36,0,"E.7","E.7.4"
7,2009,26,0,"E.7","E.7.4"
8,2013,0,0,"E.7","E.7.4"
9,2012,0,0,"E.7","E.7.4"
10,2012,NA,NA,"E.7","E.7.4"
11,2020,NA,NA,"E.7","E.7.4"
12,2011,NA,NA,"E.7","E.7.4"
13,2004,NA,NA,"E.7","E.7.4"
14,2015,NA,NA,"E.7","E.7.4"
15,2006,NA,NA,"E.7","E.7.4"
16,2007,NA,NA,"E.7","E.7.4"
17,2002,NA,NA,"E.7","E.7.4"
18,2008,NA,NA,"E.7","E.7.4"
19,2018,NA,NA,"E.7","E.7.4"
20,2017,NA,NA,"E.7","E.7.4"
1,2013,20,NA,"W.2","W.2.5"
2,2005,24,0,"W.2","W.2.5"
3,2018,14,12,"W.2","W.2.5"
4,2017,17,3,"W.2","W.2.5"
5,2021,26,0,"W.2","W.2.5"
6,2021,24,0,"W.2","W.2.5"
7,2009,18,0,"W.2","W.2.5"
8,2013,0,0,"W.2","W.2.5"
9,2012,0,0,"W.2","W.2.5"
10,2012,NA,NA,"W.2","W.2.5"
11,2020,NA,NA,"W.2","W.2.5"
12,2011,NA,NA,"W.2","W.2.5"
13,2004,NA,NA,"W.2","W.2.5"
14,2015,NA,NA,"W.2","W.2.5"
15,2006,NA,NA,"W.2","W.2.5"
16,2007,NA,NA,"W.2","W.2.5"
17,2002,NA,NA,"W.2","W.2.5"
18,2008,NA,NA,"W.2","W.2.5"
19,2018,NA,NA,"W.2","W.2.5"
20,2017,NA,NA,"W.2","W.2.5"
1,2013,20,NA,"E.3","E.3.6"
2,2005,25,5,"E.3","E.3.6"
3,2018,15,3,"E.3","E.3.6"
4,2017,21,6,"E.3","E.3.6"
5,2021,23,13,"E.3","E.3.6"
6,2021,23,4,"E.3","E.3.6"
7,2009,17,0,"E.3","E.3.6"
8,2013,18,13,"E.3","E.3.6"
9,2012,12,3,"E.3","E.3.6"
10,2012,16,0,"E.3","E.3.6"
11,2020,20,0,"E.3","E.3.6"
12,2011,22,0,"E.3","E.3.6"
13,2004,19,0,"E.3","E.3.6"
14,2015,29,16,"E.3","E.3.6"
15,2006,18,38,"E.3","E.3.6"
16,2007,28,0,"E.3","E.3.6"
17,2002,18,6,"E.3","E.3.6"
18,2008,21,0,"E.3","E.3.6"
19,2018,0,0,"E.3","E.3.6"
20,2017,0,0,"E.3","E.3.6"
1,2013,3,NA,"W.2","W.2.7"
2,2005,3,0,"W.2","W.2.7"
3,2018,1,0,"W.2","W.2.7"
4,2017,2,0,"W.2","W.2.7"
5,2021,0,0,"W.2","W.2.7"
6,2021,0,0,"W.2","W.2.7"
7,2009,NA,NA,"W.2","W.2.7"
8,2013,NA,NA,"W.2","W.2.7"
9,2012,NA,NA,"W.2","W.2.7"
10,2012,NA,NA,"W.2","W.2.7"
11,2020,NA,NA,"W.2","W.2.7"
12,2011,NA,NA,"W.2","W.2.7"
13,2004,NA,NA,"W.2","W.2.7"
14,2015,NA,NA,"W.2","W.2.7"
15,2006,NA,NA,"W.2","W.2.7"
16,2007,NA,NA,"W.2","W.2.7"
17,2002,NA,NA,"W.2","W.2.7"
18,2008,NA,NA,"W.2","W.2.7"
19,2018,NA,NA,"W.2","W.2.7"
20,2017,NA,NA,"W.2","W.2.7"
1,2013,17,NA,"E.1","E.1.8"
2,2005,26,0,"E.1","E.1.8"
3,2018,16,6,"E.1","E.1.8"
4,2017,13,6,"E.1","E.1.8"
5,2021,20,11,"E.1","E.1.8"
6,2021,20,0,"E.1","E.1.8"
7,2009,16,0,"E.1","E.1.8"
8,2013,16,0,"E.1","E.1.8"
9,2012,12,0,"E.1","E.1.8"
10,2012,15,0,"E.1","E.1.8"
11,2020,16,11,"E.1","E.1.8"
12,2011,12,0,"E.1","E.1.8"
13,2004,19,3,"E.1","E.1.8"
14,2015,28,12,"E.1","E.1.8"
15,2006,15,10,"E.1","E.1.8"
16,2007,27,0,"E.1","E.1.8"
17,2002,16,11,"E.1","E.1.8"
18,2008,19,0,"E.1","E.1.8"
