"DATASET","REP","CLIM_YR","PLT_SZ","SurvRate_JAGS","SurvRate_GLMM","SurvRate_True","GrwthRate_JAGS","GrwthRate_GLMM","GrwthRate_True"
"SimDat20yr",1,2002,1,0.687167073738421,0.755922957422569,0.722243789442332,1.59066989645326,2.03023569744013,1.85265178871068
"SimDat20yr",1,2002,2.58689776396124,0.810326239568706,0.852426503752437,0.813620645764073,3.57212483519285,4.19784719615391,3.77439019935036
"SimDat20yr",1,2002,5.43509194201455,0.877798578969605,0.903839485966303,0.867427041225206,6.71998526355077,7.40376414028195,6.58040149832022
"SimDat20yr",1,2002,8.37819600856587,0.90675408386986,0.925836921448504,0.892284518332053,9.71271972439286,10.3061079175225,9.09846504999341
"SimDat20yr",1,2002,11.394562374498,0.923427319944158,0.938548747324368,0.907367758748883,12.6186405978506,13.0365443589431,11.4539831378936
"SimDat20yr",1,2002,14.3928317919052,0.934216759551888,0.946812618826613,0.917529314954642,15.3944040115405,15.5846812685671,13.6430783797735
"SimDat20yr",1,2002,17.4168456893173,0.941959375582981,0.952770026611058,0.925061710580294,18.1075543654867,18.0301079978369,15.7370447540314
"SimDat20yr",1,2002,20.4492023787929,0.947804726292945,0.957287151957113,0.930905753655456,20.7583295599825,20.3832814633576,17.7465355750041
"SimDat20yr",1,2002,23.4679857009673,0.952371669661528,0.960830589635415,0.935580003940674,23.33952821192,22.6452853247201,19.6737058447804
"SimDat20yr",1,2002,26.4680666305487,0.956048689963102,0.963694152245756,0.939421177270463,25.8560870732928,24.8261191015532,21.5280012349379
"SimDat20yr",1,2002,29.4813766244729,0.959112700786889,0.966088546445767,0.942680721203849,28.3412784306565,26.9585666390484,23.3379430929316
"SimDat20yr",1,2002,32.4669190254479,0.961679755720502,0.968101021021222,0.945456644677376,30.7664861844072,29.0211854238563,25.0858388512786
"SimDat20yr",1,2002,35.4521633345378,0.963885145318527,0.96983511966613,0.947877084337539,33.158442530375,31.0393079211178,26.793576658087
"SimDat20yr",1,2002,38.3948724021863,0.965778399623594,0.971327924941112,0.949983224399555,35.487112143149,32.9897877305325,28.4419238800301
"SimDat20yr",1,2002,41.41768651391,0.967488774294953,0.972680081639066,0.951909962867001,37.8516645167805,34.9569929713447,30.1023950413644
"SimDat20yr",1,2002,44.4207985104545,0.968995000815821,0.973873838537427,0.953626857723956,40.175481264087,36.8781112937183,31.7221272942292
"SimDat20yr",1,2002,47.381327188688,0.970323343806645,0.974929093421907,0.955157580916853,42.4435486586947,38.7422230542647,33.292152237747
"SimDat20yr",1,2002,50.3660178676982,0.971530082498417,0.975889880562385,0.956562410324602,44.7088647572877,40.593945613271,34.8502188189642
"SimDat20yr",1,2002,53.3730542950344,0.972631451630213,0.976768649068268,0.957857026791124,46.971016476189,42.433544003652,36.3966502244237
"SimDat20yr",1,2002,56.4401395039259,0.973653426188628,0.977585754863156,0.959069480755506,49.2588809769075,44.284873954656,37.9515649848245
"SimDat20yr",1,2002,59.5477200143269,0.974598808214227,0.978343138881919,0.960201091809163,51.5581524058223,46.136609203779,39.505495605716
"SimDat20yr",1,2002,62.5132346794858,0.97542742990485,0.979008236343031,0.961201222903658,53.7357002943566,47.8825495626444,40.9694812349568
"SimDat20yr",1,2002,65.4022525955798,0.97617404105463,0.979608555083606,0.962109272109842,55.8423328555395,49.5647660584639,42.3790048608317
"SimDat20yr",1,2002,68.363024324324,0.976884236943299,0.980180552350847,0.962979343365401,57.9869658011661,51.2706852898078,43.8073939393912
"SimDat20yr",1,2002,71.4628636164746,0.977574830538731,0.980737692673594,0.963831524920475,60.2175734689898,53.0381736721956,45.286314970743
"SimDat20yr",1,2002,74.5820454297392,0.978221050178116,0.981259896740801,0.964634623668012,62.4476080998854,54.7985379880831,46.7582771468118
"SimDat20yr",1,2002,77.5031984579935,0.97878661644672,0.981717634527922,0.965342150927802,64.5234998043354,56.4314604432348,48.1228145933518
"SimDat20yr",1,2002,80.3983200736663,0.979313073158054,0.98214433384727,0.96600479287802,66.5694310079592,58.0355749575107,49.4624956728348
"SimDat20yr",1,2002,83.2803153907084,0.979806593112096,0.982544892480139,0.966629626648665,68.5952218964285,59.618946187202,50.7841131494085
